player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,totalLongBalls,goals,label,match_id,date,possLostAll,country,league_name,season
L. Crepulja,ai5cnyn9zjkdlzma3goj7m7yt,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
O. Hadžikić,asm3oo8dojb1a90xit1q2gdzp,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
K. Išasegi,3pkrnbioh7j5grczkf6s6xca2,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
A. Jakir,alqh849c5mw5nfvc76kuky13o,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
Z. Katalinić,2yl9v5sa2ym64tlvz2yf58zdg,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
I. Lepinjica,6e22x46gqvnavi481aabpuqdw,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
A. Liber,71eiaf3c37jpcqmcds6kbg4q,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Midfielder,7,3,8,NaN,4,1,3,3,9,5,32,4,1,1,4,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,3,HRV,HNL,2025_2026
M. Tičinović,bc8hi55wmfyvo5mb6t7aje8l,Vukovar,c3al88y5b53e2fulu96nxlhil,6,2,Defender,Right,NaN,19,1,1,5,11,4,NaN,8,29,13,90,16,11,7,20,4,10,NaN,NaN,NaN,2,5,4,5,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,,,4231,7,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,28,HRV,HNL,2025_2026
V. Međimorec,7h86xjrkn4ohicw191no593vt,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
E. Qestaj,cl2tll2ywoc6ausomuxuoyz2s,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,2,HRV,HNL,2025_2026
G. Šivaleć,e70ek2b59dfj8zhsxm55p8h78,Slaven Koprivnica,ahpwadw516qqa39whahl0o939,NaN,NaN,Substitute,NaN,Attacker,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,8,NaN,NaN,NaN,2,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,1,HRV,HNL,2025_2026
M. Bulat,eibukyjnk7kh635peyny1iuxg,Vukovar,c3al88y5b53e2fulu96nxlhil,NaN,NaN,Goalkeeper,Centre,NaN,3,NaN,NaN,NaN,4,NaN,NaN,4,8,10,90,16,5,10,8,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,14,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,10,HRV,HNL,2025_2026
K. Çalhanoğlu,9e4xq8tojxnrntko58ni4s7sa,Vukovar,c3al88y5b53e2fulu96nxlhil,5,NaN,Defender,Left,NaN,13,2,1,3,9,3,NaN,6,26,12,90,20,4,4,19,3,11,1,1,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,,,4231,6,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,24,HRV,HNL,2025_2026
V. Čaić,dtr4cnzrkqe46rtqhq4l7a2hg,Vukovar,c3al88y5b53e2fulu96nxlhil,NaN,NaN,Defender,Left/Centre,NaN,25,NaN,2,1,23,1,NaN,3,32,23,90,10,5,1,11,NaN,6,NaN,2,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,7,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,8,HRV,HNL,2025_2026
K. Pavičić,74d4zseeetzlymmlhx19qa162,Vukovar,c3al88y5b53e2fulu96nxlhil,3,2,Defender,Centre/Right,NaN,16,NaN,1,NaN,15,1,NaN,2,22,17,86,9,4,4,8,1,4,NaN,NaN,NaN,3,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,5,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,9,HRV,HNL,2025_2026
E. Shabani,42kik8nrr738ipgk1lmmnhega,Vukovar,c3al88y5b53e2fulu96nxlhil,8,2,Defensive Midfielder,Left/Centre,NaN,9,3,4,2,4,2,2,5,18,6,85,10,5,7,14,2,7,NaN,NaN,NaN,4,2,2,2,1,1,NaN,2,1,NaN,NaN,NaN,1,1,,,4231,4,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,18,HRV,HNL,2025_2026
D. Mejía,a3z58odrpkpstgzg1xjk917o4,Vukovar,c3al88y5b53e2fulu96nxlhil,6,1,Defensive Midfielder,Centre/Right,NaN,15,1,3,4,8,3,NaN,10,23,9,85,12,3,5,19,3,5,NaN,1,NaN,2,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,3,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,15,HRV,HNL,2025_2026
L. Banovec,8io5efukjl6wx7315h3fuyx3o,Vukovar,c3al88y5b53e2fulu96nxlhil,7,1,Attacking Midfielder,Left,NaN,4,NaN,1,NaN,2,NaN,NaN,2,9,3,70,1,1,2,7,1,4,1,1,1,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,2,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,11,HRV,HNL,2025_2026
S. Koeberlé,34qnp7hi8hr2xtmxnxyv6hxjo,Vukovar,c3al88y5b53e2fulu96nxlhil,3,3,Attacking Midfielder,Centre,NaN,6,NaN,3,NaN,1,2,NaN,5,12,3,45,6,3,4,9,5,8,NaN,NaN,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,,,4231,1,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,10,HRV,HNL,2025_2026
A. Jurilj,dqr3uiwwjktzlzpy6kejo9hhx,Vukovar,c3al88y5b53e2fulu96nxlhil,4,3,Attacking Midfielder,Right,NaN,5,2,2,1,2,NaN,2,5,7,2,90,1,1,1,8,5,6,NaN,NaN,NaN,1,NaN,1,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,1,1,,,4231,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,5,HRV,HNL,2025_2026
R. Gonzales,2gy29og2klobuqip7kyj3q42c,Vukovar,c3al88y5b53e2fulu96nxlhil,9,2,Striker,Centre,NaN,11,2,7,NaN,4,NaN,1,10,12,4,90,3,3,4,11,7,8,2,NaN,2,2,NaN,NaN,NaN,2,6,3,1,2,NaN,NaN,1,NaN,NaN,,,4231,3,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,10,HRV,HNL,2025_2026
J. Biljan,2h4wcxv0rsgfjyohpzwfcnv11,Vukovar,c3al88y5b53e2fulu96nxlhil,2,1,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,5,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,1,HRV,HNL,2025_2026
D. Damjanović,4e0gzr0g5x6klrtlta7k6eec4,Vukovar,c3al88y5b53e2fulu96nxlhil,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
L. Klanac,2i0vc75r2ps1b7p5j7s56pp90,Vukovar,c3al88y5b53e2fulu96nxlhil,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
D. Mulac,1geza0o25umv60tlwjl4vagru,Vukovar,c3al88y5b53e2fulu96nxlhil,NaN,NaN,Substitute,NaN,Defender,1,NaN,NaN,1,1,NaN,NaN,NaN,3,1,4,2,2,NaN,2,NaN,2,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,2,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,2,HRV,HNL,2025_2026
M. Pilj,2r9xfbq0sezukpemb5nu8f3s9,Vukovar,c3al88y5b53e2fulu96nxlhil,NaN,NaN,Substitute,NaN,Midfielder,1,NaN,1,NaN,NaN,NaN,NaN,1,2,NaN,5,1,1,1,2,1,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,1,HRV,HNL,2025_2026
K. Simmonds,2by47zohopd09acs4q10jlbl5,Vukovar,c3al88y5b53e2fulu96nxlhil,3,1,Substitute,NaN,Attacker,2,1,NaN,1,1,NaN,NaN,2,5,1,20,3,1,NaN,5,1,3,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,,4231,1,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,6,HRV,HNL,2025_2026
Rafael Camacho,67igt8uzqwb951ro7wpuians9,Vukovar,c3al88y5b53e2fulu96nxlhil,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
T. Tormin,873rc03xlnrzpabdp2penwewa,Vukovar,c3al88y5b53e2fulu96nxlhil,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,NaN,HRV,HNL,2025_2026
K. Čabrajić,ci59nfb6e2ruyr60hmtcup5hw,Vukovar,c3al88y5b53e2fulu96nxlhil,3,NaN,Substitute,NaN,Defender,14,1,2,1,6,1,NaN,8,15,6,45,6,2,4,9,4,5,2,NaN,2,3,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,,,4231,NaN,NaN,Slaven Koprivnica vs Vukovar,9ufcogp48ef0vr8bq70d1s6qc,2025-11-21,5,HRV,HNL,2025_2026
I. Filipović,8glds5eomgq4dzlkn4dc1ysb9,Dinamo Zagreb,7vyubxg6fnmwwyo2nnyhp6j5d,NaN,NaN,Goalkeeper,Centre,NaN,21,NaN,NaN,NaN,22,3,NaN,3,24,23,90,14,NaN,9,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,9,NaN,Dinamo Zagreb vs Varaždin,9t8hy8ynwltv8jaqxuzo4bifo,2025-11-22,4,HRV,HNL,2025_2026
M. Pérez Vinlöf,br127bsi0f5esaofj8qwiwro4,Dinamo Zagreb,7vyubxg6fnmwwyo2nnyhp6j5d,4,NaN,Defender,Left,NaN,63,6,10,4,30,2,3,35,69,32,90,25,16,2,41,22,25,1,1,1,NaN,1,2,1,NaN,2,NaN,NaN,NaN,NaN,1,,NaN,NaN,,,4231,7,NaN,Dinamo Zagreb vs Varaždin,9t8hy8ynwltv8jaqxuzo4bifo,2025-11-22,14,HRV,HNL,2025_2026
S. McKenna,12cgiy0t282ywdbr5j78hrxsl,Dinamo Zagreb,7vyubxg6fnmwwyo2nnyhp6j5d,1,NaN,Defender,Left/Centre,NaN,59,NaN,6,NaN,51,1,NaN,11,61,51,90,16,4,3,13,2,4,NaN,6,NaN,2,NaN,NaN,NaN,NaN,5,4,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,3,NaN,Dinamo Zagreb vs Varaždin,9t8hy8ynwltv8jaqxuzo4bifo,2025-11-22,2,HRV,HNL,2025_2026
Sergi Domínguez,4jpwo30o4qp53k59oxvuj90k4,Dinamo Zagreb,7vyubxg6fnmwwyo2nnyhp6j5d,1,NaN,Defender,Centre/Right,NaN,71,NaN,6,1,48,NaN,NaN,23,78,50,90,19,7,3,29,4,8,NaN,5,NaN,3,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,12,1,Dinamo Zagreb vs Varaždin,9t8hy8ynwltv8jaqxuzo4bifo,2025-11-22,9,HRV,HNL,2025_2026
N. Mikić,o5l3q1ezpymhoao6ww2b3m6s,Dinamo Zagreb,7vyubxg6fnmwwyo2nnyhp6j5d,NaN,NaN,Defender,Right,NaN,33,1,3,4,20,1,1,15,42,21,90,18,6,4,27,9,13,NaN,NaN,NaN,3,1,5,1,NaN,3,NaN,NaN,NaN,1,NaN,,NaN,NaN,,,4231,7,NaN,Dinamo Zagreb vs Varaždin,9t8hy8ynwltv8jaqxuzo4bifo,2025-11-22,16,HRV,HNL,2025_2026
M. Zajc,atawelbstg96dp699p8b8e505,Dinamo Zagreb,7vyubxg6fnmwwyo2nnyhp6j5d,1,NaN,Defensive Midfielder,Left/Centre,NaN,27,1,4,12,5,NaN,1,28,34,7,64,10,6,6,38,14,18,2,NaN,6,4,2,4,2,2,3,1,NaN,2,2,2,,4,2,,,4231,2,NaN,Dinamo Zagreb vs Varaždin,9t8hy8ynwltv8jaqxuzo4bifo,2025-11-22,14,HRV,HNL,2025_2026
J. Mišić,96yikwkvaqoblxfn43f4gswr9,Dinamo Zagreb,7vyubxg6fnmwwyo2nnyhp6j5d,7,2,Defensive Midfielder,Centre/Right,NaN,47,1,2,3,26,3,1,24,50,26,90,9,6,9,28,6,9,1,NaN,1,6,2,1,2,NaN,NaN,NaN,NaN,NaN,1,NaN,,2,2,,,4231,2,NaN,Dinamo Zagreb vs Varaždin,9t8hy8ynwltv8jaqxuzo4bifo,2025-11-22,6,HRV,HNL,2025_2026
