playerName,team_name,label,possessionValue.pvValue,possessionValue.pvAdded
A. Albertsson,KR,KR vs Víkingur Reykjavík,0.3446342,0.1462625
A. Albertsson,KR,Valur vs KR,0.1104219,0.0024239000000000014
A. Andrason,HK,Breidablik vs HK,0.1281662,0.012716000000000002
A. Andrésson,KR,KR vs Víkingur Reykjavík,0.2079205,0.08552219999999999
A. Andrésson,KR,Valur vs KR,0.2955105,0.15715079999999998
A. Arnarson,Fram,Breidablik vs Fram,0.0025285,-0.0022278
A. Arnarson,Fram,Fram vs FH,0.073323,0.0151706
A. Arnarson,HK,Breidablik vs HK,0.2778863,0.05897430000000001
A. Arnarson,HK,HK vs Fylkir,0.000818,0.000818
A. Atlason,HK,Breidablik vs HK,0.2046521,0.09574279999999999
A. Atlason,HK,HK vs Fylkir,0.051171100000000004,0.051171100000000004
A. Birgisson,Stjarnan,Stjarnan vs Vestri,0.0,0.0
A. Bjarnason,Breidablik,Breidablik vs Fram,0.0040882,0.001134
A. Bjarnason,Breidablik,Breidablik vs HK,0.461546,0.09135679999999999
A. Bjarnason,Vestri,Stjarnan vs Vestri,0.3316559,0.020766300000000005
A. Einarsson,Breidablik,Breidablik vs Fram,0.0,0.0
A. Einarsson,Breidablik,Breidablik vs HK,0.0531366,0.0072367
A. Elísson,Fram,Breidablik vs Fram,0.0315371,0.0061612
A. Elísson,Fram,Fram vs FH,0.29742219999999997,0.027683999999999993
A. Guðjohnsen,FH,Fram vs FH,0.439914,0.038088800000000006
A. Gíslason,Fylkir,Fylkir vs Víkingur Reykjavík,0.0418991,-0.0010341
A. Hauksson,KR,KR vs Víkingur Reykjavík,0.5954272,0.017782200000000012
A. Hauksson,KR,Valur vs KR,0.2190689,-0.019992699999999995
A. Jóhannsson,Valur,Víkingur Reykjavík vs Valur,0.0011495,0.0
A. Jónasson,HK,Breidablik vs HK,0.46459,0.1320648
A. Jónasson,HK,HK vs Fylkir,0.0,0.0
A. Jónsson,Breidablik,Breidablik vs Fram,0.0025494000000000003,0.0013753
A. Sigurjónsson,KR,KR vs Víkingur Reykjavík,0.1404148,0.092062
A. Sigurjónsson,KR,Valur vs KR,0.0759765,-0.0397698
A. Sigurpálsson,Víkingur Reykjavík,Fylkir vs Víkingur Reykjavík,1.2506833,0.7107676
A. Sigurpálsson,Víkingur Reykjavík,KR vs Víkingur Reykjavík,0.5852227999999999,0.1471522
A. Sigurpálsson,Víkingur Reykjavík,Víkingur Reykjavík vs Valur,0.0079567,-0.0012113
A. Sigurðarson,KR,KR vs Víkingur Reykjavík,0.5110927,0.0659757
A. Sigurðarson,KR,Valur vs KR,0.9836677,0.38121649999999996
A. Skoglund,Valur,Valur vs KR,0.2958839,0.0684989
A. Skoglund,Valur,Víkingur Reykjavík vs Valur,0.0,0.0
A. Smárason,ÍA,ÍA vs KA,0.0,0.0
A. Stefánsson,KA,ÍA vs KA,0.0260735,0.0126598
