playerName,team_name,label,date,318.0
A. Brenkus,Dukla Banská Bystrica,Dukla Banská Bystrica vs DAC 1904,2024-08-11,0.0051348999999999995
A. Brenkus,Dukla Banská Bystrica,Dukla Banská Bystrica vs FC Košice,2024-09-28,0.05768574
A. Brenkus,Dukla Banská Bystrica,Dukla Banská Bystrica vs Komárno,2024-09-14,0.00111787
A. Brenkus,Dukla Banská Bystrica,Dukla Banská Bystrica vs Skalica,2024-08-03,0.01658821
A. Brenkus,Dukla Banská Bystrica,Podbrezová vs Dukla Banská Bystrica,2024-08-31,0.0
A. Brenkus,Dukla Banská Bystrica,Ružomberok vs Dukla Banská Bystrica,2024-07-28,0.00800844
A. Brenkus,Dukla Banská Bystrica,Trenčín vs Dukla Banská Bystrica,2024-08-17,0.037561489999999996
A. Danko,Podbrezová,FC Košice vs Podbrezová,2024-08-10,0.00030678
A. Danko,Podbrezová,Podbrezová vs Dukla Banská Bystrica,2024-08-31,0.00435641
A. Danko,Podbrezová,Podbrezová vs Skalica,2024-08-17,0.0008093899999999999
A. Danko,Podbrezová,Podbrezová vs Zemplín Michalovce,2024-09-22,0.00124568
A. Danko,Podbrezová,Podbrezová vs Žilina,2024-07-27,0.00218833
A. Danko,Podbrezová,Ružomberok vs Podbrezová,2024-09-15,0.00067492
A. Danko,Podbrezová,Slovan Bratislava vs Podbrezová,2024-08-03,0.00549747
A. Danko,Podbrezová,Trenčín vs Podbrezová,2024-09-28,0.00070622
A. Fiala,Trenčín,Trenčín vs DAC 1904,2024-09-17,0.0008732799999999999
A. Gajdoš,Slovan Bratislava,Slovan Bratislava vs Ružomberok,2024-09-21,0.06556884
A. Gajdoš,Trenčín,Ružomberok vs Trenčín,2024-08-11,0.10207982
A. Gajdoš,Trenčín,Spartak Trnava vs Trenčín,2024-07-28,0.02288628
A. Gajdoš,Trenčín,Trenčín vs Dukla Banská Bystrica,2024-08-17,0.12474344
A. Gajdoš,Trenčín,Trenčín vs FC Košice,2024-08-03,0.12438184
A. Gajdoš,Trenčín,Žilina vs Trenčín,2024-08-24,0.02277978
A. Gaži,Skalica,Dukla Banská Bystrica vs Skalica,2024-08-03,0.00400583
A. Gaži,Skalica,Ružomberok vs Skalica,2024-09-29,0.00072949
A. Gaži,Skalica,Skalica vs DAC 1904,2024-09-21,0.01016707
A. Gaži,Skalica,Skalica vs Spartak Trnava,2024-08-24,0.00013527
A. Gaži,Skalica,Skalica vs Zemplín Michalovce,2024-07-27,0.03807586
A. Gaži,Skalica,Žilina vs Skalica,2024-09-14,0.00094373
A. Hanes,Dukla Banská Bystrica,Dukla Banská Bystrica vs DAC 1904,2024-08-11,0.00544704
A. Hanes,Dukla Banská Bystrica,Dukla Banská Bystrica vs FC Košice,2024-09-28,0.00065641
A. Hanes,Dukla Banská Bystrica,Dukla Banská Bystrica vs Skalica,2024-08-03,0.00396725
A. Hanes,Dukla Banská Bystrica,Ružomberok vs Dukla Banská Bystrica,2024-07-28,0.00115836
A. Hanes,Dukla Banská Bystrica,Trenčín vs Dukla Banská Bystrica,2024-08-17,0.0
A. Kaprálik,Žilina,FC Košice vs Žilina,2024-09-21,0.37124690999999993
A. Kaprálik,Žilina,Podbrezová vs Žilina,2024-07-27,0.43364779
A. Kaprálik,Žilina,Slovan Bratislava vs Žilina,2024-09-01,0.41694192
A. Kaprálik,Žilina,Spartak Trnava vs Žilina,2024-08-18,0.00694255
A. Kaprálik,Žilina,Žilina vs Komárno,2024-09-29,0.06858706
A. Kaprálik,Žilina,Žilina vs Skalica,2024-09-14,0.25348874
A. Kaprálik,Žilina,Žilina vs Trenčín,2024-08-24,0.06262211
A. Kaprálik,Žilina,Žilina vs Zemplín Michalovce,2024-08-10,0.64460975
A. Katić,Trenčín,Komárno vs Trenčín,2024-09-21,0.00125406
A. Katić,Trenčín,Trenčín vs DAC 1904,2024-09-17,0.00270505
A. Katić,Trenčín,Trenčín vs Podbrezová,2024-09-28,0.00045764
A. Katić,Trenčín,Zemplín Michalovce vs Trenčín,2024-09-14,0.0053475499999999995
A. Katić,Trenčín,Žilina vs Trenčín,2024-08-24,0.00108263
A. Kopas,Skalica,Dukla Banská Bystrica vs Skalica,2024-08-03,0.12223234999999999
A. Kopas,Skalica,Podbrezová vs Skalica,2024-08-17,0.00159639
A. Kopas,Skalica,Ružomberok vs Skalica,2024-09-29,0.018206820000000002
A. Kopas,Skalica,Skalica vs FC Košice,2024-08-31,0.05802609
A. Kopas,Skalica,Skalica vs Spartak Trnava,2024-08-24,0.00243123
A. Kopas,Skalica,Skalica vs Zemplín Michalovce,2024-07-27,0.040789259999999994
A. Kopas,Skalica,Žilina vs Skalica,2024-09-14,0.03331603
A. Krčík,Skalica,Dukla Banská Bystrica vs Skalica,2024-08-03,0.05457099
A. Krčík,Skalica,Ružomberok vs Skalica,2024-09-29,0.033886030000000004
A. Krčík,Skalica,Skalica vs FC Košice,2024-08-31,0.10748671
A. Krčík,Skalica,Skalica vs Zemplín Michalovce,2024-07-27,0.38688885
A. Krčík,Skalica,Žilina vs Skalica,2024-09-14,0.01251941
A. Kyziridis,Zemplín Michalovce,Komárno vs Zemplín Michalovce,2024-08-31,0.0015389700000000002
A. Kyziridis,Zemplín Michalovce,Podbrezová vs Zemplín Michalovce,2024-09-22,0.67137329
A. Kyziridis,Zemplín Michalovce,Ružomberok vs Zemplín Michalovce,2024-08-25,0.01744982
