playerName,playerId,contestantId,team_name,321,label,match_id,date
E. Reijnders,c3akpx5mnexpkslo0sqqezsru,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.047998156398534775,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
S. Bakari,9lctm8txbd4n87mk61lwa0rf9,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.07587717473506927,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
C. Brym,c3j7ddqg0yzporam6gieibgiy,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.023351509124040604,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
S. Bakari,9lctm8txbd4n87mk61lwa0rf9,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.17749662697315216,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
T. Lam,bdo2grdx1mgm63gii3zar50id,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.23039522767066956,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
K. Saito,tgu7kztdu9azmvirwu8rrip6,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.10259844362735748,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
Y. Namli,dficbkp6sp4kw7xihaxneozpx,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.02087143249809742,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
C. Brym,c3j7ddqg0yzporam6gieibgiy,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.38923943042755127,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
M. Eerdhuijzen,ubuh5wgnl0o5bn3wirdmectm,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.1531810611486435,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
D. Warmerdam,6my743on19jmzmlq0crx3mq51,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.16970562934875488,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
S. Mito,536qjh4gcmpo5q68ti87e60kq,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.11586276441812515,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
Y. Namli,dficbkp6sp4kw7xihaxneozpx,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.02259029448032379,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
P. Clement,dbg4ducw8j747foxiexle1iad,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.03157660737633705,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
A. Verschueren,723av2redj2ej6livx0g81wwl,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.07583287358283997,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
E. Reijnders,c3akpx5mnexpkslo0sqqezsru,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.11240594834089279,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
S. Bakari,9lctm8txbd4n87mk61lwa0rf9,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.012853119522333145,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
S. Mito,536qjh4gcmpo5q68ti87e60kq,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.014940626919269562,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
Y. Namli,dficbkp6sp4kw7xihaxneozpx,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.01892182044684887,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
K. Saito,tgu7kztdu9azmvirwu8rrip6,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.023629972711205482,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
N. Fichtinger,5mqog8k9eyi248jvrrp9fo8wk,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.09822969883680344,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
B. Vriends,5gs7jd1eigk4jisxbr9a1yvp,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.2322283387184143,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
S. Mito,536qjh4gcmpo5q68ti87e60kq,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.02486046589910984,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
P. Clement,dbg4ducw8j747foxiexle1iad,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.0825839638710022,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
D. van den Berg,29s8wk0a2m66rebsfx1jfuuh,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.37589365243911743,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
D. van den Berg,29s8wk0a2m66rebsfx1jfuuh,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.7025862336158752,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
Y. Namli,dficbkp6sp4kw7xihaxneozpx,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.020397955551743507,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
O. Velanas,6nd0ifv6ljza9nauxcpejqzft,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.10106663405895233,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
D. van den Berg,29s8wk0a2m66rebsfx1jfuuh,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,0.08498940616846085,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
T. Lauritsen,6q77vt9bp8dsq48pa97mfzsa1,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.0765451043844223,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
D. van der Kust,6lyedmu2vuf7jig3jmhz9b4ve,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.03155050054192543,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
T. Lauritsen,6q77vt9bp8dsq48pa97mfzsa1,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.5692479014396667,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
T. Lauritsen,6q77vt9bp8dsq48pa97mfzsa1,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.00932351965457201,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
D. van der Kust,6lyedmu2vuf7jig3jmhz9b4ve,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,0.033207010477781296,Sparta Rotterdam vs PEC Zwolle,59dxdzoch07icg55wvwhwz4lw,2024-02-04
D. Min,7o8auo4uu5mzh7f4a44ucdf8q,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,0.584216296672821,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
A. Meijers,aklhi0hr28nidjlkw1sokp785,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,0.010014989413321018,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
S. Adewoye,8przxwwothu3crflys7ahl4dm,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,0.05021122470498085,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
D. Min,7o8auo4uu5mzh7f4a44ucdf8q,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,0.05546099692583084,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
D. Min,7o8auo4uu5mzh7f4a44ucdf8q,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,0.7884,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
C. Lokesa,5auzs4fw49qr80b89baetcwt0,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,0.035398002713918686,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
T. Chery,8gde39dg3u3kqhd8pa2mdcn2t,8iawijq7s9s6d85mjz8wdslki,NEC,0.03767907992005348,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
B. van Rooij,qobf1v5kwuz6hj2ooixfw4mi,8iawijq7s9s6d85mjz8wdslki,NEC,0.024195745587348938,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
C. Verdonk,6dd248q0adq6su677bw2kk2c5,8iawijq7s9s6d85mjz8wdslki,NEC,0.01565798930823803,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
K. Sano,dse071e8zbzm8l37m64g6e1p0,8iawijq7s9s6d85mjz8wdslki,NEC,0.03085268847644329,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
R. Niemeijer,8gblufcpx2yb27qdg1e12yne1,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,0.1004377007484436,RKC Waalwijk vs NEC,59xjq4xrq7c00wvomzurp77dg,2024-02-09
