player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
M. Verrips,dxcsuw39xzusjsj5e1jw53y6t,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Goalkeeper,Centre,NaN,9,NaN,NaN,NaN,5,1,NaN,8,17,5,90,22,2,4,20,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,433,NaN,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,12,NLD,Eredivisie
M. Dijks,cynuwabb849am6ml1b70yr55h,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,3,NaN,Defender,Left,NaN,21,2,7,7,8,6,1,15,30,13,90,17,5,7,20,8,9,NaN,1,NaN,1,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,433,NaN,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,23,NLD,Eredivisie
D. Siovas,7t19aebk75lrt41hmclk18mhh,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,2,Defender,Left/Centre,NaN,25,NaN,10,NaN,23,1,NaN,4,42,31,90,17,3,3,13,NaN,3,NaN,10,NaN,2,6,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,433,NaN,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,17,NLD,Eredivisie
Rodrigo Guth,9fpb7g8ij9dqtuqhnimy5fap5,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,4,3,Defender,Centre/Right,NaN,30,NaN,3,1,19,1,NaN,12,38,20,90,10,8,4,19,6,12,NaN,3,NaN,3,NaN,NaN,NaN,1,4,2,NaN,NaN,NaN,,,NaN,NaN,1,1,433,1,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,8,NLD,Eredivisie
Ivo Pinto,dp0q4f4gbj2buhcu1lb5dzxed,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,1,NaN,Defender,Right,NaN,17,NaN,3,6,11,2,NaN,7,26,13,90,11,6,4,18,4,9,NaN,NaN,NaN,2,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,433,NaN,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,18,NLD,Eredivisie
J. Lonwijk,9o10vhew3jar8tqnkabw0qoyx,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,10,3,Midfielder,Left/Centre,NaN,19,1,4,1,5,1,1,14,25,6,83,7,6,9,20,8,12,NaN,1,NaN,5,2,1,2,2,5,3,NaN,3,NaN,,,NaN,NaN,NaN,NaN,433,NaN,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,10,NLD,Eredivisie
L. Rosier,1e12w0zsray39tnhemg3jy5t5,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,1,Midfielder,Centre,NaN,14,NaN,4,NaN,9,2,NaN,5,22,14,45,8,1,5,8,NaN,3,NaN,3,NaN,3,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,433,NaN,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,8,NLD,Eredivisie
A. Halilović,66kplyn4wfzukepup1ws0f1ed,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,4,2,Midfielder,Centre/Right,NaN,19,4,5,7,15,5,3,8,24,16,82,7,6,6,16,5,8,NaN,NaN,NaN,1,1,3,1,2,4,4,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,433,2,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,11,NLD,Eredivisie
K. Peterson,60jptu288hf6gcljkbzcdie39,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,NaN,Striker,Left/Centre,NaN,8,2,4,4,3,2,NaN,6,12,6,45,7,1,5,9,3,3,NaN,NaN,NaN,3,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,,,NaN,NaN,NaN,NaN,433,NaN,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,11,NLD,Eredivisie
K. Sierhuis,5ghvrbmlh0tqos9iohj8f7zzd,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,9,3,Striker,Centre,NaN,13,4,5,3,4,NaN,1,11,17,5,87,3,2,NaN,15,6,9,1,3,1,NaN,NaN,1,NaN,1,3,1,NaN,NaN,NaN,,,3,3,NaN,NaN,433,NaN,Fortuna Sittard vs Heerenveen,580uc3uv1fpap0iyz3jcqrt3o,2024-02-03,8,NLD,Eredivisie
