player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
O. Fallenius,5t5ib5l818gj98xrztrj0kbca,Djurgården,czkf5t3ai00ghwbga03i5aqxw,2,NaN,Substitute,NaN,Attacker,5,1,NaN,1,NaN,NaN,NaN,5,5,NaN,22,NaN,NaN,1,6,5,5,1,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,,433,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,4,SWE,Allsvenskan
Carlos Moros,eybt8xfc15yw9kwnbvm64zend,Djurgården,czkf5t3ai00ghwbga03i5aqxw,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,NaN,SWE,Allsvenskan
P. Bengtsson,5k7sf8hvml6cf6f29g9393v11,Djurgården,czkf5t3ai00ghwbga03i5aqxw,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,NaN,SWE,Allsvenskan
A. Picornell,5xkkb1l7y84mwfjsytlqoep04,Djurgården,czkf5t3ai00ghwbga03i5aqxw,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,NaN,SWE,Allsvenskan
H. Radetinac,6u3k1pcpowzvy9qrngb3j3a39,Djurgården,czkf5t3ai00ghwbga03i5aqxw,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,NaN,SWE,Allsvenskan
B. Šabović,71ewtolv8guf3m6sh01pf1nmx,Djurgården,czkf5t3ai00ghwbga03i5aqxw,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,NaN,SWE,Allsvenskan
O. Linnér,9hf3cqj9cd6m2x4sb05e0n1t5,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,NaN,NaN,Goalkeeper,Centre,NaN,8,NaN,NaN,NaN,12,NaN,NaN,3,15,15,90,15,5,6,9,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,9,SWE,Allsvenskan
V. Agardius,dhvlc4odgtd7wz8ntmr9rz26t,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,1,NaN,Defender,Left/Centre,NaN,38,NaN,NaN,NaN,24,4,NaN,15,44,26,90,18,6,5,19,6,8,NaN,NaN,NaN,1,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,7,SWE,Allsvenskan
A. Sögaard,sxahqo62pj3wu3yfeah4fiay,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,NaN,NaN,Defender,Centre,NaN,48,NaN,1,1,47,2,NaN,8,53,48,90,17,3,2,13,3,4,NaN,NaN,NaN,NaN,5,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,7,SWE,Allsvenskan
A. Abrahamsson,950x9v0qx1pqgkc67e6hnbpt6,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,3,NaN,Defender,Centre/Right,NaN,43,1,4,1,31,4,1,13,52,37,85,29,8,4,16,8,10,NaN,1,NaN,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,11,SWE,Allsvenskan
S. Kroon,bmj66ols6rtul44h9c6obmi95,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,1,NaN,Midfielder,Left,NaN,11,NaN,1,1,5,1,NaN,6,15,8,45,5,NaN,2,10,6,7,NaN,NaN,NaN,NaN,1,3,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,8,SWE,Allsvenskan
K. Ackermann,c9qk8n9d4130okk9go1brzskq,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,3,NaN,Midfielder,Left/Centre,NaN,39,2,9,1,17,NaN,2,23,41,18,85,10,4,3,24,13,13,1,2,1,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,3,SWE,Allsvenskan
G. Sandberg Magnusson,1zy10ymkyg5dz4edlg8pdcxcl,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,6,2,Midfielder,Centre/Right,NaN,31,1,3,NaN,19,2,1,12,37,20,90,10,5,3,17,7,12,1,2,1,NaN,1,NaN,1,3,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,10,SWE,Allsvenskan
A. Jensen,d83agzjsghnwbm4mq9b3x8dbe,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,2,1,Midfielder,Right,NaN,29,NaN,3,5,22,9,NaN,14,43,26,90,24,5,12,26,7,13,NaN,NaN,3,2,1,2,1,1,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,20,SWE,Allsvenskan
M. Ćosić,972sdfy32aqsh3liqmn6chnf9,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,6,1,Striker,Left/Centre,NaN,9,3,6,NaN,4,3,1,5,14,7,81,2,NaN,3,7,1,2,NaN,NaN,NaN,NaN,2,NaN,2,2,2,2,NaN,NaN,NaN,NaN,NaN,2,1,,,343,1,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,10,SWE,Allsvenskan
N. Vasić,48ffxxjaqagvfy72i4qvuvdnt,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,2,1,Striker,Centre,NaN,7,2,3,NaN,7,1,2,4,8,7,63,1,3,3,5,2,3,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,1,SWE,Allsvenskan
O. Pettersson,9vyizhfym4y8vc07xrvba7skq,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,1,NaN,Striker,Centre/Right,NaN,20,2,3,4,6,2,1,18,25,10,90,5,2,3,20,7,7,1,NaN,1,NaN,1,5,1,3,1,1,NaN,1,4,NaN,NaN,1,1,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,10,SWE,Allsvenskan
L. Fritzson,4w4fnup47fnga68td9bu83sut,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,1,NaN,Substitute,NaN,Midfielder,7,NaN,4,NaN,2,NaN,NaN,5,7,2,27,2,NaN,2,5,4,4,3,1,3,1,NaN,NaN,NaN,NaN,3,NaN,NaN,1,NaN,NaN,NaN,1,1,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,1,SWE,Allsvenskan
L. Jordan,a50t6mmm9lljdt0b9vp1w7vu1,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,1,NaN,Substitute,NaN,Attacker,7,NaN,NaN,NaN,2,NaN,NaN,5,8,3,9,3,3,1,5,5,5,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,1,SWE,Allsvenskan
T. Heggem,5gf24ds4ejjztxyj8b5rs3tnt,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,NaN,NaN,Substitute,NaN,Defender,8,NaN,3,NaN,5,1,NaN,3,9,5,5,3,1,1,4,1,2,NaN,3,NaN,NaN,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,1,SWE,Allsvenskan
F. Nissen,6pepyzak4dixdnxbegfg8etqs,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,NaN,NaN,Substitute,NaN,Defender,4,NaN,1,NaN,2,NaN,NaN,2,5,3,5,NaN,NaN,NaN,2,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,1,SWE,Allsvenskan
R. Omorowa,472gtgjd61tmky6j73s10rkt0,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,NaN,SWE,Allsvenskan
F. Sidklev,4ztjiy8n0724xy818ophfp4ic,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,NaN,SWE,Allsvenskan
T. Waker,e1ogqatdx34wgtmvvq28ft39x,Brommapojkarna,ac8jow4mdkvnsv5s0och4qqm,4,NaN,Substitute,NaN,Midfielder,16,3,3,2,6,2,2,10,20,7,45,2,3,3,13,8,11,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,NaN,Djurgården vs Brommapojkarna,3c4qf5lvp02k9cpqi2rmfe4no,2023-04-01,9,SWE,Allsvenskan
O. Jansson,dzdryjruyr4lpu3t7d5pgpn11,Norrköping,7hlumphk42363z3i2nry2wrzj,NaN,NaN,Goalkeeper,Centre,NaN,17,NaN,NaN,1,20,1,NaN,8,22,23,90,18,3,8,12,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,7,SWE,Allsvenskan
M. Baggesen,2lafgzvhv0er31i6c2nb6xqfo,Norrköping,7hlumphk42363z3i2nry2wrzj,2,1,Defender,Left,NaN,15,2,4,1,10,3,2,7,19,11,70,13,4,5,10,3,5,NaN,NaN,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,7,SWE,Allsvenskan
N. Gunnarsson,6f45blx9waafcnjbq3fr1efv9,Norrköping,7hlumphk42363z3i2nry2wrzj,3,NaN,Defender,Left/Centre,NaN,9,NaN,2,NaN,9,1,NaN,NaN,13,11,45,6,2,1,3,NaN,2,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,6,SWE,Allsvenskan
M. Lund,5vholxar2s1konelieg8wjv85,Norrköping,7hlumphk42363z3i2nry2wrzj,3,1,Defender,Centre/Right,NaN,24,NaN,5,2,21,5,NaN,6,38,23,90,18,12,7,18,3,13,NaN,3,NaN,2,3,NaN,3,NaN,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,14,SWE,Allsvenskan
D. Eid,dlxtfrt1ioz51rwnizwz5657t,Norrköping,7hlumphk42363z3i2nry2wrzj,7,2,Defender,Right,NaN,15,3,5,6,10,2,2,6,26,14,90,18,6,5,17,5,8,NaN,1,NaN,3,3,4,3,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,21,SWE,Allsvenskan
A. Traustason,9d08simhpio6vi217mqtro6ad,Norrköping,7hlumphk42363z3i2nry2wrzj,6,1,Defensive Midfielder,Left/Centre,NaN,22,3,9,3,16,1,1,9,29,17,90,9,7,3,15,5,10,2,5,2,2,3,NaN,3,NaN,3,2,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,10,SWE,Allsvenskan
J. Ortmark,5e2tf15sp7zo70njveqg1b2z9,Norrköping,7hlumphk42363z3i2nry2wrzj,1,NaN,Defensive Midfielder,Centre/Right,NaN,10,NaN,3,1,5,NaN,NaN,5,12,5,26,4,6,3,8,5,7,1,2,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,3,SWE,Allsvenskan
A. Sigurðsson,5mb3g5nufbwhw09w3wgm6glwp,Norrköping,7hlumphk42363z3i2nry2wrzj,7,NaN,Attacking Midfielder,Left,NaN,13,5,9,15,5,2,3,15,15,5,90,6,3,2,24,5,7,NaN,NaN,6,NaN,NaN,5,NaN,2,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,15,SWE,Allsvenskan
V. Hammershøy-Mistrati,e3n8xatusmgu7ttqpfdjanp3p,Norrköping,7hlumphk42363z3i2nry2wrzj,4,NaN,Attacking Midfielder,Centre,NaN,13,1,5,NaN,4,1,1,9,17,5,70,10,1,4,12,4,6,NaN,2,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,7,SWE,Allsvenskan
V. Lind,7qgiqoaaarr6c2bs4yffqwju2,Norrköping,7hlumphk42363z3i2nry2wrzj,5,2,Attacking Midfielder,Right,NaN,10,1,4,NaN,5,4,1,5,17,8,89,4,1,7,11,2,4,NaN,1,NaN,3,1,2,1,1,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,14,SWE,Allsvenskan
C. Nyman,8ntq70sdmvbmmvchvu5jd6ndh,Norrköping,7hlumphk42363z3i2nry2wrzj,10,5,Striker,Centre,NaN,5,NaN,11,1,2,NaN,NaN,4,13,2,90,4,4,2,12,3,11,NaN,5,1,NaN,NaN,NaN,NaN,1,5,2,NaN,2,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,11,SWE,Allsvenskan
D. Andersson,3qlfkqrawehngfhe1zmy1a61g,Norrköping,7hlumphk42363z3i2nry2wrzj,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,NaN,SWE,Allsvenskan
Jesper Ceesay,5jv0xmo83g4lbzo8nodqbh46i,Norrköping,7hlumphk42363z3i2nry2wrzj,6,2,Substitute,NaN,Midfielder,24,NaN,6,NaN,18,4,NaN,6,31,21,64,12,1,8,10,3,4,1,3,1,2,2,NaN,2,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,9,SWE,Allsvenskan
A. Eriksson,7e058o66inex7g90wrwaeauw9,Norrköping,7hlumphk42363z3i2nry2wrzj,2,NaN,Substitute,NaN,Defender,11,NaN,1,NaN,10,2,NaN,2,19,12,45,8,5,2,8,NaN,5,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Norrköping vs Sirius,3cl291w46anax28pjxdijedck,2023-04-02,9,SWE,Allsvenskan
