player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,totalLongBalls,goals,label,match_id,date,possLostAll,country,league_name,season
M. Funk,ev73ja3lqg6g947fbb0ux79hx,Energie Cottbus,9oqny7is99a388pcuflckc9fa,NaN,NaN,Goalkeeper,Centre,NaN,19,NaN,2,NaN,22,3,NaN,2,20,23,90,9,2,10,5,1,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,8,NaN,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,5,DEU,3_Liga,2025_2026
Anderson Lucoqui,cfysw0lrk92ogv72c0jh3p6mt,Energie Cottbus,9oqny7is99a388pcuflckc9fa,4,1,Defender,Left,NaN,11,NaN,5,1,6,NaN,NaN,6,14,7,63,7,2,1,9,2,3,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,4,NaN,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,6,DEU,3_Liga,2025_2026
T. Campulka,46zm5eu8y0av61e19var1kh5,Energie Cottbus,9oqny7is99a388pcuflckc9fa,1,NaN,Defender,Left/Centre,NaN,38,1,7,NaN,36,4,1,2,45,38,90,17,NaN,5,7,NaN,NaN,NaN,2,NaN,1,1,NaN,1,NaN,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,8,1,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,8,DEU,3_Liga,2025_2026
K. Manu,c6fcafjqn8xth1r5a47vt0c2c,Energie Cottbus,9oqny7is99a388pcuflckc9fa,5,2,Defender,Centre/Right,NaN,40,NaN,7,NaN,32,NaN,NaN,9,45,33,90,18,5,3,13,1,5,NaN,2,NaN,3,3,NaN,3,NaN,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,5,NaN,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,6,DEU,3_Liga,2025_2026
H. Rorig,4ajp37qriye173bbam9rtjmne,Energie Cottbus,9oqny7is99a388pcuflckc9fa,NaN,NaN,Defender,Right,NaN,21,1,1,2,14,1,1,7,25,16,90,9,1,1,11,5,5,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,1,1,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,9,DEU,3_Liga,2025_2026
A. Borgmann,ckyg1eh3rmfmwzp3cy2k4me39,Energie Cottbus,9oqny7is99a388pcuflckc9fa,4,NaN,Defensive Midfielder,Left,NaN,20,1,5,3,10,2,NaN,10,27,15,90,9,1,3,15,6,7,NaN,1,NaN,1,1,3,1,1,1,1,NaN,NaN,NaN,NaN,,1,NaN,NaN,NaN,4312,3,NaN,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,16,DEU,3_Liga,2025_2026
D. Pelivan,sm2ibccdn0ij8aft1417sl3p,Energie Cottbus,9oqny7is99a388pcuflckc9fa,5,1,Defensive Midfielder,Centre,NaN,31,NaN,3,NaN,21,2,NaN,14,35,24,83,10,2,4,15,3,4,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4312,1,NaN,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,5,DEU,3_Liga,2025_2026
T. Ciğerci,5zlfbrphymfs7ixs6z26i2lsl,Energie Cottbus,9oqny7is99a388pcuflckc9fa,12,1,Defensive Midfielder,Right,NaN,25,10,10,8,11,3,3,19,29,11,90,13,8,7,29,15,20,NaN,NaN,4,4,1,2,1,3,9,3,NaN,NaN,NaN,2,,1,1,2,1,4312,3,NaN,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,23,DEU,3_Liga,2025_2026
J. Boziaris,6zummisi58pnduug0ynrsusyc,Energie Cottbus,9oqny7is99a388pcuflckc9fa,2,NaN,Attacking Midfielder,Centre,NaN,5,2,3,4,1,2,2,6,8,1,63,2,1,4,10,3,5,1,NaN,3,2,1,NaN,1,1,4,1,NaN,NaN,NaN,2,,NaN,NaN,1,1,4312,1,NaN,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,5,DEU,3_Liga,2025_2026
T. Thiele,89a4stbr9bzgl9ataji0j4b85,Energie Cottbus,9oqny7is99a388pcuflckc9fa,2,NaN,Striker,Left/Centre,NaN,11,1,2,2,4,1,NaN,7,16,5,73,3,1,4,11,5,8,1,NaN,1,3,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,,3,2,NaN,NaN,4312,1,NaN,Energie Cottbus vs Stuttgart II,ods6v4yd038n8d7ln8yszaxg,2025-09-26,6,DEU,3_Liga,2025_2026
