team_name,contestantId,match_id,periodId,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,322.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,19.0,24.0,25.0,26.0,28.0,107.0,44.0,292.0,293.0,sequence_duration,sequence_xG,receiverId,receiverName,match_state,clock_sec,set_piece_index,set_piece_type,set_piece_team,event_time
Rot-Weiss Essen,rqebmse0wxmnyrtifkz5nqb6,2c8b5cmxqadxplu15cpkpjbo,1,2831915493,46,15,5,46,1,93.4,44.6,M. Schultz,20.0,9.0,NaN,NaN,Rot-Weiss Essen vs 1860 München,2025-08-01,NaN,NaN,NaN,0.0888,0.1143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4.0,0.0888,,,draw,346,3,throw_in,,346
Rot-Weiss Essen,rqebmse0wxmnyrtifkz5nqb6,2c8b5cmxqadxplu15cpkpjbo,1,2831915513,48,16,5,52,1,97.9,46.2,J. Ríos Alonso,22.0,9.0,NaN,NaN,Rot-Weiss Essen vs 1860 München,2025-08-01,NaN,NaN,NaN,0.6864,0.9569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,0.0,0.6864,,,draw,352,9,throw_in,,352
Rot-Weiss Essen,rqebmse0wxmnyrtifkz5nqb6,2c8b5cmxqadxplu15cpkpjbo,1,2831920205,157,15,21,26,1,74.4,65.8,K. Mizuta,63.0,33.0,NaN,NaN,Rot-Weiss Essen vs 1860 München,2025-08-01,NaN,NaN,NaN,0.0209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,true,,,NaN,NaN,NaN,NaN,2.0,0.0209,,,Rot-Weiss Essen,1286,2,corner,,1286
1860 München,1e25o4gxxxnibjh9lgr9ykdfe,2c8b5cmxqadxplu15cpkpjbo,1,2831920791,252,13,23,4,1,93.7,26.2,F. Niederlechner,68.0,36.0,NaN,NaN,Rot-Weiss Essen vs 1860 München,2025-08-01,NaN,NaN,NaN,0.0607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4.0,0.0607,,,Rot-Weiss Essen,1384,4,throw_in,,1384
1860 München,1e25o4gxxxnibjh9lgr9ykdfe,2c8b5cmxqadxplu15cpkpjbo,1,2831929283,465,15,43,10,1,94.2,59.5,S. Haugen,117.0,64.0,NaN,NaN,Rot-Weiss Essen vs 1860 München,2025-08-01,NaN,NaN,NaN,0.0589,0.0597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,true,,,NaN,NaN,NaN,NaN,4.0,0.0589,,,Rot-Weiss Essen,2590,4,corner,,2590
Rot-Weiss Essen,rqebmse0wxmnyrtifkz5nqb6,2c8b5cmxqadxplu15cpkpjbo,2,2831967319,596,13,77,47,1,62.6,41.9,J. Hofmann,221.0,132.0,NaN,NaN,Rot-Weiss Essen vs 1860 München,2025-08-01,NaN,NaN,NaN,0.0174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,true,true,NaN,,,NaN,NaN,NaN,NaN,0.0,0.0174,,,draw,4667,3,freekick,,4667
Rot-Weiss Essen,rqebmse0wxmnyrtifkz5nqb6,2c8b5cmxqadxplu15cpkpjbo,2,2831973635,765,15,95,8,1,87.0,37.2,M. Schultz,271.0,158.0,NaN,NaN,Rot-Weiss Essen vs 1860 München,2025-08-01,NaN,NaN,NaN,0.0288,0.1195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,true,,,NaN,NaN,NaN,NaN,4.0,0.0288,,,draw,5708,2,corner,,5708
Energie Cottbus,9oqny7is99a388pcuflckc9fa,oqg1wb89d6v4wg5faeafndg,1,2832126535,50,13,2,55,1,91.3,56.2,E. Engelhardt,7.0,2.0,NaN,NaN,Energie Cottbus vs Saarbrücken,2025-08-02,NaN,NaN,NaN,0.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,nan,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.076,,,draw,175,2,corner,,175
Saarbrücken,phapxbb6gx2vjn09uozt2et6,oqg1wb89d6v4wg5faeafndg,1,2832218233,896,13,8,14,1,94.2,41.5,S. Sonnenberg,24.0,9.0,NaN,NaN,Energie Cottbus vs Saarbrücken,2025-08-02,NaN,NaN,NaN,0.1042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,nan,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.1042,,,draw,494,2,freekick,,494
Energie Cottbus,9oqny7is99a388pcuflckc9fa,oqg1wb89d6v4wg5faeafndg,1,2832128503,148,16,13,15,1,90.2,54.4,T. Ciğerci,36.0,18.0,NaN,NaN,Energie Cottbus vs Saarbrücken,2025-08-02,NaN,NaN,NaN,0.0712,0.2696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,nan,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.0712,,,draw,795,2,corner,,795
Energie Cottbus,9oqny7is99a388pcuflckc9fa,oqg1wb89d6v4wg5faeafndg,1,2832129663,190,13,20,5,1,80.0,50.3,T. Campulka,49.0,26.0,NaN,NaN,Energie Cottbus vs Saarbrücken,2025-08-02,NaN,NaN,NaN,0.0308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,nan,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0308,,,Energie Cottbus,1205,10,corner,,1205
Energie Cottbus,9oqny7is99a388pcuflckc9fa,oqg1wb89d6v4wg5faeafndg,1,2832135861,383,15,47,12,1,88.9,53.8,T. Campulka,121.0,68.0,NaN,NaN,Energie Cottbus vs Saarbrücken,2025-08-02,NaN,NaN,NaN,0.0443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,nan,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0443,,,Energie Cottbus,2832,3,corner,,2832
