team_name,contestantId,match_id,periodId,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,322.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,19.0,24.0,25.0,26.0,28.0,107.0,44.0,292.0,293.0,sequence_duration,sequence_xG,receiverId,receiverName,match_state,clock_sec,set_piece_index,set_piece_type,set_piece_team,event_time
Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,57cqnf434gebf2abw7dksgk5w,1,2832644861,154,15,20,57,1,91.8,37.8,E. Linthorst,50.0,33.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.03662823513150215,0.05008932948112488,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.03662823513150215,,,draw,1257,2,freekick,,1257
Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,57cqnf434gebf2abw7dksgk5w,1,2832648305,198,13,26,35,1,90.4,68.5,C. Twigt,67.0,45.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.028622783720493317,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.028622783720493317,,,draw,1595,3,corner,,1595
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,1,2832663291,367,15,44,49,1,91.7,53.0,J. Hubner,117.0,75.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.17459799349308014,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.17459799349308014,,,Go Ahead Eagles,2689,5,corner,,2689
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,1,2832663693,371,15,45,15,1,85.5,55.0,R. Fosso,119.0,75.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.06453327089548111,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.06453327089548111,,,Go Ahead Eagles,2715,4,corner,,2715
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,2,2832693293,595,15,62,35,1,94.3,48.5,P. Brittijn,167.0,102.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.16298723220825195,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.16298723220825195,,,draw,3755,5,corner,,3755
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,2,2832689547,550,15,62,36,1,80.0,58.9,J. Dahlhaus,168.0,102.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.030532877892255783,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.030532877892255783,,,draw,3756,7,corner,,3756
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,2,2832690067,561,15,63,8,1,89.4,46.6,P. Gladon,171.0,102.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.04141595587134361,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0,0.04141595587134361,,,draw,3788,7,throw_in,,3788
Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,57cqnf434gebf2abw7dksgk5w,2,2832709871,572,15,86,59,1,90.3,50.6,F. Stokkers,222.0,129.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.09058821201324463,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.09058821201324463,,,Fortuna Sittard,5219,5,throw_in,,5219
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,2,2832710943,803,13,88,23,1,72.9,42.8,L. Tunjić,224.0,130.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.039314154535532,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,0.0,0.039314154535532,,,Fortuna Sittard,5303,1,freekick_shot,3ebril33e08ddzob4bhq8awsr,5303
Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,57cqnf434gebf2abw7dksgk5w,2,2832713691,589,15,91,18,1,90.0,49.4,G. Nauber,229.0,131.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.052643224596977234,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.052643224596977234,,,Fortuna Sittard,5478,4,freekick,,5478
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,2,2832713795,821,13,92,6,1,80.8,63.6,L. Tunjić,231.0,132.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.04405719414353371,0.0,NaN,NaN,NaN,NaN,NaN,,true,,NaN,NaN,none,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.04405719414353371,,,Fortuna Sittard,5526,6,freekick,,5526
Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,57cqnf434gebf2abw7dksgk5w,2,2832715047,606,16,93,48,1,96.5,54.8,G. Nauber,237.0,137.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.6935251355171204,0.9918481111526489,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.6935251355171204,,,Fortuna Sittard,5628,4,corner,,5628
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,2,2832717433,858,13,96,46,1,91.1,48.3,J. Hubner,239.0,138.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.05693783983588219,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.05693783983588219,,,draw,5806,3,corner,,5806
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,2,2832718341,878,15,99,22,1,89.2,50.3,J. Hubner,247.0,140.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.03782873973250389,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.03782873973250389,,,draw,5962,3,corner,,5962
Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,57cqnf434gebf2abw7dksgk5w,2,2832718233,876,13,99,23,1,88.8,45.5,Iván Márquez,248.0,140.0,NaN,NaN,Fortuna Sittard vs Go Ahead Eagles,2025-08-08,NaN,NaN,NaN,0.05052017420530319,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,none,,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.05052017420530319,,,draw,5963,4,corner,,5963
