player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
Z. Suzuki,2mfunwzltzdnmzlcjyvx752i,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,NaN,NaN,Goalkeeper,Centre,NaN,27,NaN,2,NaN,26,1,NaN,4,32,27,90,28,6,13,14,2,6,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,14,BEL,First_Division_A
B. Godeau,eyvf8uu7jltbzalaov3qt1w5,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,3,3,Defender,Left/Centre,NaN,76,NaN,3,NaN,58,2,NaN,21,84,58,90,33,11,4,29,7,11,NaN,2,NaN,2,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,8,BEL,First_Division_A
M. Smets,esvfsx8gxqw8h0codqz5xmnmc,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,1,NaN,Defender,Centre,NaN,88,NaN,2,NaN,83,NaN,NaN,6,92,85,90,11,4,3,8,3,4,NaN,1,NaN,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,5,BEL,First_Division_A
R. Van Helden,axbyqn4r430cilb6lbnzpbuvo,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,1,1,Defender,Centre/Right,NaN,64,NaN,1,1,46,2,NaN,19,66,47,90,20,4,2,20,4,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,2,BEL,First_Division_A
E. Bocat,eakj3xa0pa88pajbvasbwqwdm,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,2,NaN,Midfielder,Left,NaN,41,3,6,3,29,6,1,13,49,32,89,14,3,8,19,2,5,1,1,1,2,3,2,3,1,1,1,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,3421,NaN,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,13,BEL,First_Division_A
M. Delorge,3zc219xqywme43v3jdwmv44d0,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,1,NaN,Midfielder,Left/Centre,NaN,54,2,4,2,43,4,2,13,59,44,90,18,6,6,18,9,12,2,NaN,2,2,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,3421,NaN,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,8,BEL,First_Division_A
R. Ito,3n8lo5wm0i7sh0h92abx87hm1,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,2,1,Midfielder,Centre/Right,NaN,19,NaN,4,2,12,1,NaN,8,22,13,68,4,2,2,11,4,6,NaN,NaN,NaN,1,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,1,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,6,BEL,First_Division_A
D. Hashioka,e5oet393vired282yco4i7gfd,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,1,1,Midfielder,Right,NaN,31,NaN,5,1,18,1,NaN,13,36,19,90,7,4,5,17,11,15,3,1,3,2,1,NaN,1,1,3,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,1,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,5,BEL,First_Division_A
A. Koïta,bk9fq3chnhmw3u36qz5vf1vjd,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,9,1,Attacking Midfielder,Left/Centre,NaN,23,8,9,2,9,1,4,14,25,9,89,6,1,5,17,7,8,NaN,1,NaN,4,NaN,1,NaN,5,3,3,NaN,NaN,NaN,NaN,NaN,3,3,1,1,3421,NaN,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,13,BEL,First_Division_A
J. Steuckers,2gwigr63tgo2jw460msz2qgwk,Sint-Truiden,2989v3kho9h5jaboe1nr7lx21,4,2,Attacking Midfielder,Centre/Right,NaN,22,1,2,6,11,NaN,1,15,28,13,68,5,5,3,21,9,13,2,NaN,4,3,NaN,3,NaN,1,2,1,2,NaN,1,2,2,2,2,NaN,NaN,3421,NaN,Sint-Truiden vs Mechelen,3vtfhf8o4a7clc8ndu2cqtnh0,2023-09-17,9,BEL,First_Division_A
