player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
J. Andersen,3gemcjqban843su9c9y5l2sk4,AGF,5rz9enoyknpg8ji78za5b82p0,1,NaN,Substitute,NaN,Defender,7,1,2,4,NaN,NaN,1,7,11,NaN,23,5,5,1,14,5,7,NaN,NaN,NaN,1,NaN,3,NaN,1,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,11,DNK,Superliga
Y. Badji,bz77hr28a1yskifpuvzu8smsq,AGF,5rz9enoyknpg8ji78za5b82p0,1,NaN,Substitute,NaN,Attacker,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,3,NaN,1,1,NaN,NaN,3,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,3,DNK,Superliga
F. Brandhof,ca1b5707pdpx0ucug40ggnahh,AGF,5rz9enoyknpg8ji78za5b82p0,2,NaN,Substitute,NaN,Midfielder,1,NaN,3,NaN,NaN,NaN,NaN,1,2,NaN,8,NaN,NaN,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,1,DNK,Superliga
L. Callø,9delpquqv81o7ftrgefb0wpp0,AGF,5rz9enoyknpg8ji78za5b82p0,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
M. Duelund,5qvy65ckiigykkowpyco05zv9,AGF,5rz9enoyknpg8ji78za5b82p0,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
R. Gyamfi,efubck8twu1elbhlomltnjjtg,AGF,5rz9enoyknpg8ji78za5b82p0,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
J. Hutters,c6wip4rfbv5a932cilwjssup6,AGF,5rz9enoyknpg8ji78za5b82p0,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
T. Anker,10lj2qekb1e4c8ful68b1pazt,AGF,5rz9enoyknpg8ji78za5b82p0,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
M. Power,6jgd09iosfe5mn3tputmjx2ad,AGF,5rz9enoyknpg8ji78za5b82p0,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
P. Izzo,dmxzug2enscx331w5vmdzn2s5,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,1,1,Goalkeeper,Centre,NaN,9,NaN,1,NaN,13,NaN,NaN,9,12,14,90,17,4,8,11,4,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,4,DNK,Superliga
O. Zandén,2lyhi7j3id7emsh54ehdva3ca,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,NaN,NaN,Defender,Left,NaN,13,NaN,2,4,8,1,NaN,6,19,11,90,13,5,2,11,2,5,NaN,1,NaN,1,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,10,DNK,Superliga
W. Dammers,8cox96ikk1k4c24f0y5ef45x,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,2,1,Defender,Left/Centre,NaN,36,NaN,4,1,29,3,NaN,13,44,32,90,26,8,5,19,3,8,NaN,1,NaN,1,2,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,10,DNK,Superliga
D. Høegh,effgiwtme6eu08o1ninlnqqqd,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,3,2,Defender,Centre/Right,NaN,31,NaN,4,2,19,2,NaN,12,40,21,90,23,10,4,21,6,12,NaN,4,NaN,2,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,11,DNK,Superliga
O. Olsen,6m5ftd7c68b2d4d2931xs5srt,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,5,3,Defender,Right,NaN,11,1,5,1,7,2,NaN,6,20,10,90,8,4,3,14,3,4,NaN,2,NaN,NaN,1,2,1,NaN,2,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,15,DNK,Superliga
J. Björkengren,6uj3c69lgu6boblkjiuhoy6eh,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,9,4,Midfielder,Left/Centre,NaN,28,1,5,2,15,1,NaN,15,36,20,90,15,8,1,19,7,10,NaN,3,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4321,1,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,13,DNK,Superliga
A. Rømer,2mawaijd9czgtd5jh9myk434l,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,2,NaN,Midfielder,Centre,NaN,22,NaN,5,3,14,3,NaN,11,32,17,90,17,8,5,18,6,12,1,1,1,2,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,12,DNK,Superliga
S. Nordli,606hufq6dapf3qxcgilbc8tt5,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,9,2,Midfielder,Centre/Right,NaN,17,1,3,8,4,1,NaN,16,26,7,90,13,2,2,27,11,14,1,NaN,1,1,1,1,1,1,2,2,1,NaN,NaN,NaN,,1,1,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,17,DNK,Superliga
M. Greve,8domjmewnw5h6b19vef8w0afp,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,5,1,Attacking Midfielder,Left/Centre,NaN,14,NaN,4,2,4,1,NaN,10,21,8,75,12,6,3,13,8,11,NaN,1,1,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,16,DNK,Superliga
N. Campbell,ag40mk09zc8tzbkr7dnnqumay,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,4,NaN,Attacking Midfielder,Centre/Right,NaN,10,2,4,1,2,NaN,1,8,16,3,76,6,1,NaN,14,6,10,NaN,1,NaN,NaN,3,1,3,NaN,3,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,12,DNK,Superliga
F. Danho,54ipja7wrxji6kn8yw5uhr6ga,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,5,3,Striker,Centre,NaN,7,1,8,NaN,5,1,1,3,12,5,68,6,4,4,8,2,6,NaN,7,NaN,2,NaN,NaN,NaN,3,2,1,NaN,1,NaN,NaN,,1,1,1,1,4321,1,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,13,DNK,Superliga
H. Andersson,1t67kvg37jg2elz9voix5kcet,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
T. Bany,6w9yjs87tue7noq71ftksxez8,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
S. Hansen,3cdo7b8vwb5kzeoaxzqm6esk4,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
M. Themsen,4vfbiav52mg5s9vnx53f0nhuc,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
S. Odey,9yuyz4ci6wqikd6ckjstbt2i1,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,NaN,NaN,Substitute,NaN,Attacker,10,NaN,2,NaN,3,NaN,NaN,8,14,3,22,4,3,2,12,4,8,NaN,2,NaN,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,5,DNK,Superliga
L. Pedersen,brsecgiiou4wcogoimzawyhp0,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,3,1,Substitute,NaN,Midfielder,8,NaN,NaN,1,3,NaN,NaN,5,10,4,15,4,2,NaN,6,3,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,4,DNK,Superliga
O. Snorre,cyuoj9pesenese4i3pklv7d2h,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
A. Sulemana,bz76p441ynj57eytvsz9kmtck,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,NaN,DNK,Superliga
M. Touré,1329qhvvxpp6j4q5esh4n3hii,Randers,9w3sjm5ml4sjr2v81oxzdrt8v,3,1,Substitute,NaN,Attacker,4,1,1,NaN,NaN,NaN,NaN,4,6,NaN,14,NaN,NaN,NaN,6,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4321,NaN,AGF vs Randers,cmrqkdpn0ceti1ke0ggkb8hlg,2024-09-28,5,DNK,Superliga
E. Ólafsson,7yim2aepctujr2m4p20a97755,Midtjylland,59as3grjvj19voay31j3yfgni,NaN,NaN,Goalkeeper,Centre,NaN,11,NaN,1,1,12,2,NaN,2,18,14,90,16,8,10,10,1,8,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,12,DNK,Superliga
V. Bak Jensen,8mn8apr6n7t7s6lx4d4vvdnca,Midtjylland,59as3grjvj19voay31j3yfgni,2,NaN,Defender,Left,NaN,32,NaN,4,3,11,1,NaN,22,36,11,62,11,3,4,30,13,15,2,1,2,3,1,5,1,NaN,4,2,NaN,NaN,1,NaN,NaN,NaN,NaN,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,10,DNK,Superliga
M. Bech,a87w6l9zsbahdi4knm1347zs9,Midtjylland,59as3grjvj19voay31j3yfgni,NaN,NaN,Defender,Left/Centre,NaN,71,NaN,6,3,50,2,NaN,24,79,52,90,27,5,3,31,6,8,1,1,1,NaN,NaN,NaN,NaN,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,14,DNK,Superliga
Lee Han-Beom,c3sp1x0shf2b24rl5ike6v0iy,Midtjylland,59as3grjvj19voay31j3yfgni,2,1,Defender,Centre/Right,NaN,60,NaN,3,NaN,41,1,NaN,20,65,42,90,22,8,4,24,7,8,NaN,2,NaN,3,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,6,DNK,Superliga
K. Mbabu,fwu0bja02waqct7l682s5mfp,Midtjylland,59as3grjvj19voay31j3yfgni,7,NaN,Defender,Right,NaN,30,5,10,1,14,NaN,1,19,35,15,86,11,5,3,24,10,13,NaN,5,NaN,2,1,2,1,NaN,2,1,NaN,1,1,NaN,NaN,NaN,NaN,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,15,DNK,Superliga
A. Şimşir,4zrsiizdbzwwkmit3ta0f0dbe,Midtjylland,59as3grjvj19voay31j3yfgni,8,2,Midfielder,Left,NaN,51,9,7,3,9,NaN,5,43,60,9,90,20,7,NaN,53,28,36,2,1,2,NaN,NaN,NaN,NaN,6,15,5,NaN,NaN,NaN,NaN,NaN,3,3,,,442,1,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,18,DNK,Superliga
K. Askildsen,5cjx2i2perp5vr62en4cyer1m,Midtjylland,59as3grjvj19voay31j3yfgni,2,NaN,Midfielder,Left/Centre,NaN,53,1,6,NaN,27,2,1,26,61,29,90,19,8,5,32,10,14,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,10,DNK,Superliga
E. Martínez,arhoud4vfjvmjaf2pkbm6s48a,Midtjylland,59as3grjvj19voay31j3yfgni,3,NaN,Midfielder,Centre/Right,NaN,58,NaN,2,NaN,23,NaN,NaN,36,61,23,86,15,8,7,39,12,15,1,NaN,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,2,2,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,5,DNK,Superliga
V. Byskov,e73sexp7kse0wlykdi7xcbg2c,Midtjylland,59as3grjvj19voay31j3yfgni,3,NaN,Midfielder,Right,NaN,22,1,1,13,2,NaN,NaN,25,29,5,68,7,2,2,36,14,18,NaN,NaN,1,1,1,2,1,1,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,21,DNK,Superliga
J. Kuchta,10esz9pvzonegry7p78n3ce09,Midtjylland,59as3grjvj19voay31j3yfgni,3,2,Striker,Left/Centre,NaN,9,NaN,NaN,2,4,NaN,NaN,7,11,4,62,2,NaN,1,9,5,7,4,NaN,4,1,1,NaN,1,NaN,2,NaN,NaN,NaN,NaN,1,NaN,1,1,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,4,DNK,Superliga
Franculino Djú,1sdsqfn743j5tqem8ra7sppn8,Midtjylland,59as3grjvj19voay31j3yfgni,6,1,Striker,Centre/Right,NaN,20,6,5,3,5,1,2,15,25,5,90,8,3,3,20,11,15,NaN,1,1,2,NaN,NaN,NaN,3,7,4,2,NaN,NaN,1,2,1,1,,,442,1,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,13,DNK,Superliga
J. Andersson,8yfw9f74h0yfz51bkxxc8p39x,Midtjylland,59as3grjvj19voay31j3yfgni,1,NaN,Substitute,NaN,Defender,17,NaN,NaN,NaN,8,NaN,NaN,9,19,8,28,6,4,1,11,6,8,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,442,1,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,6,DNK,Superliga
P. Bravo,bwfg9frq2ecbzg7wlzqjtnv2s,Midtjylland,59as3grjvj19voay31j3yfgni,NaN,NaN,Substitute,NaN,Midfielder,4,NaN,NaN,NaN,4,1,NaN,NaN,4,4,4,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,442,NaN,Midtjylland vs Viborg,cn5fk0nhakcgqu2h9jrmwo1lg,2024-09-29,NaN,DNK,Superliga
