player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name,season
S. Emini,5x8064b3yr7txk0czddfjtffu,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Midfielder,3,NaN,2,NaN,1,1,NaN,2,7,2,24,3,4,2,5,1,4,NaN,NaN,NaN,1,1,NaN,1,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,4,DNK,Superliga,2025_2026
N. Flø,a6ham5hnwv62w3tynikyal68l,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
R. Vinderslev,5j9d1plbsd5ic01r3ggziutwp,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
M. Hoppe,9ki0zmbky1zluxnz63008ozmy,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,3,NaN,Substitute,NaN,Attacker,3,NaN,1,NaN,1,NaN,NaN,2,4,1,24,1,1,NaN,3,1,2,1,1,1,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,343,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,2,DNK,Superliga,2025_2026
A. Lyng,7foqorbwhgqjghtxa2nax6kgk,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
A. Rrahmani,d4emkl168o7w0fy7shqdp6t5g,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
D. Kotarski,c5h1yhzg9ouq6ru7oi24cfe21,København,b3r6d8ydtmtjckam6pku9y400,NaN,NaN,Goalkeeper,Centre,NaN,26,NaN,NaN,NaN,22,1,NaN,6,35,24,90,25,5,5,16,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,12,DNK,Superliga,2025_2026
M. López,dux0skggr99ydjz3kn58p3wmh,København,b3r6d8ydtmtjckam6pku9y400,2,1,Defender,Left,NaN,54,1,5,7,30,6,1,26,65,33,90,23,9,7,37,11,15,1,1,1,1,3,2,3,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,19,DNK,Superliga,2025_2026
P. Hatzidiakos,ayqy2vql1oumokqly9ahfrnx1,København,b3r6d8ydtmtjckam6pku9y400,4,3,Defender,Left/Centre,NaN,88,NaN,1,NaN,65,1,NaN,25,90,65,90,32,10,3,28,8,10,NaN,1,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,4,DNK,Superliga,2025_2026
Gabriel Pereira,4cbaoo2irqtme9goxuz6s3ey2,København,b3r6d8ydtmtjckam6pku9y400,3,NaN,Defender,Centre/Right,NaN,78,NaN,4,1,49,5,NaN,32,87,52,90,36,18,8,38,14,19,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,9,DNK,Superliga,2025_2026
R. Huescas,6b8vhoisrfwkljhz4u7pduej8,København,b3r6d8ydtmtjckam6pku9y400,5,2,Defender,Right,NaN,40,2,5,NaN,20,3,NaN,22,44,22,90,10,4,5,24,11,12,NaN,1,1,2,4,1,4,1,4,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,10,DNK,Superliga,2025_2026
Robert Silva,bbezbukg20q5b6kfnjuzhs55g,København,b3r6d8ydtmtjckam6pku9y400,3,NaN,Midfielder,Left,NaN,23,1,3,2,5,NaN,1,18,25,5,83,4,NaN,1,20,9,11,1,1,1,NaN,1,NaN,1,3,4,1,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,442,2,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,9,DNK,Superliga,2025_2026
T. Delaney,4gqnyyx3i92fayq6cxvekqwut,København,b3r6d8ydtmtjckam6pku9y400,5,2,Midfielder,Left/Centre,NaN,69,NaN,5,2,45,4,NaN,28,82,46,90,18,9,8,41,11,19,1,3,1,2,NaN,1,NaN,NaN,1,NaN,1,2,NaN,1,1,5,5,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,15,DNK,Superliga,2025_2026
L. Lerager,al9l7egkwbc0pv68zk42gegut,København,b3r6d8ydtmtjckam6pku9y400,1,NaN,Midfielder,Centre/Right,NaN,42,NaN,8,1,24,2,NaN,22,53,29,90,18,8,3,28,11,17,1,1,1,NaN,2,NaN,2,1,2,NaN,1,1,NaN,NaN,NaN,2,2,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,11,DNK,Superliga,2025_2026
J. Larsson,aahyom322jdc6f21960ycuzth,København,b3r6d8ydtmtjckam6pku9y400,4,2,Midfielder,Right,NaN,20,2,2,2,6,3,1,16,24,7,89,6,NaN,6,19,7,8,3,NaN,3,3,1,2,1,4,6,4,NaN,NaN,2,1,NaN,1,1,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,9,DNK,Superliga,2025_2026
V. Claesson,8g4r9maz4invihjmdzpfxy0np,København,b3r6d8ydtmtjckam6pku9y400,5,3,Striker,Left/Centre,NaN,17,NaN,5,2,6,1,NaN,11,22,8,73,5,1,1,15,5,8,NaN,4,NaN,NaN,NaN,1,NaN,3,8,3,NaN,NaN,NaN,NaN,NaN,3,2,1,1,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,11,DNK,Superliga,2025_2026
M. Elyounoussi,6tckvu2rw7ns18dq7dim0sout,København,b3r6d8ydtmtjckam6pku9y400,6,NaN,Striker,Centre/Right,NaN,41,7,7,7,15,1,2,27,51,16,90,20,6,4,37,15,19,3,2,4,3,NaN,1,NaN,NaN,4,NaN,3,NaN,NaN,1,2,3,3,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,20,DNK,Superliga,2025_2026
W. Clem,ftw3io63hk5vuoa3lyfgowes,København,b3r6d8ydtmtjckam6pku9y400,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
V. Daðason,9yvanqi097mgyaqvdyhkyb9ck,København,b3r6d8ydtmtjckam6pku9y400,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
O. Buur,3vbye911qnallue5h74nljfh0,København,b3r6d8ydtmtjckam6pku9y400,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
M. Garan'anga,ajjw1ikceu3g39sy6dsf9kdg4,København,b3r6d8ydtmtjckam6pku9y400,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
Y. Moukoko,eguzzwxdm0fwocax6srpck48a,København,b3r6d8ydtmtjckam6pku9y400,NaN,NaN,Substitute,NaN,Attacker,4,NaN,NaN,NaN,NaN,NaN,NaN,4,5,NaN,17,1,NaN,NaN,5,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,2,DNK,Superliga,2025_2026
M. Madsen,43q9ytkbmtk5y3tgv77v7pmg9,København,b3r6d8ydtmtjckam6pku9y400,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
B. Meling,2ubad2kxha6n1c8c8sr2ogmad,København,b3r6d8ydtmtjckam6pku9y400,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,NaN,DNK,Superliga,2025_2026
J. Suzuki,bdcpptlf4dznvgwq5st8hxwyc,København,b3r6d8ydtmtjckam6pku9y400,3,2,Substitute,NaN,Defender,4,NaN,3,NaN,3,NaN,NaN,1,4,3,7,2,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,1,DNK,Superliga,2025_2026
Y. Zague,3e0s041flmsg4275edap4ll3o,København,b3r6d8ydtmtjckam6pku9y400,1,NaN,Substitute,NaN,Defender,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,SønderjyskE vs København,2fg0c7hms7770iaix0dmyrdas,2025-09-27,1,DNK,Superliga,2025_2026
L. Lund,9lgnm175tw163z53b8bmiu5pm,Viborg,cftj6g399tknheudaxsdpfdgb,NaN,NaN,Goalkeeper,Centre,NaN,26,NaN,1,NaN,29,2,NaN,1,28,29,90,16,6,10,6,1,6,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,5,DNK,Superliga,2025_2026
S. Kuzmić,eq7tnnzwq0g9q4eac0o9t9xey,Viborg,cftj6g399tknheudaxsdpfdgb,4,3,Defender,Left,NaN,33,NaN,8,1,14,2,NaN,19,39,15,90,17,6,6,26,9,11,1,5,1,3,1,1,1,1,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,15,DNK,Superliga,2025_2026
S. Radić,bp2ellllifbtxgf0p8qlbm1nt,Viborg,cftj6g399tknheudaxsdpfdgb,1,1,Defender,Left/Centre,NaN,80,NaN,4,2,51,2,NaN,32,84,52,90,36,10,4,35,10,12,2,4,2,2,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,4,DNK,Superliga,2025_2026
D. Anyembe,4n3t1p3zn5yzjv4w0clo3xvjd,Viborg,cftj6g399tknheudaxsdpfdgb,NaN,NaN,Defender,Centre/Right,NaN,55,1,3,NaN,30,1,1,28,60,33,90,22,6,3,30,7,8,NaN,1,NaN,2,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,5,DNK,Superliga,2025_2026
H. Bidstrup,dacr7r8nr09ke3o8dhqmdrklw,Viborg,cftj6g399tknheudaxsdpfdgb,2,NaN,Defender,Right,NaN,33,NaN,4,3,15,NaN,NaN,18,37,16,87,11,4,4,24,11,14,1,NaN,1,4,NaN,3,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,8,DNK,Superliga,2025_2026
M. Hoedemakers,8o13oyr0lqkr5sw7j9ekdan6x,Viborg,cftj6g399tknheudaxsdpfdgb,4,1,Midfielder,Left/Centre,NaN,35,1,5,2,15,2,1,21,43,18,63,10,1,4,27,9,11,NaN,NaN,NaN,1,NaN,1,NaN,1,2,2,NaN,1,NaN,NaN,NaN,6,5,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,12,DNK,Superliga,2025_2026
J. Grønning,5f3wfx327z9hef9k9l37c90wl,Viborg,cftj6g399tknheudaxsdpfdgb,3,NaN,Midfielder,Centre,NaN,38,1,8,1,18,1,NaN,27,47,19,90,24,12,2,35,16,21,2,1,2,1,2,NaN,2,1,1,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,11,DNK,Superliga,2025_2026
T. Jørgensen,vrzye4jqrafujmjw3wakjpxw,Viborg,cftj6g399tknheudaxsdpfdgb,5,NaN,Midfielder,Centre/Right,NaN,35,2,5,7,10,2,2,25,40,11,90,17,6,5,33,15,19,5,NaN,6,3,2,2,2,1,3,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,14,DNK,Superliga,2025_2026
C. Nouck,6d8194j12jdzgqk5uwcemecr8,Viborg,cftj6g399tknheudaxsdpfdgb,4,NaN,Striker,Left/Centre,NaN,6,3,2,6,NaN,1,NaN,8,10,NaN,62,4,NaN,5,13,5,8,2,NaN,4,1,NaN,NaN,NaN,2,6,NaN,1,3,NaN,3,1,NaN,NaN,1,1,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,13,DNK,Superliga,2025_2026
T. Freriks,4jve632xnmqujh4ioaxpaovai,Viborg,cftj6g399tknheudaxsdpfdgb,3,2,Striker,Centre,NaN,8,2,5,NaN,4,NaN,2,5,14,4,74,3,1,3,11,4,7,NaN,1,NaN,2,1,NaN,1,2,8,3,NaN,1,NaN,NaN,NaN,2,NaN,NaN,NaN,433,1,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,12,DNK,Superliga,2025_2026
B. Brahimi,1gvxmoo1twyf8isqq9ekrj6ga,Viborg,cftj6g399tknheudaxsdpfdgb,NaN,NaN,Striker,Centre/Right,NaN,23,NaN,2,3,5,2,NaN,20,28,5,74,8,5,4,27,11,16,1,NaN,1,1,NaN,4,NaN,3,5,2,NaN,1,2,1,NaN,1,1,1,1,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,8,DNK,Superliga,2025_2026
A. Beck,dyzzo6n83rg4fpvmqqa69moes,Viborg,cftj6g399tknheudaxsdpfdgb,3,NaN,Substitute,NaN,Midfielder,9,1,3,NaN,3,NaN,1,6,10,4,27,1,1,2,6,5,5,NaN,1,NaN,1,NaN,NaN,NaN,1,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,6,DNK,Superliga,2025_2026
Dorian Junior,9w4k8gszipnfq1cgws1sllv6c,Viborg,cftj6g399tknheudaxsdpfdgb,4,3,Substitute,NaN,Attacker,NaN,NaN,3,1,NaN,1,NaN,NaN,3,1,16,3,2,2,2,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Viborg vs Fredericia,2ftlr2rlzhv3e9csnuu5mpses,2025-09-28,4,DNK,Superliga,2025_2026
