playerName,playerId,contestantId,team_name,label,match_id,date,9,321,322
A. Aidonis,drilzqlcwryze12o4c9zpma96,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Arminia Bielefeld,5g9lks29qr4nkvsllvyqr8sno,2024-03-09,0,0.095,0.0
A. Aidonis,drilzqlcwryze12o4c9zpma96,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Preußen Münster,4s2wagy6m89oykxuvnvc00k5w,2024-02-13,0,0.3161,0.8019
A. Aidonis,drilzqlcwryze12o4c9zpma96,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Hallescher FC vs Borussia Dortmund II,63phsw0asa6jk5mcms73cmadw,2024-05-18,0,0.0704,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Dynamo Dresden vs 1860 München,5f6fgxvz81fi0rnok0gvvyas4,2024-03-08,0,0.0,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Dynamo Dresden vs Rot-Weiss Essen,592gdtjzkndilizkiuuwqonbo,2024-02-24,0,0.0,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Dynamo Dresden vs Saarbrücken,5mw8p5aomi4dye9cug77rxj4k,2024-04-07,0,0.0,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Dynamo Dresden vs Ulm,5imji8tbrepzg9q6op4nl39xw,2024-03-16,0,0.053,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Dynamo Dresden vs Verl,5x9yk16eaoz5qqlu3os6nj9jo,2024-05-04,0,0.0,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Dynamo Dresden vs Viktoria Köln,5s7whj4gtllcnf4nz0onpru38,2024-04-20,0,0.0262,0.1278
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Erzgebirge Aue vs Dynamo Dresden,55tpdelvpxnfrdlmruy6jhct0,2024-02-18,0,0.0243,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Hallescher FC vs Dynamo Dresden,5b7r3v50qf9tb66tf9o00721g,2024-03-02,NaN,0.0593,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Preußen Münster vs Dynamo Dresden,5jzy4myai01kbiro53fnts93o,2024-03-30,0,0.0,0.0
A. Arslan,bv0ha83fclswgcr2cz6yt59lh,97lyl18hz6apklot7hbz4h446,Dynamo Dresden,Unterhaching vs Dynamo Dresden,60hzc9qta5dnges6vf60ke590,2024-05-11,0,0.0343,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,1860 München vs Borussia Dortmund II,5ydsdjdag98kbvtgweq4pwtg4,2024-05-04,0,0.0,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs 1860 München,4islusqyrz5gd8oydoivt979w,2023-12-03,0,0.0675,0.3395
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Arminia Bielefeld,5g9lks29qr4nkvsllvyqr8sno,2024-03-09,0,0.0318,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Erzgebirge Aue,5vohdko7mibdimfuyyhyopr84,2024-04-27,NaN,0.0696,0.0765
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Hallescher FC,4nu9sck80adhh6hlx2ejjh8us,2023-12-16,0,0.4783,0.6063
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs MSV Duisburg,3xnp320v11zstee8w6dsuj6l0,2023-09-27,0,0.0,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Preußen Münster,4s2wagy6m89oykxuvnvc00k5w,2024-02-13,0,0.1131,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Saarbrücken,52peigf3df28ajacnpsxaod1w,2024-02-02,0,0.0648,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Ulm,61jrcx2a7r9m69buzw1811ces,2024-05-11,NaNNaN,0.0,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Borussia Dortmund II vs Unterhaching,3v9wrg0920sp8vcdjk8croqac,2023-10-01,0,0.0284,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Freiburg II vs Borussia Dortmund II,4tfxz26bhjfoglb5qldmaeiac,2024-01-21,0,0.0318,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,Lübeck vs Borussia Dortmund II,5shfzcpcvs1tbiufhun40sh78,2024-04-20,0,0.0,0.0
A. Azhil,czpaltuhh1gskg7zh7k7qyqui,25j61j3nddighxngqktjlmt8n,Borussia Dortmund II,MSV Duisburg vs Borussia Dortmund II,5dc39jm0qbye0po7y9albrfh0,2024-03-03,0,0.0,0.0
