player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date
J. Mause,2m7p8c6z2xrsb9tawbb7izqw9,auoply899efk4rs1a0ew6v9jq,8,2,Striker,Centre/Right,NaN,16,4,6,7,3,NaN,1,13,27,5,76,5,2,2,24,7,15,2,3,2,2,NaN,2,NaN,2,5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,1,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
M. Cvjetinović,5ah2j00kx0bb9ubv1fwydma96,auoply899efk4rs1a0ew6v9jq,1,1,Substitute,NaN,Defender,3,NaN,NaN,1,NaN,NaN,NaN,3,3,NaN,1,2,NaN,1,3,2,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
M. Dittgen,4wbqmcw2jtpjwy21u1dtimdp1,auoply899efk4rs1a0ew6v9jq,1,NaN,Substitute,NaN,Attacker,6,NaN,1,NaN,1,1,NaN,5,7,1,7,2,3,2,6,4,4,1,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
O. Drakulic,ctqix4otkt9hjbmyevyym60ic,auoply899efk4rs1a0ew6v9jq,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
J. Krupa,20b8f8p5sg7fpfa8x5pv90mc4,auoply899efk4rs1a0ew6v9jq,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
J. Kügel,jtgomasneewk0e1lc2x45boq,auoply899efk4rs1a0ew6v9jq,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
A. Llugiqi,6fyi2mw686h1t5amz4ylc68ve,auoply899efk4rs1a0ew6v9jq,NaN,NaN,Substitute,NaN,Attacker,5,NaN,2,NaN,3,NaN,NaN,2,5,3,14,NaN,NaN,NaN,2,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
M. Ponath,1p638nf860zvvvnkekk25jip6,auoply899efk4rs1a0ew6v9jq,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
T. Schröck,cnoxnbq2kgvs409ni3a5sroid,auoply899efk4rs1a0ew6v9jq,3,1,Substitute,NaN,Defender,5,NaN,1,NaN,2,1,NaN,3,6,3,7,NaN,1,1,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
P. Testroet,a79pt0h2b92sa8t8yratxeb4l,auoply899efk4rs1a0ew6v9jq,NaN,NaN,Substitute,NaN,Attacker,6,NaN,NaN,NaN,2,NaN,NaN,4,8,2,15,1,NaN,NaN,6,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4132,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
V. Müller,a2l4ep71txn2edtjjcgewai5m,1i4jphpy8mkxvkx3e3n6s4mm4,NaN,NaN,Goalkeeper,Centre,NaN,24,NaN,NaN,NaN,29,NaN,NaN,2,28,32,90,20,1,2,3,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
N. Kölle,31y1wb6n5h0065yg9pio9d1bd,1i4jphpy8mkxvkx3e3n6s4mm4,4,2,Defender,Left,NaN,25,1,4,6,9,4,1,16,39,12,90,21,7,7,31,10,16,1,NaN,1,3,3,4,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
M. Knoll,4tos51x2grup7hvjjhg8l621h,1i4jphpy8mkxvkx3e3n6s4mm4,1,1,Defender,Left/Centre,NaN,41,NaN,5,NaN,40,4,NaN,7,49,42,90,24,6,6,13,5,8,NaN,1,NaN,2,2,NaN,2,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
T. Fleckstein,1bi8vsp4sswwbztks4hd9ueax,1i4jphpy8mkxvkx3e3n6s4mm4,3,1,Defender,Centre/Right,NaN,51,1,4,NaN,40,1,NaN,11,54,42,90,23,5,7,12,6,6,1,2,1,5,1,NaN,1,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
J. Bitter,bei3htu2mnpmow7mwncewy4t1,1i4jphpy8mkxvkx3e3n6s4mm4,8,2,Defender,Right,NaN,16,2,2,2,6,1,NaN,11,25,8,90,15,10,3,20,8,14,1,NaN,1,2,1,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
S. Castañeda,zj59uztnn42yuyawd39evp0q,1i4jphpy8mkxvkx3e3n6s4mm4,6,1,Defensive Midfielder,Centre,NaN,63,NaN,4,1,45,1,NaN,19,69,48,90,25,5,4,22,8,9,1,2,1,2,1,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
T. Köther,2a0imj4hak43tj320nok49tnu,1i4jphpy8mkxvkx3e3n6s4mm4,6,NaN,Midfielder,Left,NaN,25,1,3,2,10,3,NaN,15,34,12,84,15,4,7,24,9,13,1,NaN,1,3,NaN,2,NaN,3,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
J. Michelbrink,a6wptn718q278ehn6hbamr8mi,1i4jphpy8mkxvkx3e3n6s4mm4,3,NaN,Midfielder,Right,NaN,36,4,5,1,29,5,3,9,39,30,72,5,2,10,11,3,3,2,NaN,2,5,2,1,2,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
K. Pusch,6kmp65q2oddifr9syrgl3uml1,1i4jphpy8mkxvkx3e3n6s4mm4,4,NaN,Attacking Midfielder,Centre,NaN,21,2,8,6,15,2,1,11,27,16,63,6,4,7,19,6,9,NaN,1,1,5,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
A. Esswein,dkf9v2y9a7ogw6k53crs6dc5x,1i4jphpy8mkxvkx3e3n6s4mm4,5,2,Striker,Left/Centre,NaN,12,3,3,6,4,1,1,12,20,4,90,9,6,2,23,9,16,NaN,1,2,NaN,3,3,3,NaN,1,1,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
T. Pledl,b8x2mjwmxwgb5jx7phs6j2y8l,1i4jphpy8mkxvkx3e3n6s4mm4,5,NaN,Striker,Centre/Right,NaN,17,3,2,8,4,1,1,16,28,6,90,9,5,4,28,7,15,1,1,1,3,NaN,5,NaN,2,4,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
M. Bakalorz,aqfnuckxodd3j9518izwf7emt,1i4jphpy8mkxvkx3e3n6s4mm4,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
A. Bakir,9sszfktgmr5fbifj6vyk61k6i,1i4jphpy8mkxvkx3e3n6s4mm4,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
M. Braune,cy9mon9vv49wvz0y5pw1g52zu,1i4jphpy8mkxvkx3e3n6s4mm4,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
A. Engin,337m85qszcv2xkkc8wa4r10ph,1i4jphpy8mkxvkx3e3n6s4mm4,NaN,NaN,Substitute,NaN,Midfielder,3,NaN,NaN,NaN,2,1,NaN,2,3,2,27,1,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
R. Feltscher,7xhffbmvvrctuswgz1oiwul1,1i4jphpy8mkxvkx3e3n6s4mm4,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
B. Girth,e3rw706pdl4hrnu1mz6pa69qt,1i4jphpy8mkxvkx3e3n6s4mm4,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
R. Müller,4zno22980hfzj91n06zhykiui,1i4jphpy8mkxvkx3e3n6s4mm4,2,NaN,Substitute,NaN,Attacker,4,3,1,2,1,1,1,4,6,2,18,2,NaN,1,6,3,4,1,NaN,1,NaN,NaN,1,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
M. Senger,km42sfji4llz5wwbzuw9krqi,1i4jphpy8mkxvkx3e3n6s4mm4,1,1,Substitute,NaN,Defender,1,NaN,1,NaN,1,1,NaN,NaN,3,2,6,2,NaN,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
N. Stierlin,1eg5f29hp4g7han7tks318z55,1i4jphpy8mkxvkx3e3n6s4mm4,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41212,NaN,Ingolstadt vs MSV Duisburg,5tkxt0sxoo2uppjsmah4rklqs,2024-04-20
O. Hanin,7f1v2yvt7rq9ipf48zfl4covd,c4avukfubmikbchq9an2ulrik,NaN,NaN,Goalkeeper,Centre,NaN,12,NaN,NaN,NaN,10,NaN,NaN,10,20,14,90,27,7,6,20,4,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
L. Bolay,19tf2je0p36y26nltv5kg9bhm,c4avukfubmikbchq9an2ulrik,4,1,Defender,Left,NaN,26,2,3,4,10,NaN,1,17,30,11,69,3,4,6,23,10,11,1,2,1,4,2,3,2,1,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
M. Karbstein,1vd40hn9czj4oicl2rc20s89,c4avukfubmikbchq9an2ulrik,2,1,Defender,Left/Centre,NaN,35,NaN,8,1,24,2,NaN,12,42,26,90,19,5,7,18,4,7,1,7,1,5,1,NaN,1,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
L. Jans,5m7g9gg8drcqu44iavj7gwvrp,c4avukfubmikbchq9an2ulrik,1,NaN,Defender,Centre/Right,NaN,49,NaN,4,3,35,4,NaN,15,55,38,90,25,11,9,20,7,11,NaN,1,NaN,4,1,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
L. Klünter,4ztde6imqmsn758mwh9zrgel1,c4avukfubmikbchq9an2ulrik,5,2,Defender,Right,NaN,20,NaN,5,3,12,1,NaN,10,30,16,90,17,7,4,18,5,8,2,2,2,3,2,4,2,NaN,1,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
F. Wagner,d0hdy4qxltsfy99ks2uj9yod1,c4avukfubmikbchq9an2ulrik,3,2,Defensive Midfielder,Left/Centre,NaN,17,NaN,5,1,9,4,NaN,10,24,11,69,13,7,5,17,5,9,NaN,1,NaN,1,2,1,2,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
J. Rieckmann,6gzcjly6i4l29l5cq13fem8yx,c4avukfubmikbchq9an2ulrik,5,1,Defensive Midfielder,Centre/Right,NaN,25,2,9,2,8,1,2,17,37,13,86,20,8,4,25,12,15,2,1,2,3,2,1,2,3,5,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
S. Abifade,cusi1r0je5yknmqcszb1xkve1,c4avukfubmikbchq9an2ulrik,5,2,Attacking Midfielder,Left,NaN,10,1,4,10,1,NaN,NaN,9,13,1,90,2,1,NaN,16,8,10,1,2,2,NaN,NaN,4,NaN,6,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
M. Kobylański,drotvhye58lsjfdgejj20ug2d,c4avukfubmikbchq9an2ulrik,NaN,NaN,Attacking Midfielder,Centre,NaN,13,NaN,1,11,6,NaN,NaN,11,15,6,69,7,2,2,21,7,10,1,NaN,2,2,NaN,3,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,1,1,1,1,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
K. Arase,17x4fqsde2cdp2s9q5odmkr8p,c4avukfubmikbchq9an2ulrik,9,NaN,Attacking Midfielder,Right,NaN,15,1,9,4,1,2,1,15,23,4,77,5,2,5,23,10,14,4,3,4,NaN,NaN,4,NaN,2,3,1,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
T. Boyd,edi3t79zgcknggoq4vmdtqz11,c4avukfubmikbchq9an2ulrik,7,5,Striker,Centre,NaN,12,1,6,2,2,NaN,1,11,18,4,90,2,5,2,17,7,10,1,5,1,1,NaN,3,NaN,4,14,8,NaN,1,1,NaN,NaN,1,1,1,1,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
B. Bahn,ajy78y3czm0zn7vkd2kw5eqxh,c4avukfubmikbchq9an2ulrik,2,1,Substitute,NaN,Midfielder,3,NaN,3,8,2,NaN,NaN,5,5,2,21,4,5,NaN,14,1,4,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
J. Carls,2z801kg3dqfbulk2gli2g5v4l,c4avukfubmikbchq9an2ulrik,NaN,NaN,Substitute,NaN,Defender,5,NaN,NaN,5,2,NaN,NaN,4,8,2,21,6,2,1,9,3,4,2,NaN,2,NaN,NaN,3,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
M. Gouras,98a0xulrii3crpg802vk2s6lm,c4avukfubmikbchq9an2ulrik,1,1,Substitute,NaN,Attacker,1,NaN,NaN,NaN,NaN,NaN,NaN,1,3,NaN,4,2,1,1,3,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
J. Hawkins,c82umtdnxng9vgwogrbznr1be,c4avukfubmikbchq9an2ulrik,2,NaN,Substitute,NaN,Attacker,4,1,NaN,1,1,NaN,NaN,3,4,1,13,3,2,1,4,3,3,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Waldhof Mannheim vs Rot-Weiss Essen,5rp9jsyxmhlzo3plkbok66xp0,2024-04-21
