playerName,team_name,label,possessionValue.pvValue,possessionValue.pvAdded
U. Yttergård Jenssen,Rosenborg,Rosenborg vs KFUM,0.0012148,-0.0
E. Tagseth,Rosenborg,Rosenborg vs KFUM,0.0013016,0.0013016
M. Broholm,Rosenborg,Rosenborg vs KFUM,0.0042754,0.0
M. Broholm,Rosenborg,Rosenborg vs KFUM,0.0010737,-0.0
O. Selnæs,Rosenborg,Rosenborg vs KFUM,0.0041292,0.0041292
A. Pereira,Rosenborg,Rosenborg vs KFUM,0.0003397,-0.0025251
S. Nypan,Rosenborg,Rosenborg vs KFUM,0.0004081,6.84e-05
A. Pereira,Rosenborg,Rosenborg vs KFUM,0.0004614,5.33e-05
A. Pereira,Rosenborg,Rosenborg vs KFUM,0.0004432,-0.002456
O. Sæter,Rosenborg,Rosenborg vs KFUM,0.0008888,0.0005462
O. Sæter,Rosenborg,Rosenborg vs KFUM,0.0009571,6.83e-05
J. Reitan-Sunde,Rosenborg,Rosenborg vs KFUM,0.0011936,-0.0009571
S. Tangvik,Rosenborg,Rosenborg vs KFUM,0.0003397,-0.0004027
U. Yttergård Jenssen,Rosenborg,Rosenborg vs KFUM,0.0003397,0.0
A. Pereira,Rosenborg,Rosenborg vs KFUM,0.0012588,0.0009191
A. Pereira,Rosenborg,Rosenborg vs KFUM,0.0042373,0.0042373
A. Sadiku,Rosenborg,Rosenborg vs KFUM,0.0043835,0.0043835
A. Sadiku,Rosenborg,Rosenborg vs KFUM,0.0040548,-0.0003287
E. Tagseth,Rosenborg,Rosenborg vs KFUM,0.0,-0.0040548
E. Reitan,Rosenborg,Rosenborg vs KFUM,0.01035,-0.0
U. Yttergård Jenssen,Rosenborg,Rosenborg vs KFUM,0.0003383,-0.0004041
S. Tangvik,Rosenborg,Rosenborg vs KFUM,0.0009382,-0.0003383
J. Nuñez,KFUM,Rosenborg vs KFUM,0.0002681,0.0002681
E. Ødegaard,KFUM,Rosenborg vs KFUM,0.0013025,-0.0002681
Momodou Njie,KFUM,Rosenborg vs KFUM,0.001296,-0.0
R. Svindland,KFUM,Rosenborg vs KFUM,0.0042373,-0.0
S. Hestnes,KFUM,Rosenborg vs KFUM,0.0043835,0.0043835
S. Hestnes,KFUM,Rosenborg vs KFUM,0.001296,-0.0030875
R. Rasch,KFUM,Rosenborg vs KFUM,0.0079567,0.0079567
D. Hickson,KFUM,Rosenborg vs KFUM,0.0035246,-0.0079567
S. Hestnes,KFUM,Rosenborg vs KFUM,0.0042373,0.0042373
R. Svindland,KFUM,Rosenborg vs KFUM,0.001296,0.0
R. Rasch,KFUM,Rosenborg vs KFUM,0.0038929,-0.0040258
D. Hickson,KFUM,Rosenborg vs KFUM,0.0002681,-0.0013899
H. Aleesami,KFUM,Rosenborg vs KFUM,0.0004271,0.000159
Momodou Njie,KFUM,Rosenborg vs KFUM,0.0040499,0.0036228
S. Hestnes,KFUM,Rosenborg vs KFUM,0.0002747,-0.0037752
E. Ødegaard,KFUM,Rosenborg vs KFUM,0.0003485,7.38e-05
Momodou Njie,KFUM,Rosenborg vs KFUM,0.0004818,0.0001333
H. Aleesami,KFUM,Rosenborg vs KFUM,0.0003429,-0.0001389
S. Akinyemi,KFUM,Rosenborg vs KFUM,0.0004285,8.56e-05
Momodou Njie,KFUM,Rosenborg vs KFUM,0.0010544,0.0006259
S. Akinyemi,KFUM,Rosenborg vs KFUM,0.0014973,0.0004429
H. Hoseth,KFUM,Rosenborg vs KFUM,0.0006178,-0.0008795
S. Akinyemi,KFUM,Rosenborg vs KFUM,0.0007959,0.0001781
Momodou Njie,KFUM,Rosenborg vs KFUM,0.0013157,0.0005198
H. Aleesami,KFUM,Rosenborg vs KFUM,0.0040499,0.0027342
R. Rasch,KFUM,Rosenborg vs KFUM,0.0006964,-0.0033535
H. Aleesami,KFUM,Rosenborg vs KFUM,0.0010864,0.00039
D. Hickson,KFUM,Rosenborg vs KFUM,0.001226,0.0001396
R. Rasch,KFUM,Rosenborg vs KFUM,0.0011162,-0.0001098
S. Akinyemi,KFUM,Rosenborg vs KFUM,0.0030847,0.0019685
R. Rasch,KFUM,Rosenborg vs KFUM,0.0014664,-0.0030847
R. Rasch,KFUM,Rosenborg vs KFUM,0.01035,0.01035
R. Rasch,KFUM,Rosenborg vs KFUM,0.0004607,-0.0098893
R. Svindland,KFUM,Rosenborg vs KFUM,0.0011753,0.0011753
R. Svindland,KFUM,Rosenborg vs KFUM,0.0012023,0.0
J. Nuñez,KFUM,Rosenborg vs KFUM,0.0041292,0.0041292
P. Dahl,KFUM,Rosenborg vs KFUM,0.0043835,0.0001462
P. Dahl,KFUM,Rosenborg vs KFUM,0.0042373,0.0001081
R. Rasch,KFUM,Rosenborg vs KFUM,0.0085015,-0.0003702
D. Hickson,KFUM,Rosenborg vs KFUM,0.0022647,-0.0062368
R. Rasch,KFUM,Rosenborg vs KFUM,0.114901,0.085605
R. Rasch,KFUM,Rosenborg vs KFUM,0.0043835,0.0043835
R. Rasch,KFUM,Rosenborg vs KFUM,0.0119623,0.0075788
P. Dahl,KFUM,Rosenborg vs KFUM,0.0139825,0.0020202
J. Nuñez,KFUM,Rosenborg vs KFUM,0.0,-0.0139825
H. Mikaelsson,Kristiansund,Kristiansund vs Brann,0.0002746,0.0002746
M. Olsen,Kristiansund,Kristiansund vs Brann,0.0003527,7.81e-05
H. Sjåtil,Kristiansund,Kristiansund vs Brann,0.0013391,0.0009864
R. Alte,Kristiansund,Kristiansund vs Brann,0.0014471,-0.0013391
M. Olsen,Kristiansund,Kristiansund vs Brann,0.0043835,0.0043835
M. Olsen,Kristiansund,Kristiansund vs Brann,0.0040481,-0.0003354
