playerName,team_name,label,possessionValue.pvValue,possessionValue.pvAdded
B. Plat,Beerschot,Beerschot vs OH Leuven,0.0,0.0
B. Popović,Cercle Brugge,Westerlo vs Cercle Brugge,0.0,0.0
B. Reynolds,Westerlo,Westerlo vs Cercle Brugge,0.0,0.0
B. Van den Eynden,Mechelen,Club Brugge vs Mechelen,0.0,0.0
B. Verstraete,OH Leuven,Beerschot vs OH Leuven,0.0,0.0
B. Šutalo,Standard Liège,Genk vs Standard Liège,0.0,0.0
Bruninho,Cercle Brugge,Westerlo vs Cercle Brugge,0.0,0.0
C. Bonsu Baah,Genk,Genk vs Standard Liège,0.0,0.0
C. Coosemans,Anderlecht,Anderlecht vs Sint-Truiden,0.0,0.0
C. Keita,Beerschot,Beerschot vs OH Leuven,0.0,0.0
C. Keita,Sporting Charleroi,Sporting Charleroi vs Antwerp,0.0,0.0
C. Nielsen,Club Brugge,Club Brugge vs Mechelen,0.0,0.0
C. Ravych,Cercle Brugge,Westerlo vs Cercle Brugge,0.0,0.0
C. Terho,Union Saint-Gilloise,Dender vs Union Saint-Gilloise,0.0,0.0
C. Tzolis,Club Brugge,Club Brugge vs Mechelen,0.0,0.0
C. Vanhoutte,Union Saint-Gilloise,Dender vs Union Saint-Gilloise,0.0,0.0
Cameron Puertas,Union Saint-Gilloise,Dender vs Union Saint-Gilloise,0.0,0.0
D. Bates,Standard Liège,Genk vs Standard Liège,0.0,0.0
D. De Neve,Kortrijk,Kortrijk vs Gent,0.0,0.0
D. Eckert Ayensa,Union Saint-Gilloise,Dender vs Union Saint-Gilloise,0.0,0.0
D. Foulon,Mechelen,Club Brugge vs Mechelen,0.0,0.0
D. Haspolat,Westerlo,Westerlo vs Cercle Brugge,0.0,0.0
D. Heymans,Sporting Charleroi,Sporting Charleroi vs Antwerp,0.0,0.0
D. Hrnčár,Dender,Dender vs Union Saint-Gilloise,0.0,0.0
D. Huiberts,Beerschot,Beerschot vs OH Leuven,0.0,0.0
D. Matijaš,Beerschot,Beerschot vs OH Leuven,0.0,0.0
D. Mebude,Westerlo,Westerlo vs Cercle Brugge,0.0,0.0
D. Mindombe,Sint-Truiden,Anderlecht vs Sint-Truiden,0.0,0.0
D. Odoi,Antwerp,Sporting Charleroi vs Antwerp,0.0,0.0
D. Roef,Gent,Kortrijk vs Gent,0.0,0.0
D. Tshimanga,Beerschot,Beerschot vs OH Leuven,0.0,0.0
D. Yokota,Gent,Kortrijk vs Gent,0.0,0.0
E. Banzuzi,OH Leuven,Beerschot vs OH Leuven,0.0,0.0
E. Kabangu,Union Saint-Gilloise,Dender vs Union Saint-Gilloise,0.0,0.0
E. Pletinckx,OH Leuven,Beerschot vs OH Leuven,0.0,0.0
E. Utkus,Cercle Brugge,Westerlo vs Cercle Brugge,0.0,0.0
