playerName,team_name,label,date,318.0
A. Abeid,CFR Cluj,CFR Cluj vs Argeș,2025-07-27,0.02208518
A. Abeid,CFR Cluj,CFR Cluj vs Universitatea Craiova,2025-08-03,0.08527799
A. Abeid,CFR Cluj,Rapid Bucureşti vs CFR Cluj,2025-07-20,0.00474826
A. Aganović,Unirea Slobozia,Botoșani vs Unirea Slobozia,2025-07-28,0.03437752
A. Aganović,Unirea Slobozia,CFR Cluj vs Unirea Slobozia,2025-07-13,0.0483028
A. Aganović,Unirea Slobozia,FCSB vs Unirea Slobozia,2025-08-10,0.00345509
A. Aganović,Unirea Slobozia,Unirea Slobozia vs Csikszereda,2025-07-21,0.16425379999999998
A. Aganović,Unirea Slobozia,Unirea Slobozia vs Metaloglobus,2025-08-15,0.038033609999999995
A. Aganović,Unirea Slobozia,Unirea Slobozia vs Oţelul,2025-08-04,0.00617693
A. Artean,Universitatea Cluj,Hermannstadt vs Universitatea Cluj,2025-08-03,0.00209593
A. Artean,Universitatea Cluj,Metaloglobus vs Universitatea Cluj,2025-07-11,0.02332145
A. Artean,Universitatea Cluj,Universitatea Cluj vs Petrolul 52,2025-08-09,0.00060326
A. Artean,Universitatea Cluj,Universitatea Cluj vs UTA Arad,2025-07-19,0.03058872
A. Baroan,Rapid Bucureşti,Csikszereda vs Rapid Bucureşti,2025-07-25,0.07060709999999999
A. Baroan,Rapid Bucureşti,Oţelul vs Rapid Bucureşti,2025-08-11,0.0388759
A. Baroan,Rapid Bucureşti,Rapid Bucureşti vs Botoșani,2025-08-04,0.009617880000000002
A. Benga,UTA Arad,Dinamo Bucureşti vs UTA Arad,2025-08-15,0.00445202
A. Benga,UTA Arad,Petrolul 52 vs UTA Arad,2025-08-01,0.0
A. Benga,UTA Arad,UTA Arad vs FCV Farul Constanţa,2025-08-09,0.0
A. Benga,UTA Arad,UTA Arad vs Hermannstadt,2025-07-26,0.0
A. Benga,UTA Arad,UTA Arad vs Universitatea Craiova,2025-07-12,0.0036212
A. Benga,UTA Arad,Universitatea Cluj vs UTA Arad,2025-07-19,0.0
A. Bettaieb,Argeș,Argeș vs Csikszereda,2025-08-02,0.0075065
A. Bettaieb,Argeș,Botoșani vs Argeș,2025-08-11,0.11118559000000001
A. Bettaieb,Argeș,CFR Cluj vs Argeș,2025-07-27,0.00195447
A. Bettaieb,Argeș,Universitatea Craiova vs Argeș,2025-07-18,0.04169876
A. Borza,Rapid Bucureşti,Argeș vs Rapid Bucureşti,2025-07-11,0.0090893
A. Borza,Rapid Bucureşti,Csikszereda vs Rapid Bucureşti,2025-07-25,0.13679199
A. Borza,Rapid Bucureşti,Oţelul vs Rapid Bucureşti,2025-08-11,0.01012653
A. Borza,Rapid Bucureşti,Rapid Bucureşti vs Botoșani,2025-08-04,0.00601602
