playerName,team_name,label,date,318.0
A. Adorante,Juve Stabia,Frosinone vs Juve Stabia,2024-09-01,0.01085131
A. Adorante,Juve Stabia,Juve Stabia vs Mantova,2024-08-28,0.00800358
A. Adorante,Juve Stabia,Juve Stabia vs Palermo,2024-09-14,0.0075190199999999995
A. Arena,Pisa,Cittadella vs Pisa,2024-08-27,0.15474655
A. Barreca,Sampdoria,Cosenza vs Sampdoria,2024-09-15,0.2844038
A. Barreca,Sampdoria,Sampdoria vs Bari,2024-08-31,0.08976415
A. Bellemo,Sampdoria,Cosenza vs Sampdoria,2024-09-15,0.00717731
A. Bellemo,Sampdoria,Frosinone vs Sampdoria,2024-08-18,0.09183828
A. Bellemo,Sampdoria,Salernitana vs Sampdoria,2024-08-27,0.2248488
A. Bellemo,Sampdoria,Sampdoria vs Bari,2024-08-31,0.00183547
A. Bellemo,Sampdoria,Sampdoria vs Reggiana,2024-08-24,0.00642841
A. Blin,Palermo,Brescia vs Palermo,2024-08-16,0.15264586
A. Blin,Palermo,Cremonese vs Palermo,2024-08-27,0.00755861
A. Blin,Palermo,Juve Stabia vs Palermo,2024-09-14,0.012324429999999999
A. Blin,Palermo,Palermo vs Cosenza,2024-09-01,0.01698383
A. Blin,Palermo,Pisa vs Palermo,2024-08-24,0.0101568
A. Buttaro,Palermo,Brescia vs Palermo,2024-08-16,0.00035814
A. Cagnano,Südtirol,Carrarese vs Südtirol,2024-08-27,0.05460373
A. Cagnano,Südtirol,Südtirol vs Brescia,2024-08-31,0.36384133
A. Cagnano,Südtirol,Südtirol vs Modena,2024-08-17,0.025794140000000004
A. Calabresi,Pisa,Pisa vs Palermo,2024-08-24,0.0018728
A. Calabresi,Pisa,Pisa vs Reggiana,2024-08-31,0.02673521
A. Calabresi,Pisa,Pisa vs Spezia,2024-08-17,0.007723079999999999
A. Calabresi,Pisa,Salernitana vs Pisa,2024-09-15,0.00188043
A. Capello,Carrarese,Carrarese vs Südtirol,2024-08-27,0.0191806
A. Capello,Carrarese,Catanzaro vs Carrarese,2024-09-01,0.02372348
A. Capello,Carrarese,Cesena vs Carrarese,2024-08-18,0.062108029999999995
A. Capello,Carrarese,Cremonese vs Carrarese,2024-08-24,0.00154881
A. Caporale,Cosenza,Cosenza vs Cremonese,2024-08-18,0.00557359
A. Caporale,Cosenza,Cosenza vs Spezia,2024-08-28,0.0053816
A. Caporale,Cosenza,Mantova vs Cosenza,2024-08-25,0.01112246
A. Caporale,Cosenza,Palermo vs Cosenza,2024-09-01,0.0089699
A. Caracciolo,Pisa,Cittadella vs Pisa,2024-08-27,0.00494086
A. Caracciolo,Pisa,Pisa vs Palermo,2024-08-24,0.0015045000000000002
A. Caracciolo,Pisa,Pisa vs Reggiana,2024-08-31,7.772e-05
A. Caracciolo,Pisa,Pisa vs Spezia,2024-08-17,0.00354185
A. Caracciolo,Pisa,Salernitana vs Pisa,2024-09-15,0.0075766
A. Cecchetto,Cittadella,Salernitana vs Cittadella,2024-08-17,0.00071957
A. Ceresoli,Catanzaro,Catanzaro vs Juve Stabia,2024-08-25,0.0070655200000000005
A. Ceresoli,Catanzaro,Catanzaro vs Sassuolo,2024-08-18,0.036710099999999996
A. Ceresoli,Catanzaro,Cesena vs Catanzaro,2024-08-28,0.01265093
A. Ciofi,Cesena,Cesena vs Carrarese,2024-08-18,0.00167315
A. Ciofi,Cesena,Cesena vs Catanzaro,2024-08-28,0.00066002
A. Ciofi,Cesena,Cesena vs Modena,2024-09-13,0.13565193
A. Ciofi,Cesena,Sassuolo vs Cesena,2024-08-24,0.0493578
A. Ciofi,Cesena,Spezia vs Cesena,2024-09-01,0.00427821
A. Cistana,Brescia,Brescia vs Cittadella,2024-08-24,0.02516305
A. Cistana,Brescia,Brescia vs Frosinone,2024-09-14,0.00789861
A. Cistana,Brescia,Brescia vs Palermo,2024-08-16,0.0166897
A. Cistana,Brescia,Reggiana vs Brescia,2024-08-27,0.042063500000000004
A. Debenedetti,Mantova,Bari vs Mantova,2024-09-14,0.00016339000000000002
A. Debenedetti,Mantova,Juve Stabia vs Mantova,2024-08-28,0.00881673
A. Di Pardo,Modena,Cesena vs Modena,2024-09-13,0.08496997
A. Di Pardo,Modena,Frosinone vs Modena,2024-08-27,0.4511928
A. Di Pardo,Modena,Modena vs Bari,2024-08-23,0.00043904
A. Di Pardo,Modena,Modena vs Cittadella,2024-08-31,0.01973266
A. Fiori,Mantova,Bari vs Mantova,2024-09-14,0.01736497
A. Fiori,Mantova,Juve Stabia vs Mantova,2024-08-28,0.00344194
A. Fiori,Mantova,Mantova vs Cosenza,2024-08-25,0.01934385
A. Fiori,Mantova,Reggiana vs Mantova,2024-08-18,0.03015425
A. Florenzi,Cosenza,Cosenza vs Cremonese,2024-08-18,0.18527167
A. Florenzi,Cosenza,Cosenza vs Sampdoria,2024-09-15,0.01453176
A. Florenzi,Cosenza,Cosenza vs Spezia,2024-08-28,0.01927939
A. Florenzi,Cosenza,Mantova vs Cosenza,2024-08-25,0.23223527000000002
A. Florenzi,Cosenza,Palermo vs Cosenza,2024-09-01,0.06345988
A. Fontanarosa,Reggiana,Reggiana vs Südtirol,2024-09-15,0.20018076
A. Fulignati,Cremonese,Cosenza vs Cremonese,2024-08-18,0.008661
A. Fulignati,Cremonese,Cremonese vs Carrarese,2024-08-24,0.00284662
A. Fulignati,Cremonese,Cremonese vs Palermo,2024-08-27,0.00278946
A. Fulignati,Cremonese,Cremonese vs Spezia,2024-09-14,0.00059836
A. Fulignati,Cremonese,Sassuolo vs Cremonese,2024-08-31,0.00227891
A. Giorgini,Südtirol,Carrarese vs Südtirol,2024-08-27,0.07173422
A. Giorgini,Südtirol,Reggiana vs Südtirol,2024-09-15,0.022557700000000003
A. Giorgini,Südtirol,Südtirol vs Brescia,2024-08-31,0.03033396
A. Giorgini,Südtirol,Südtirol vs Modena,2024-08-17,0.05504651
A. Giorgini,Südtirol,Südtirol vs Salernitana,2024-08-24,0.03591447
A. Gomis,Palermo,Brescia vs Palermo,2024-08-16,0.00011198999999999999
A. Hristov,Cosenza,Cosenza vs Cremonese,2024-08-18,0.00487542
A. Hristov,Cosenza,Cosenza vs Sampdoria,2024-09-15,0.004362319999999999
A. Hristov,Cosenza,Mantova vs Cosenza,2024-08-25,0.22218622999999998
A. Hristov,Cosenza,Palermo vs Cosenza,2024-09-01,0.0041376799999999995
A. Hrustić,Salernitana,Mantova vs Salernitana,2024-09-01,0.01689895
A. Hrustić,Salernitana,Salernitana vs Pisa,2024-09-15,0.01486098
