playerName,playerId,contestantId,team_name,label,match_id,date,9,321,322
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,IMT Novi Beograd vs Novi Pazar,4ncfvrxn5y2bg33tzsp5g5jis,2024-05-07,NaNNaN,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Javor vs Novi Pazar,b307hj98uqic8dhvsw85ti0wk,2023-08-05,0,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs Crvena zvezda,c85ll67kdztc97tm74l80y6ms,2024-02-17,NaNNaNNaN,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs IMT Novi Beograd,b5eo4v8kb8471pw00wswcgtn8,2023-08-14,0,0.2450798898935318,0.7538
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs Javor,4lu4cehl6i7x8fn87luowxx5g,2024-05-01,0,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs Radnički Kragujevac,b1a15i3omd0rkbb1gj280gjdg,2023-07-30,0,0.0338247083127498,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs Spartak Subotica,4osdqj00f3kv1mjms719xivpw,2024-05-13,NaN,0.0100059770047664,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs Vojvodina,blac8r7dfheju6u2xsi5h2gpg,2023-10-07,0,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs Voždovac,ch9iltyi6v3zu0c6jfxwb261g,2024-03-12,NaNNaNNaN,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs Čukarički,bpccbb17wzydwtjnugwzwzfo4,2023-10-20,0,0.0281438045203685,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs Železničar Pančevo,b9dekggsgzh4evd0x15zi7ok4,2023-08-27,0,0.0440547242760658,0.0295
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Radnik Surdulica vs Novi Pazar,4kcwswkilvhz8n2vklcbdludw,2024-04-27,NaN,0.2858108580112457,0.9648
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Radnik Surdulica vs Novi Pazar,b7hkgx09xu576u9i1apfwjms4,2023-08-20,0,0.0300138425081968,0.0215
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Radnički Niš vs Novi Pazar,bufci21qggxn7tszmtdlebvh0,2023-11-10,0,0.0503617748618125,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Spartak Subotica vs Novi Pazar,cdjw48xlpiwow8hjjp85cin84,2024-03-08,0,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,TSC vs Novi Pazar,bpvf4d52vgwtferetaky8ecd0,2023-10-29,NaNNaNNaN,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Vojvodina vs Novi Pazar,chj16dolcw75v33k3stgnr190,2024-03-16,0,0.0,0.0
A. Adeshina,3dh1bdliw0h0648wae8764xsk,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Železničar Pančevo vs Novi Pazar,4q88gqtl81i3x2aa0sn3gveac,2024-05-18,NaN,0.0721530392765998,0.2996
A. Blagojević,aw1axrpxa0bad2mheke63i7oq,748d7hfcaxop9lx2mai8lnmn9,Napredak,IMT Novi Beograd vs Napredak,coipb4lwosvfbavalcp16hz4k,2024-04-08,0,0.0863363742828369,0.0
A. Blagojević,aw1axrpxa0bad2mheke63i7oq,748d7hfcaxop9lx2mai8lnmn9,Napredak,Napredak vs Spartak Subotica,c4xissapvwtfbt78c8la9vggk,2024-02-12,0,0.0112326070666313,0.0
A. Blagojević,aw1axrpxa0bad2mheke63i7oq,748d7hfcaxop9lx2mai8lnmn9,Napredak,Napredak vs TSC,ce2rujcwh0xnb54b71ka8gmj8,2024-03-07,0,0.0,0.0
A. Blagojević,aw1axrpxa0bad2mheke63i7oq,748d7hfcaxop9lx2mai8lnmn9,Napredak,Novi Pazar vs Napredak,bdc7o8gsfzafjaj0bmwnbhq8k,2023-09-17,0,0.0443848296999931,0.0
A. Blagojević,aw1axrpxa0bad2mheke63i7oq,748d7hfcaxop9lx2mai8lnmn9,Napredak,Partizan vs Napredak,cggp1epgylig5zbjgqnt0sges,2024-03-13,0,0.0128356702625751,0.0
A. Blagojević,aw1axrpxa0bad2mheke63i7oq,748d7hfcaxop9lx2mai8lnmn9,Napredak,Radnički Kragujevac vs Napredak,ckhk2l8g4s7uzxitv5ctnni1g,2024-03-30,0,0.0199543982744216,0.0
A. Busnić,8bebq5v1q995rt76edqv9sicp,5dogxolrtabaz69epd35liubg,Vojvodina,Crvena zvezda vs Vojvodina,azgfvgt8y140341qjjq4ggjdg,2023-07-30,NaN,0.0117139015346765,0.0
A. Busnić,8bebq5v1q995rt76edqv9sicp,5dogxolrtabaz69epd35liubg,Vojvodina,Vojvodina vs Radnički Niš,b6g7xv1vvjf9ox7ur3rft9444,2023-08-19,0,0.009854526259005,0.0
A. Cissé,4z235mb5l649ikl79q2j23zkl,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Napredak vs Novi Pazar,c9jcxbah7ls8ctc5z1bensnpw,2024-02-25,NaN,0.0592225790023803,0.0
A. Cissé,4z235mb5l649ikl79q2j23zkl,ctuzznbzdmug74ywjlq53frtf,Novi Pazar,Novi Pazar vs IMT Novi Beograd,b5eo4v8kb8471pw00wswcgtn8,2023-08-14,0,0.0461385063827037,0.0
