player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
N. Larsen,b2492j7qzdo7g3ysxz6gq4g5x,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,NaN,NaN,Goalkeeper,Centre,NaN,3,NaN,3,NaN,11,NaN,NaN,1,9,16,90,12,3,6,5,1,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,9,DNK,DBU_Pokalen
A. Poulsen,2513579m13glsous1p82fbjzd,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,1,NaN,Defender,Left,NaN,23,1,3,NaN,17,2,1,7,28,20,74,7,4,3,10,5,7,2,NaN,2,1,1,2,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,6,DNK,DBU_Pokalen
J. Felix,86cey56ppsd1ablfgsj11jzs9,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,3,2,Defender,Left/Centre,NaN,50,NaN,4,2,33,3,NaN,18,65,41,90,33,4,3,25,NaN,5,NaN,1,NaN,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,16,DNK,DBU_Pokalen
P. Rödin,7zaveckhldl5rieo5ddsqtt2i,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,1,NaN,Defender,Centre/Right,NaN,48,NaN,3,NaN,38,1,NaN,11,56,41,90,18,7,2,16,3,7,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,8,DNK,DBU_Pokalen
O. Sonne,55u45p7vwom7civ3xy3hdf71m,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,4,NaN,Defender,Right,NaN,17,1,3,NaN,12,1,NaN,5,20,12,89,2,NaN,1,8,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,3,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,1,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,5,DNK,DBU_Pokalen
A. Klynge,lioz4hr2umpne2bwar18qa96,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,4,1,Midfielder,Left/Centre,NaN,27,NaN,6,4,12,2,NaN,17,37,15,90,16,4,4,27,12,15,1,1,1,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,19,DNK,DBU_Pokalen
M. Brink,5r1v2w303bvj0vv1893qr5d5h,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,2,1,Midfielder,Centre,NaN,67,NaN,2,NaN,58,2,NaN,10,73,61,90,13,2,2,13,2,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,6,DNK,DBU_Pokalen
P. Mattsson,bplpqy3ierwlm12d1f3prue7e,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,7,2,Midfielder,Centre/Right,NaN,21,NaN,6,NaN,12,3,NaN,12,25,15,90,7,6,5,13,7,8,NaN,1,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,8,DNK,DBU_Pokalen
S. Þórðarson,evqjfe6houcytpphsxecs7eg9,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,3,2,Attacking Midfielder,Left/Centre,NaN,21,1,4,3,8,3,1,13,29,11,90,10,1,5,18,9,12,2,1,2,NaN,NaN,NaN,NaN,2,2,1,NaN,2,NaN,NaN,NaN,1,NaN,2,2,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,9,DNK,DBU_Pokalen
T. Adamsen,n2annzbap7hll02zo2v0ccgk,Silkeborg,ahnt9ejgwj58ul8auzdvi3czf,7,2,Attacking Midfielder,Centre/Right,NaN,25,5,2,2,11,2,1,14,28,12,89,2,3,5,17,9,10,1,NaN,2,2,NaN,NaN,NaN,5,5,4,1,1,NaN,1,1,NaN,NaN,NaN,NaN,4321,NaN,Silkeborg vs AGF,e0epm29wt6pl4yjx2cv0v4owk,2024-05-09,11,DNK,DBU_Pokalen
