playerName,team_name,318.0,label,date
Marrony,Midtjylland,0.00136121,Aabenraa vs Midtjylland,2023-09-06
S. Iheanacho,Midtjylland,0.00029893,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00071909,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00154797,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00045657,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00057111,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00228487,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.01121018,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00890565,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.01930936,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.00000214,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000512,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00008969,Aabenraa vs Midtjylland,2023-09-06
J. Rahbaek,Aabenraa,0.00000025,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00536266,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.01473768,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00000073,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00000638,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00001364,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00030252,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.00011726,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00025241,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00063898,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.00004791,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00117698,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00850502,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.0000004,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.00000068,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00000637,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000141,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.01007183,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000204,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.00083911,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00000561,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00022932,Aabenraa vs Midtjylland,2023-09-06
M. Fraisl,Midtjylland,0.00000352,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00000768,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00067173,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00010451,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00264671,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00016081,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00069855,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.00000254,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00103911,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000034,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00098272,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00099008,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00262098,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00256296,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.029166,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.00000047,Aabenraa vs Midtjylland,2023-09-06
NaN,Aabenraa,0.00000039,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.00000168,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.01207414,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.001319,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00000467,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.00000703,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00018916,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00091898,Aabenraa vs Midtjylland,2023-09-06
S. Iheanacho,Midtjylland,0.00090035,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.02181764,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00015692,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000454,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00025396,Aabenraa vs Midtjylland,2023-09-06
V. Buchholdt,Aabenraa,0.00001906,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00009699,Aabenraa vs Midtjylland,2023-09-06
R. Kragelund,Aabenraa,0.0007295,Aabenraa vs Midtjylland,2023-09-06
V. Buchholdt,Aabenraa,0.00222743,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00039984,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00019269,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00030215,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00112065,Aabenraa vs Midtjylland,2023-09-06
Marrony,Midtjylland,0.00462137,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000133,Aabenraa vs Midtjylland,2023-09-06
S. Iheanacho,Midtjylland,0.00118239,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00134983,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00783899,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00163105,Aabenraa vs Midtjylland,2023-09-06
J. Rahbaek,Aabenraa,0.00005314,Aabenraa vs Midtjylland,2023-09-06
R. Kragelund,Aabenraa,0.00000386,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00059566,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00045612,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.00035238,Aabenraa vs Midtjylland,2023-09-06
V. Buchholdt,Aabenraa,0.00001075,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00211992,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.00000535,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00003953,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.0000121,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00014919,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00473953,Aabenraa vs Midtjylland,2023-09-06
S. Voss,Aabenraa,0.00004805,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00700932,Aabenraa vs Midtjylland,2023-09-06
A. Thøgersen,Aabenraa,0.00079699,Aabenraa vs Midtjylland,2023-09-06
J. Rahbaek,Aabenraa,0.00173768,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.14102172,Aabenraa vs Midtjylland,2023-09-06
M. Fraisl,Midtjylland,0.00003999,Aabenraa vs Midtjylland,2023-09-06
Marrony,Midtjylland,0.00003663,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00021256,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.0000006,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.00000032,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00007044,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.0000339,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00008025,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00087303,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.04066333,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.0000012,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00849526,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.07640526,Aabenraa vs Midtjylland,2023-09-06
NaN,Aabenraa,0.00000111,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00011119,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00031163,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00086532,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.00000609,Aabenraa vs Midtjylland,2023-09-06
J. Rahbaek,Aabenraa,0.00001569,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00000406,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.0000072,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00000391,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00005217,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.0000028,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00089138,Aabenraa vs Midtjylland,2023-09-06
NaN,Aabenraa,0.00000683,Aabenraa vs Midtjylland,2023-09-06
S. Voss,Aabenraa,0.00000923,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.0000136,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00006846,Aabenraa vs Midtjylland,2023-09-06
R. Kragelund,Aabenraa,0.00042496,Aabenraa vs Midtjylland,2023-09-06
J. Rahbaek,Aabenraa,0.00004983,Aabenraa vs Midtjylland,2023-09-06
NaN,Aabenraa,0.00002701,Aabenraa vs Midtjylland,2023-09-06
M. Fraisl,Midtjylland,0.00000112,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00000534,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00000576,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00009395,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00193973,Aabenraa vs Midtjylland,2023-09-06
S. Voss,Aabenraa,0.00001636,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00116099,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00000341,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00072435,Aabenraa vs Midtjylland,2023-09-06
NaN,Aabenraa,0.00000488,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00030786,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00048516,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000157,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.00000854,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00419692,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00063994,Aabenraa vs Midtjylland,2023-09-06
V. Buchholdt,Aabenraa,0.0000058,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00116492,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00135609,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00677794,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.02121505,Aabenraa vs Midtjylland,2023-09-06
S. Iheanacho,Midtjylland,0.01732317,Aabenraa vs Midtjylland,2023-09-06
Marrony,Midtjylland,0.01372856,Aabenraa vs Midtjylland,2023-09-06
J. Rahbaek,Aabenraa,0.00000789,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.01123119,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.00001156,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.22125758,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00002629,Aabenraa vs Midtjylland,2023-09-06
S. Voss,Aabenraa,0.00000511,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.00000531,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000075,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00002312,Aabenraa vs Midtjylland,2023-09-06
O. Fleggaard,Aabenraa,0.0000032,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00138455,Aabenraa vs Midtjylland,2023-09-06
S. Voss,Aabenraa,0.00000079,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00408934,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00000024,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00002948,Aabenraa vs Midtjylland,2023-09-06
S. Iheanacho,Midtjylland,0.0000016,Aabenraa vs Midtjylland,2023-09-06
B. Nielsen,Aabenraa,0.00002739,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00000259,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00002082,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00012418,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00019685,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00015762,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00025322,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00087895,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00045191,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00002507,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00002524,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00002989,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00005931,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00026456,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00026706,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00156844,Aabenraa vs Midtjylland,2023-09-06
N. Munksgaard,Aabenraa,0.00003765,Aabenraa vs Midtjylland,2023-09-06
Marrony,Midtjylland,0.00050761,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00079924,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00048644,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00179855,Aabenraa vs Midtjylland,2023-09-06
J. Rahbaek,Aabenraa,0.00001448,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00122576,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00162114,Aabenraa vs Midtjylland,2023-09-06
S. Voss,Aabenraa,0.00005122,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00061212,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00241275,Aabenraa vs Midtjylland,2023-09-06
N. Munksgaard,Aabenraa,0.00001434,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00019565,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00000428,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00007327,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00146999,Aabenraa vs Midtjylland,2023-09-06
S. Iheanacho,Midtjylland,0.00073895,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00094379,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00258863,Aabenraa vs Midtjylland,2023-09-06
R. Pedersen,Aabenraa,0.00000065,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00572401,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00092967,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.0168689,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00000837,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.02237877,Aabenraa vs Midtjylland,2023-09-06
S. Voss,Aabenraa,0.0000042,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00010039,Aabenraa vs Midtjylland,2023-09-06
R. Pedersen,Aabenraa,0.00000043,Aabenraa vs Midtjylland,2023-09-06
NaN,Aabenraa,0.00000022,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.00004935,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00011457,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00443015,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.37196924,Aabenraa vs Midtjylland,2023-09-06
J. Petersen,Aabenraa,0.00001097,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00000083,Aabenraa vs Midtjylland,2023-09-06
NaN,Aabenraa,0.00000032,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00005948,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00002876,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00004539,Aabenraa vs Midtjylland,2023-09-06
Marrony,Midtjylland,0.00010789,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00034774,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00058957,Aabenraa vs Midtjylland,2023-09-06
J. Petersen,Aabenraa,0.00000367,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.01136295,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00001748,Aabenraa vs Midtjylland,2023-09-06
Marrony,Midtjylland,0.00396553,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00035705,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00088817,Aabenraa vs Midtjylland,2023-09-06
R. Pedersen,Aabenraa,0.00000254,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.38347238,Aabenraa vs Midtjylland,2023-09-06
A. Thøgersen,Aabenraa,0.00000176,Aabenraa vs Midtjylland,2023-09-06
J. Rahbaek,Aabenraa,0.00000049,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00000274,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00001635,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00012877,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.00728355,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.35173802,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.00002689,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00000015,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00000105,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.000011,Aabenraa vs Midtjylland,2023-09-06
I. Fossum,Midtjylland,0.01558183,Aabenraa vs Midtjylland,2023-09-06
M. Fraisl,Midtjylland,0.00000324,Aabenraa vs Midtjylland,2023-09-06
J. Petersen,Aabenraa,0.0000216,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00000772,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00003311,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00001056,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00080028,Aabenraa vs Midtjylland,2023-09-06
M. Fraisl,Midtjylland,0.0000068,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00064019,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00120023,Aabenraa vs Midtjylland,2023-09-06
R. Pedersen,Aabenraa,0.00008141,Aabenraa vs Midtjylland,2023-09-06
T. Zilkic,Aabenraa,0.00051982,Aabenraa vs Midtjylland,2023-09-06
Marrony,Midtjylland,0.00126347,Aabenraa vs Midtjylland,2023-09-06
J. Kallsen,Aabenraa,0.00001298,Aabenraa vs Midtjylland,2023-09-06
S. Iheanacho,Midtjylland,0.0009723,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00189805,Aabenraa vs Midtjylland,2023-09-06
O. Brynhildsen,Midtjylland,0.02244762,Aabenraa vs Midtjylland,2023-09-06
N. Dyhr,Midtjylland,0.19488897,Aabenraa vs Midtjylland,2023-09-06
J. Petersen,Aabenraa,0.00003156,Aabenraa vs Midtjylland,2023-09-06
S. Voss,Aabenraa,0.00000277,Aabenraa vs Midtjylland,2023-09-06
NaN,Aabenraa,0.00000179,Aabenraa vs Midtjylland,2023-09-06
N. Munksgaard,Aabenraa,0.00000196,Aabenraa vs Midtjylland,2023-09-06
A. Gabriel,Midtjylland,0.00000649,Aabenraa vs Midtjylland,2023-09-06
A. Rømer,Midtjylland,0.00005902,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00068302,Aabenraa vs Midtjylland,2023-09-06
J. Petersen,Aabenraa,0.00001936,Aabenraa vs Midtjylland,2023-09-06
C. Larsen,Aabenraa,0.00001912,Aabenraa vs Midtjylland,2023-09-06
M. Bech,Midtjylland,0.00000403,Aabenraa vs Midtjylland,2023-09-06
H. Dalsgaard,Midtjylland,0.00015525,Aabenraa vs Midtjylland,2023-09-06
Charles,Midtjylland,0.00427588,Aabenraa vs Midtjylland,2023-09-06
