playerName,team_name,318.0,label,date
T. Neugebauer,Lechia Gdańsk,0.00002037,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00001545,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Pokorný,Śląsk Wrocław,0.0006531,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00001311,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Samiec-Talar,Śląsk Wrocław,0.00245844,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.0000161,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
D. Piła,Lechia Gdańsk,0.0001157,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
T. Neugebauer,Lechia Gdańsk,0.0000006,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
B. Sarnavskyi,Lechia Gdańsk,0.00000074,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00000301,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00003653,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.00010947,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Żukowski,Śląsk Wrocław,0.00000009,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
D. Piła,Lechia Gdańsk,0.00014547,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Leszczyński,Śląsk Wrocław,0.00000114,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.00010439,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00027902,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.0000062,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.0000072,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Kałahur,Lechia Gdańsk,0.00035435,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00000513,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00028335,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Kałahur,Lechia Gdańsk,0.00003122,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Żukowski,Śląsk Wrocław,0.00054078,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Samiec-Talar,Śląsk Wrocław,0.00042985,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00012648,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00006627,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
J. Jezierski,Śląsk Wrocław,0.00005205,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00065733,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00001062,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00001037,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00004638,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00001243,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00000017,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Pokorný,Śląsk Wrocław,0.00025409,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.00007253,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00005461,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
C. Mena,Lechia Gdańsk,0.00000129,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00006779,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Żukowski,Śląsk Wrocław,0.00073176,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00004825,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00005277,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00066002,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.00014858,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
C. Mena,Lechia Gdańsk,0.00001375,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
D. Piła,Lechia Gdańsk,0.00005057,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00000466,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.00001247,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00001355,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00001164,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00002921,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00002832,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.0000337,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
D. Piła,Lechia Gdańsk,0.00000746,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00000086,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Musiolik,Śląsk Wrocław,0.0000429,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00002466,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00003037,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00020729,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00097037,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
C. Mena,Lechia Gdańsk,0.00018982,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Kałahur,Lechia Gdańsk,0.00002843,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
L. D'Arrigo,Lechia Gdańsk,0.00000284,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Leszczyński,Śląsk Wrocław,0.00000288,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Pokorný,Śląsk Wrocław,0.00000388,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00000415,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00015057,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
T. Neugebauer,Lechia Gdańsk,0.00000382,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.0000165,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Pokorný,Śląsk Wrocław,0.0020428,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00000318,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Leszczyński,Śląsk Wrocław,0.00000283,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00001365,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00003797,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00002219,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00004226,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00004017,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
T. Neugebauer,Lechia Gdańsk,0.00000952,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00004235,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00005977,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00028354,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Pokorný,Śląsk Wrocław,0.00128104,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
Nahuel Leiva,Śląsk Wrocław,0.00048398,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.00180015,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.06888969,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Żukowski,Śląsk Wrocław,0.0000446,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
J. Jezierski,Śląsk Wrocław,0.00005817,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Kałahur,Lechia Gdańsk,0.00000023,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00006033,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00017532,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
B. Sarnavskyi,Lechia Gdańsk,0.00000193,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.00008655,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00010113,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00000768,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00000643,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00011982,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00042357,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00000656,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00002933,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Samiec-Talar,Śląsk Wrocław,0.00043326,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00001498,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
D. Piła,Lechia Gdańsk,0.00003941,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Pokorný,Śląsk Wrocław,0.00001218,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.00001092,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.000008,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
J. Jezierski,Śląsk Wrocław,0.00207484,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Musiolik,Śląsk Wrocław,0.00131125,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.05186426,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
B. Sarnavskyi,Lechia Gdańsk,0.00003219,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00003391,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Pokorný,Śląsk Wrocław,0.00001462,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00000156,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Leszczyński,Śląsk Wrocław,0.00101211,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
D. Piła,Lechia Gdańsk,0.00000125,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Leszczyński,Śląsk Wrocław,0.00000174,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00000631,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00000039,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00001034,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00001859,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00003871,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00002003,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00001834,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00002121,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00001181,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00006173,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Samiec-Talar,Śląsk Wrocław,0.00000982,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
B. Sarnavskyi,Lechia Gdańsk,0.00000206,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00000547,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00000845,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00000808,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00001646,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00001927,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00015069,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00357265,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
K. Sezonienko,Lechia Gdańsk,0.00079127,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
T. Neugebauer,Lechia Gdańsk,0.00176156,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.00001741,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00010323,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.00087535,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
T. Neugebauer,Lechia Gdańsk,0.00126467,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00011552,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00009701,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.00078274,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00045914,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00056784,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
T. Neugebauer,Lechia Gdańsk,0.00014933,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.00271696,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00007165,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00007159,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
D. Piła,Lechia Gdańsk,0.00002854,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00002894,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
E. Olsson,Lechia Gdańsk,0.00003162,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Chindriş,Lechia Gdańsk,0.00002783,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.00142824,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
J. Jezierski,Śląsk Wrocław,0.00016219,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.00000123,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00000865,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
B. Sarnavskyi,Lechia Gdańsk,0.00000119,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00002253,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Żukowski,Śląsk Wrocław,0.00000836,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Petrov,Śląsk Wrocław,0.00000608,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
K. Sezonienko,Lechia Gdańsk,0.00054215,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00000545,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
C. Mena,Lechia Gdańsk,0.0013975,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
R. Kapič,Lechia Gdańsk,0.00696462,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
T. Neugebauer,Lechia Gdańsk,0.00969654,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Schwarz,Śląsk Wrocław,0.00001732,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00001979,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
B. Sarnavskyi,Lechia Gdańsk,0.00000182,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
S. Szota,Śląsk Wrocław,0.0000044,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Kałahur,Lechia Gdańsk,0.00000845,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
A. Petkov,Śląsk Wrocław,0.00001909,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00003338,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
P. Pokorný,Śląsk Wrocław,0.00231513,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
T. Neugebauer,Lechia Gdańsk,0.00001444,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
I. Zhelizko,Lechia Gdańsk,0.00002389,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
M. Żukowski,Śląsk Wrocław,0.08270126,Śląsk Wrocław vs Lechia Gdańsk,2024-07-19
