player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,totalLongBalls,goals,label,match_id,date,possLostAll,country,league_name,season
V. Tufegdžić,cnib1yhnekquzxonyq2c41hw5,Vestri,c8kfgv5o2vu7s6ksemlb1obl3,7,5,Striker,Centre/Right,NaN,4,NaN,2,NaN,5,NaN,NaN,2,5,5,74,1,NaN,2,3,1,2,NaN,2,NaN,2,NaN,NaN,NaN,1,7,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,5,ISL,Besta_deild,2025
E. Duah,8p1mo7v6brshrnrv6bunxhs7o,Vestri,c8kfgv5o2vu7s6ksemlb1obl3,4,1,Substitute,NaN,Attacker,2,NaN,1,NaN,1,NaN,NaN,2,2,1,16,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,1,NaN,2,NaN,NaN,2,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,5,ISL,Besta_deild,2025
P. Bjarnason,25uk6f92cspte2gz542tll1p1,Vestri,c8kfgv5o2vu7s6ksemlb1obl3,2,1,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,16,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,NaN,ISL,Besta_deild,2025
B. Eydal,bou5dsz3pyym640uzpm17qjxm,Vestri,c8kfgv5o2vu7s6ksemlb1obl3,NaN,NaN,Substitute,NaN,Midfielder,6,NaN,NaN,1,2,NaN,NaN,5,7,2,16,NaN,NaN,NaN,6,4,4,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,1,ISL,Besta_deild,2025
E. Garðarsson,cdpk4oj8eo6g9b5kcfsojxt5h,Vestri,c8kfgv5o2vu7s6ksemlb1obl3,2,1,Substitute,NaN,Defender,18,NaN,NaN,2,5,NaN,NaN,14,21,5,45,4,3,NaN,19,5,8,1,NaN,1,NaN,NaN,3,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,532,2,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,6,ISL,Besta_deild,2025
J. Selvén,rbk7g9mpasw3edltliscyzv8,Vestri,c8kfgv5o2vu7s6ksemlb1obl3,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,NaN,ISL,Besta_deild,2025
G. Svavarsson,cqyn5wn9q9xfy58a5o9odzsa,Vestri,c8kfgv5o2vu7s6ksemlb1obl3,1,1,Substitute,NaN,Defender,3,NaN,NaN,1,1,NaN,NaN,2,3,1,8,NaN,NaN,NaN,3,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,1,ISL,Besta_deild,2025
B. Schubert,9ns0pt60vs9qk56qvqpmi33zd,Vestri,c8kfgv5o2vu7s6ksemlb1obl3,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,NaN,ISL,Besta_deild,2025
M. Zapytowski,et4ngone9uj5zhf6ual55u2qy,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,1,1,Goalkeeper,Centre,NaN,6,NaN,NaN,NaN,8,1,NaN,8,9,9,90,15,7,7,13,4,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,15,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,6,ISL,Besta_deild,2025
A. Kristinsson,erqbcajj6z7su84aoxal0leui,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,3,1,Defender,Left,NaN,20,1,2,1,15,4,NaN,5,25,17,90,10,6,4,9,3,5,NaN,2,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,9,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,10,ISL,Besta_deild,2025
M. Edeland,89v3259vvhobci3kc86ta6d5g,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,3,1,Defender,Left/Centre,NaN,35,NaN,4,NaN,34,NaN,NaN,2,38,35,90,8,3,NaN,4,1,3,NaN,3,NaN,NaN,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,4,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,4,ISL,Besta_deild,2025
S. Magnússon,7cx9ul50g5gkpgcg8qq0eqcq1,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,NaN,NaN,Defender,Centre/Right,NaN,44,NaN,6,NaN,39,NaN,NaN,5,49,40,90,14,4,NaN,9,1,4,NaN,6,NaN,NaN,2,NaN,2,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,6,1,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,5,ISL,Besta_deild,2025
E. Bwomono,1x5l5c8f8i4yxf5ftvmf6s6lm,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,NaN,NaN,Defender,Right,NaN,23,NaN,5,NaN,17,2,NaN,7,33,20,79,19,10,2,14,5,12,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,8,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,11,ISL,Besta_deild,2025
B. Baxter,dz6bultylhqk12sxwat70dqay,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,4,1,Defensive Midfielder,Centre,NaN,34,1,6,1,23,5,1,12,39,25,90,13,3,7,15,7,9,NaN,1,1,2,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,1,NaN,4141,3,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,6,ISL,Besta_deild,2025
H. Ragnarsson,9tiohlu5ws4hhkzvh3eyuhk44,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,3,NaN,Midfielder,Left,NaN,8,2,6,NaN,4,NaN,2,4,12,5,85,3,1,2,7,2,4,NaN,2,1,1,NaN,NaN,NaN,2,3,2,NaN,1,NaN,1,NaN,NaN,NaN,2,1,4141,2,2,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,9,ISL,Besta_deild,2025
A. Hilmarsson,2cpttmsnj1rqqxwt7n0qzixg5,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,3,1,Midfielder,Left/Centre,NaN,6,NaN,3,1,4,1,NaN,3,7,4,45,3,NaN,2,4,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4141,1,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,1,ISL,Besta_deild,2025
Vicente Valor,ds5078chg98mzck9khc4ssnl6,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,4,NaN,Midfielder,Centre/Right,NaN,22,2,5,4,13,2,2,10,26,15,85,6,3,4,14,7,10,1,NaN,1,1,NaN,NaN,NaN,NaN,2,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,4141,4,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,10,ISL,Besta_deild,2025
A. Gunnarsson,7zsls4rhrfmcvc4walql9yj56,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,3,2,Midfielder,Right,NaN,18,3,6,3,7,NaN,3,11,25,10,90,9,3,2,15,10,13,1,2,1,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,4,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,11,ISL,Besta_deild,2025
O. Heiðarsson,dn8omh6mbqkk6d6s9390ocvhm,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,4,2,Striker,Centre,NaN,4,2,6,NaN,1,NaN,1,3,10,1,78,4,1,3,9,1,6,1,1,1,2,NaN,NaN,NaN,3,6,3,NaN,1,NaN,NaN,NaN,1,1,1,1,4141,1,1,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,13,ISL,Besta_deild,2025
H. Arnarsson,d0w6t5s41u8hkrt8akuapuane,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,NaN,ISL,Besta_deild,2025
E. Erlingsson,6uf4rdg19fj6v9yzgvsn4fhg4,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,NaN,ISL,Besta_deild,2025
S. Hjaltested,925nzjtsdtg25yrln81c6uyy2,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,1,ISL,Besta_deild,2025
B. Hlynsson,p1npv2yim2vz80vaobgty9nu,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,NaN,NaN,Substitute,NaN,Defender,4,NaN,1,NaN,1,1,NaN,3,6,1,11,3,1,1,5,1,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,1,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,3,ISL,Besta_deild,2025
N. Nökkvason,325zk75hovwk2k3kx608am5t5,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,NaN,NaN,Substitute,NaN,Defender,2,NaN,1,NaN,1,NaN,NaN,1,2,1,5,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,NaN,ISL,Besta_deild,2025
J. Pettersen,3xbb87y1xx9koiw128ytz5p90,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,2,1,Substitute,NaN,Midfielder,7,NaN,4,1,7,1,NaN,1,7,7,45,2,NaN,2,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4141,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,NaN,ISL,Besta_deild,2025
V. Þorvarðarson,b8jg4rn90tdg726budvcq7yl1,ÍBV,3tlx1zjkgrsdky3abrqe2c9c3,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,NaN,NaN,Vestri vs ÍBV,8euhl983vq1b46v6a84bb3lec,2025-09-28,1,ISL,Besta_deild,2025
A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,Breidablik,c6hu27u143y4z4te8b4036bae,NaN,NaN,Goalkeeper,Centre,NaN,20,NaN,NaN,2,23,NaN,NaN,NaN,28,26,90,19,5,2,6,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,9,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,9,ISL,Besta_deild,2025
G. Hallsson,b16xtb8sp7drt0gfxm1gz1c0k,Breidablik,c6hu27u143y4z4te8b4036bae,3,1,Defender,Left,NaN,41,NaN,4,2,15,2,NaN,26,45,15,63,23,8,7,32,9,12,NaN,NaN,NaN,4,NaN,2,NaN,NaN,NaN,NaN,,1,NaN,,,NaN,NaN,NaN,NaN,4141,3,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,6,ISL,Besta_deild,2025
V. Margeirsson,ehpnzj2apmfez56i2vggvhexh,Breidablik,c6hu27u143y4z4te8b4036bae,3,1,Defender,Left/Centre,NaN,74,NaN,4,2,61,3,NaN,15,82,64,90,21,7,4,20,5,9,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,8,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,8,ISL,Besta_deild,2025
A. Jónsson,1wlddp2l9xr7xmc42vzck0ine,Breidablik,c6hu27u143y4z4te8b4036bae,1,NaN,Defender,Centre/Right,NaN,75,NaN,1,NaN,52,2,NaN,29,81,52,90,37,17,4,35,15,20,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,1,1,NaN,NaN,4141,10,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,7,ISL,Besta_deild,2025
V. Valgeirsson,26v4xhdntbbnwnzsitjmp4nsa,Breidablik,c6hu27u143y4z4te8b4036bae,5,1,Defender,Right,NaN,37,1,10,5,18,2,1,20,47,23,90,17,5,6,31,12,14,1,1,1,3,3,4,3,2,8,1,,1,NaN,,,2,2,NaN,NaN,4141,2,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,19,ISL,Besta_deild,2025
A. Lúðvíksson,q8vi15wxv1sc9lshuzj1gz1m,Breidablik,c6hu27u143y4z4te8b4036bae,4,NaN,Defensive Midfielder,Centre,NaN,35,NaN,6,1,19,1,NaN,18,46,19,79,16,5,2,29,10,14,1,NaN,1,1,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,,,4,4,NaN,NaN,4141,5,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,14,ISL,Besta_deild,2025
Ó. Ómarsson,3featesbek7turflxsp5fzn1m,Breidablik,c6hu27u143y4z4te8b4036bae,5,1,Midfielder,Left,NaN,25,2,4,5,7,3,1,19,35,8,90,6,2,4,31,13,19,1,NaN,1,1,NaN,4,NaN,3,10,2,,NaN,1,,,1,NaN,NaN,NaN,4141,NaN,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,18,ISL,Besta_deild,2025
V. Einarsson,9186v5jw32p3hfi8v7nfvkic5,Breidablik,c6hu27u143y4z4te8b4036bae,2,NaN,Midfielder,Left/Centre,NaN,26,1,3,2,8,NaN,NaN,19,31,9,63,6,3,4,23,10,12,2,1,3,3,NaN,1,NaN,2,5,3,,1,1,,,3,2,1,1,4141,1,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,7,ISL,Besta_deild,2025
H. Gunnlaugsson,87ogzklhfctx78cbjwgh282j9,Breidablik,c6hu27u143y4z4te8b4036bae,4,1,Midfielder,Centre/Right,NaN,25,3,5,3,10,2,3,15,36,12,90,12,2,6,26,7,13,1,1,1,2,2,1,2,2,2,2,,2,NaN,,,1,1,NaN,NaN,4141,4,1,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,16,ISL,Besta_deild,2025
A. Bjarnason,27a8ay3weff9zyxw7usa54cet,Breidablik,c6hu27u143y4z4te8b4036bae,2,1,Midfielder,Right,NaN,18,2,1,5,5,NaN,1,14,21,5,62,4,4,4,20,10,13,4,NaN,4,3,NaN,2,NaN,NaN,5,NaN,,1,1,,,1,1,NaN,NaN,4141,1,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,9,ISL,Besta_deild,2025
T. Thomsen,43m33adgmas68tl6m34gkuzth,Breidablik,c6hu27u143y4z4te8b4036bae,2,1,Striker,Centre,NaN,18,NaN,3,2,6,NaN,NaN,13,22,6,89,7,3,2,17,9,13,1,1,1,2,NaN,NaN,NaN,3,7,3,,NaN,NaN,,,2,2,1,1,4141,NaN,1,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,7,ISL,Besta_deild,2025
B. Bragason,ei0y0w6bvcjwrx1dupdlqazmx,Breidablik,c6hu27u143y4z4te8b4036bae,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,NaN,ISL,Besta_deild,2025
V. Gautason,65jpt70r6x6n37tgga4xka9ec,Breidablik,c6hu27u143y4z4te8b4036bae,NaN,NaN,Substitute,NaN,Attacker,2,NaN,1,NaN,NaN,NaN,NaN,2,5,NaN,1,1,NaN,1,5,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,1,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,5,ISL,Besta_deild,2025
G. Gunnleifsson,840na1gfywsjygfa2hgb33mz8,Breidablik,c6hu27u143y4z4te8b4036bae,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,NaN,ISL,Besta_deild,2025
D. Obbekjær,e0jb28mjif4jyoqtmbcqv1ai2,Breidablik,c6hu27u143y4z4te8b4036bae,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,NaN,ISL,Besta_deild,2025
Á. Orrason,7fda5vdd1yqd1t7hfui4r7vh0,Breidablik,c6hu27u143y4z4te8b4036bae,3,1,Substitute,NaN,Defender,5,1,1,NaN,NaN,NaN,NaN,5,8,3,11,6,NaN,1,5,3,3,NaN,NaN,NaN,1,2,NaN,2,1,2,1,,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,NaN,Breidablik vs Afturelding,5ply0cc4c0epv8zjjz11auy38,2025-04-05,4,ISL,Besta_deild,2025
