player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
J. Hanuš,4ofgxqnomugt3qic6vdjy139x,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,NaN,NaN,Goalkeeper,Centre,NaN,21,NaN,2,NaN,22,1,NaN,1,25,27,90,18,1,13,6,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,10,CZE,Czech_Liga
F. Novák,c8s2egmvso9z18fn76uw4kded,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,1,1,Defender,Left/Centre,NaN,48,NaN,3,3,36,2,NaN,16,52,38,90,22,4,2,18,7,8,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,6,CZE,Czech_Liga
N. Tekijaški,5m0z9znbaneiy3yj0xbuas9re,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,5,3,Defender,Centre,NaN,51,NaN,5,1,44,1,NaN,9,57,48,90,19,4,2,12,6,6,1,4,1,1,3,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,8,CZE,Czech_Liga
M. Cedidla,8fofcgnxsc650zuzlm6i2ryp6,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,3,3,Defender,Centre/Right,NaN,38,NaN,4,NaN,31,2,NaN,10,42,31,90,10,2,4,15,2,6,NaN,2,NaN,1,NaN,NaN,NaN,NaN,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,5,CZE,Czech_Liga
V. Tchanturishvili,713as8ulfv31hz6bahrctmimt,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,3,1,Midfielder,Left,NaN,49,1,1,4,24,2,NaN,26,57,28,90,18,5,4,33,11,13,NaN,NaN,1,2,1,4,1,1,1,1,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,13,CZE,Czech_Liga
S. Nebyla,7joketqhv90x0eyr2cuyxa25m,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,2,NaN,Midfielder,Left/Centre,NaN,22,1,1,2,14,NaN,NaN,9,26,14,89,10,5,1,13,6,8,1,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,5,CZE,Czech_Liga
F. Zorvan,bqy1z1xzk1io11we0v5tjior9,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,4,2,Midfielder,Centre/Right,NaN,25,NaN,2,3,8,NaN,NaN,17,27,9,62,4,3,1,21,11,12,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,6,CZE,Czech_Liga
D. Souček,9zgiharyp4mic2nmx1rr5yfo5,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,1,NaN,Midfielder,Right,NaN,29,NaN,4,2,18,1,NaN,12,34,21,72,11,3,2,15,6,8,1,1,2,NaN,NaN,2,NaN,1,1,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,6,CZE,Czech_Liga
J. Suchan,5nb8n31f2vntmbe008uxee5ed,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,4,1,Striker,Left/Centre,NaN,19,1,1,2,8,1,NaN,11,23,10,83,5,4,2,14,7,9,NaN,NaN,NaN,1,NaN,1,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,343,NaN,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,11,CZE,Czech_Liga
L. Jawo,dcou83rgnu1d5q4p6q3ee8r1l,Jablonec,bdz8tx20ekj1ryi2e2u13jdl,3,1,Striker,Centre,NaN,12,NaN,4,NaN,6,NaN,NaN,7,19,7,72,5,3,3,13,3,6,1,1,2,3,NaN,NaN,NaN,3,4,4,NaN,NaN,NaN,1,NaN,4,3,2,1,343,2,Jablonec vs Pardubice,lkq419kc15iccij2hvfcg1zo,2025-09-14,11,CZE,Czech_Liga
