team_name,contestantId,match_id,periodId,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,322.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,19.0,24.0,25.0,26.0,28.0,107.0,44.0,292.0,293.0,sequence_duration,sequence_xG,receiverId,receiverName,match_state,clock_sec,set_piece_index,set_piece_type,set_piece_team,event_time
1860 München,1e25o4gxxxnibjh9lgr9ykdfe,5a1y3ys8fqoxqmrm4xmi2oduc,1,2705690067,64,15,5,2,1,96.1,58.9,M. Wolfram,20.0,9.0,NaN,NaN,1860 München vs Saarbrücken,2024-08-02,NaN,NaN,NaN,0.2897,0.5237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,NaN,NaN,true,,,NaN,NaN,NaN,NaN,2.0,0.2897,,,draw,302,3,corner,,302
1860 München,1e25o4gxxxnibjh9lgr9ykdfe,5a1y3ys8fqoxqmrm4xmi2oduc,1,2705690303,67,13,5,39,1,75.6,33.1,J. Guttau,22.0,9.0,NaN,NaN,1860 München vs Saarbrücken,2024-08-02,NaN,NaN,NaN,0.0216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,NaN,NaN,true,,,NaN,NaN,NaN,NaN,0.0,0.0216,,,draw,339,6,corner,,339
Saarbrücken,phapxbb6gx2vjn09uozt2et6,5a1y3ys8fqoxqmrm4xmi2oduc,1,2705691917,64,13,9,51,1,90.2,63.2,S. Stehle,34.0,18.0,NaN,NaN,1860 München vs Saarbrücken,2024-08-02,NaN,NaN,NaN,0.0567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,NaN,true,NaN,,,NaN,NaN,NaN,NaN,0.0,0.0567,,,draw,591,3,freekick,,591
1860 München,1e25o4gxxxnibjh9lgr9ykdfe,5a1y3ys8fqoxqmrm4xmi2oduc,1,2705693357,142,15,14,37,1,85.3,31.1,M. Wolfram,45.0,23.0,NaN,NaN,1860 München vs Saarbrücken,2024-08-02,NaN,NaN,NaN,0.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,NaN,true,NaN,,,NaN,NaN,NaN,NaN,0.0,0.036,,,draw,877,5,freekick,,877
1860 München,1e25o4gxxxnibjh9lgr9ykdfe,5a1y3ys8fqoxqmrm4xmi2oduc,1,2705701843,310,15,37,25,1,95.1,41.7,R. Schifferl,108.0,59.0,NaN,NaN,1860 München vs Saarbrücken,2024-08-02,NaN,NaN,NaN,0.0722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,NaN,NaN,true,,,NaN,NaN,NaN,NaN,1.0,0.0722,,,draw,2245,3,corner,,2245
Saarbrücken,phapxbb6gx2vjn09uozt2et6,5a1y3ys8fqoxqmrm4xmi2oduc,2,2705763827,433,15,55,15,1,87.4,66.4,S. Sonnenberg,149.0,85.0,NaN,NaN,1860 München vs Saarbrücken,2024-08-02,NaN,NaN,NaN,0.0304,0.0907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,NaN,true,NaN,,,NaN,NaN,NaN,NaN,5.0,0.0304,,,draw,3315,3,freekick,,3315
1860 München,1e25o4gxxxnibjh9lgr9ykdfe,5a1y3ys8fqoxqmrm4xmi2oduc,2,2705787347,784,13,90,59,1,91.4,38.9,R. Vollath,257.0,154.0,NaN,NaN,1860 München vs Saarbrücken,2024-08-02,NaN,NaN,NaN,0.0419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,NaN,NaN,true,,,NaN,NaN,NaN,NaN,2.0,0.0419,,,Saarbrücken,5459,2,corner,,5459
Unterhaching,9hf3qhwxy4k0908nw0xo8rj32,5cdnyweadryv1hw7dvcd2htlg,1,2706404767,328,15,31,48,1,76.0,38.5,S. Maier,95.0,67.0,NaN,NaN,Borussia Dortmund II vs Unterhaching,2024-08-03,NaN,NaN,NaN,0.0636,0.2189,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,none,,NaN,NaN,true,,NaN,NaN,NaN,NaN,0.0,0.0636,,,draw,1908,1,freekick_shot,9hf3qhwxy4k0908nw0xo8rj32,1908
Unterhaching,9hf3qhwxy4k0908nw0xo8rj32,5cdnyweadryv1hw7dvcd2htlg,1,2706408413,404,15,41,3,1,90.0,41.2,L. Jastremski,125.0,87.0,NaN,NaN,Borussia Dortmund II vs Unterhaching,2024-08-03,NaN,NaN,NaN,0.0686,0.0571,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,none,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,1.0,0.0686,,,draw,2463,7,throw_in,,2463
Unterhaching,9hf3qhwxy4k0908nw0xo8rj32,5cdnyweadryv1hw7dvcd2htlg,2,2706435597,593,15,60,56,1,91.4,52.6,V. Zentrich,189.0,126.0,NaN,NaN,Borussia Dortmund II vs Unterhaching,2024-08-03,NaN,NaN,NaN,0.0633,0.177,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,none,,NaN,true,NaN,,NaN,NaN,NaN,NaN,4.0,0.0633,,,draw,3656,2,corner,,3656
