player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name,season
M. Kaput,2jm1yhf7rmceuzk1eqf01g5t6,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,5,1,Defensive Midfielder,Centre/Right,NaN,28,2,8,2,19,2,2,10,39,20,64,16,4,4,20,3,6,NaN,1,NaN,1,2,NaN,2,NaN,1,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,13,POL,Ekstraklasa,2023_2024
Luís Machado,aysvttvtlvq6s4cd498rqg5at,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,4,1,Attacking Midfielder,Left,NaN,12,2,NaN,3,7,NaN,NaN,5,14,7,45,6,3,3,10,3,4,1,NaN,1,1,NaN,3,NaN,2,NaN,NaN,NaN,2,NaN,1,,1,1,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,9,POL,Ekstraklasa,2023_2024
R. Wolski,5tlzhf7kxw0ybm9pgqnrqfvth,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,7,3,Attacking Midfielder,Centre,NaN,16,NaN,3,3,6,1,NaN,12,23,8,90,8,6,3,20,8,11,2,1,2,2,NaN,NaN,NaN,NaN,4,2,NaN,NaN,NaN,NaN,,2,1,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,12,POL,Ekstraklasa,2023_2024
Peglow,9ufiiimdo20xtdvbuji670msq,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,4,1,Attacking Midfielder,Right,NaN,6,1,4,5,2,NaN,1,4,13,4,45,2,1,1,12,2,5,NaN,1,NaN,1,NaN,1,NaN,2,3,2,1,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,12,POL,Ekstraklasa,2023_2024
Jardel,8mrej7ty4wu9nxkf64bb1h5d6,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,3,1,Striker,Centre,NaN,2,3,4,1,3,NaN,2,2,6,3,64,3,NaN,1,7,2,6,NaN,1,NaN,1,NaN,1,NaN,1,6,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,12,POL,Ekstraklasa,2023_2024
Vagner,7ruin2kz9zjzba57tdbec7n4l,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,8,2,Substitute,NaN,Attacker,8,1,3,2,2,NaN,NaN,6,13,3,45,4,2,4,12,5,6,NaN,NaN,NaN,4,NaN,2,NaN,1,2,1,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4231,1,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,13,POL,Ekstraklasa,2023_2024
C. Donis,8g7247j50m7qog4ndpjhnxuqd,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,3,1,Substitute,NaN,Midfielder,15,NaN,7,2,12,3,NaN,9,23,16,45,10,2,3,13,NaN,1,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,1,1,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,8,POL,Ekstraklasa,2023_2024
D. Jakubik,ablnsx7aycj2acm2az47fe0gl,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
F. Majchrowicz,48dypea8ci2ql7jxkrhlvcdii,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
K. Okoniewski,dkpfntpq5wxoleie8vgr762ok,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,4,1,Substitute,NaN,Attacker,3,1,NaN,1,1,NaN,NaN,2,3,1,26,NaN,NaN,1,2,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,2,POL,Ekstraklasa,2023_2024
Leândro,73obf401m6a7x0xaq8lyv1txx,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,6,NaN,Substitute,NaN,Midfielder,13,2,3,1,4,1,NaN,12,13,4,26,4,2,4,12,5,5,NaN,NaN,1,3,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,5,POL,Ekstraklasa,2023_2024
Lisandro Semedo,8oaym1hgnpfzxilnj66dt7npx,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
L. Vušković,81qmlg0ttijhkywm55ejdr40k,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,3,2,Substitute,NaN,Defender,22,NaN,5,NaN,15,4,NaN,7,31,19,45,12,1,7,12,2,5,1,4,1,3,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,9,POL,Ekstraklasa,2023_2024
Guilherme Zimovski,3ipuhxkk8mzeqby4zusv54xzo,Radomiak Radom,5iq037iifttb7jw2zkz2z57pj,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
S. Dioudis,bhf1imts9lv5vsv4n6smfza39,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Goalkeeper,Centre,NaN,10,NaN,2,NaN,7,NaN,NaN,8,15,9,90,28,6,10,22,NaN,6,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,16,POL,Ekstraklasa,2023_2024
M. Grzybek,1vto9g1r7vobg2tb4lq6bzh79,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,6,NaN,Defender,Left,NaN,22,2,9,1,16,4,2,6,34,21,90,21,4,5,14,4,7,1,2,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,21,POL,Ekstraklasa,2023_2024
A. Ławniczak,10oo5ya8jupb62jcm0poyv97u,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,4,3,Defender,Left/Centre,NaN,19,NaN,6,3,15,1,NaN,5,30,19,90,15,5,1,12,3,6,NaN,3,NaN,NaN,2,NaN,2,NaN,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,1,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,12,POL,Ekstraklasa,2023_2024
B. Kopacz,es6g15iijmeda0leumxmy5exh,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,6,5,Defender,Centre/Right,NaN,16,NaN,7,3,12,3,NaN,6,28,18,90,16,6,3,12,4,9,1,5,1,NaN,2,1,2,NaN,2,1,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,12,POL,Ekstraklasa,2023_2024
B. Kłudka,9j9royq4nk9ls9q30m7wpj4es,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,5,1,Defender,Right,NaN,9,3,6,NaN,6,1,1,4,15,10,90,7,8,3,6,2,3,1,1,1,2,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,1,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,12,POL,Ekstraklasa,2023_2024
D. Dąbrowski,9icjikaqrkb2rnzyijotv6f2t,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,1,1,Defensive Midfielder,Left/Centre,NaN,27,NaN,8,8,17,2,NaN,19,33,19,90,13,3,5,28,8,9,1,3,3,3,2,3,2,1,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,14,POL,Ekstraklasa,2023_2024
T. Makowski,4bplpmq7yvyjzc8eqplsv6lex,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,9,2,Defensive Midfielder,Centre/Right,NaN,15,NaN,5,1,6,2,NaN,9,22,9,83,9,7,4,13,9,12,NaN,2,NaN,2,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,10,POL,Ekstraklasa,2023_2024
M. Wdowiak,ah6vnv6ucqsj05pj9ofmmfhlh,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,8,4,Attacking Midfielder,Left,NaN,10,1,4,2,2,NaN,NaN,8,17,4,79,6,3,2,13,4,8,2,1,2,2,NaN,NaN,NaN,2,6,2,2,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,13,POL,Ekstraklasa,2023_2024
M. Mróz,9tv1ztkm2d7x9kgg0nm13nrl6,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,4,NaN,Attacking Midfielder,Centre,NaN,11,2,3,2,4,NaN,NaN,10,18,7,73,8,3,1,14,7,9,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,,2,1,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,10,POL,Ekstraklasa,2023_2024
K. Chodyna,51uftpwwmctqrlac1jfu8jbhl,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,5,NaN,Attacking Midfielder,Right,NaN,13,3,4,3,4,2,2,10,18,4,90,5,1,3,17,7,9,1,NaN,4,NaN,NaN,3,NaN,NaN,5,1,NaN,1,1,3,,1,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,12,POL,Ekstraklasa,2023_2024
D. Kurminowski,6ifk9nxjknsu12kkzpdisr7fu,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,7,4,Striker,Centre,NaN,6,2,8,NaN,2,NaN,1,5,10,4,90,4,1,2,7,2,3,1,5,1,2,NaN,NaN,NaN,4,8,5,NaN,NaN,NaN,NaN,,2,2,1,1,4231,3,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,11,POL,Ekstraklasa,2023_2024
S. Buletsa,2bdw52yp8fp0crtax5msykpnt,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,1,NaN,Substitute,NaN,Midfielder,5,NaN,3,NaN,2,NaN,NaN,3,7,2,11,1,1,1,5,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,,1,1,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,3,POL,Ekstraklasa,2023_2024
J. Burić,2nqj02mp08bxdv11btt43isph,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
P. Kusztal,54i2f7iwciv7sev9zb440nw4q,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
Luís Mata,2tuglrftx5oh6v3vax2rufy6t,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
Juan Muñoz,aac0m0x4bynfvt0g1fjaxcct1,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
I. Orlikowski,doch4rktzt268o7tb0hj0bztg,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
T. Pieńko,6qi3kjcejoa3qotg9hxjacr8,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Substitute,NaN,Midfielder,4,1,2,NaN,3,NaN,1,3,5,3,17,3,2,NaN,4,3,4,NaN,1,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,2,POL,Ekstraklasa,2023_2024
M. Poletanović,2issa8rkv5t34sjt7j3lsp4ut,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Substitute,NaN,Midfielder,4,NaN,1,1,1,NaN,NaN,3,4,1,7,2,NaN,NaN,3,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
A. Woźniak,euvavfppzrgw6swh7syek8qmt,Zagłębie Lubin,145oko43h2g50ck9kn3d51xae,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Radomiak Radom vs Zagłębie Lubin,ebelzl6uijac1ugyb72wfb6s4,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
M. Kochalski,6r4w05uhnwtloks9o59g6i221,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,NaN,NaN,Goalkeeper,Centre,NaN,9,NaN,NaN,NaN,9,NaN,NaN,6,14,11,90,22,8,11,19,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,15,POL,Ekstraklasa,2023_2024
M. Ehmann,8ijzcaiwysd673wmpnmatumi2,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,6,3,Defender,Left/Centre,NaN,44,NaN,8,1,40,4,NaN,6,53,46,90,26,3,6,9,3,4,NaN,2,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,9,POL,Ekstraklasa,2023_2024
M. Matras,5grj894wpsbn0vjqbpz4r1a6t,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,1,NaN,Defender,Centre,NaN,38,NaN,3,2,34,2,NaN,6,47,35,90,13,5,3,14,1,8,NaN,1,NaN,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,9,POL,Ekstraklasa,2023_2024
B. Esselink,33kmvqsctqwkosi4o2lumxap6,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,3,2,Defender,Centre/Right,NaN,44,2,4,1,26,2,2,18,51,27,90,29,6,4,24,3,7,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,10,POL,Ekstraklasa,2023_2024
K. Getinger,6bvd3l05k188sbzugirti6r4l,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,5,2,Midfielder,Left,NaN,28,2,6,4,16,5,2,14,35,20,79,20,3,6,18,7,9,1,1,1,1,3,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,10,POL,Ekstraklasa,2023_2024
P. Wlazło,85m3lerbsn644np58ufhhrx05,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,3,NaN,Midfielder,Left/Centre,NaN,38,NaN,2,2,20,1,NaN,23,48,23,90,20,5,9,31,8,12,1,1,1,7,NaN,2,NaN,1,1,1,NaN,1,1,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,15,POL,Ekstraklasa,2023_2024
M. Guillaumier,7ueu8i40ucv4340ert4ioqd3p,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,4,NaN,Midfielder,Centre/Right,NaN,29,NaN,4,2,17,2,NaN,12,38,18,83,16,7,4,21,3,10,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,12,POL,Ekstraklasa,2023_2024
Ł. Gerstenstein,k9y3o0wq1upfd7qdvb1bcbv8,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,4,2,Midfielder,Right,NaN,18,1,2,2,3,4,1,16,24,6,80,10,1,5,20,8,11,2,1,2,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,9,POL,Ekstraklasa,2023_2024
K. Hinokio,2yklxg52h28f2izoldmo03m22,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,4,NaN,Striker,Left/Centre,NaN,19,2,3,1,13,2,NaN,6,23,14,72,3,1,7,11,2,4,NaN,NaN,NaN,5,NaN,2,NaN,1,2,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,12,POL,Ekstraklasa,2023_2024
I. Shkurin,2vdsve6yhop4tq3hwqsv233hm,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,5,2,Striker,Centre,NaN,12,1,7,1,2,1,1,10,21,4,90,7,4,4,17,6,12,1,3,1,2,NaN,NaN,NaN,1,5,1,1,1,NaN,NaN,,1,NaN,,,343,1,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,13,POL,Ekstraklasa,2023_2024
M. Domański,2ox4czikc6pxgahzbg1dpnkk5,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,2,NaN,Striker,Centre/Right,NaN,37,1,2,2,14,3,1,24,44,17,79,11,5,5,28,13,17,NaN,NaN,1,2,NaN,1,NaN,3,1,1,NaN,NaN,1,1,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,10,POL,Ekstraklasa,2023_2024
Rafa Santos,4l3tci3ke0vmndcckyznltl2h,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,NaN,NaN,Substitute,NaN,Midfielder,6,NaN,1,NaN,4,NaN,NaN,2,7,4,7,2,2,NaN,3,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,1,POL,Ekstraklasa,2023_2024
I. Gheorghe,2g1be3tb36kdnnws3r9w5ghd5,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,1,NaN,Substitute,NaN,Midfielder,4,NaN,1,1,4,1,NaN,NaN,7,5,18,3,NaN,2,3,NaN,2,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,6,POL,Ekstraklasa,2023_2024
A. Jaunzems,c65pxqkhsycacsf6bf19s8yui,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,NaN,NaN,Substitute,NaN,Defender,3,NaN,1,NaN,1,NaN,NaN,2,5,2,10,3,2,1,4,1,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,3,POL,Ekstraklasa,2023_2024
K. Jałocha,bsb9sg15xxw3jb64yoc0m7get,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
K. Meriluoto,bj9su6aafe5hhp6gs8smew76y,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,4,NaN,Substitute,NaN,Attacker,1,1,1,NaN,2,NaN,NaN,NaN,1,2,11,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,2,POL,Ekstraklasa,2023_2024
K. Pajnowski,d4zk1ofcpmvd91y6o267h9bs9,Stal Mielec,3ail506t69cxr60r1p6wlfqmb,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Stal Mielec vs Legia Warszawa,ebof85ywo8mjzm3e5lj5bh5p0,2024-04-28,NaN,POL,Ekstraklasa,2023_2024
