playerName,playerId,contestantId,team_name,label,match_id,date,9,321,322
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Korona Kielce vs Lech Poznań,deku1uxpu71na7wsi2bwjph5g,2023-12-02,0,0.1391786783933639,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Jagiellonia Białystok,cib9frxabmmknp0yigvrpnmdw,2023-10-24,NaNNaN,0.0,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Korona Kielce,ek9kp9paqpyvgxkt1uebpc4d0,2024-05-25,0,0.0769786015152931,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Pogoń Szczecin,e3fzmoqtpqzflegytj7tq7y1g,2024-04-07,0,0.0,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Puszcza Niepołomice,czqrokdpbkczvgfjpf8mmnb4k,2023-10-06,0,0.0,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Raków Częstochowa,cn5p1w79qtayxmdvwnaj809w4,2023-09-28,0,0.0,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Ruch Chorzów,d6vxslimxjhguv3ka7rkt1t04,2023-11-04,0,0.0,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Warta Poznań,dyhpa1aw7w51p7s8ymqdsvwgk,2024-03-15,0,0.0,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Widzew Łódź,dbka5mc9plr6vil8gl0vfh6hg,2023-11-26,NaNNaN,0.0,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs ŁKS Łódź,d1ysq8plykmzeaj91axnaxz4k,2023-10-21,0,0.0,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Lech Poznań vs Śląsk Wrocław,dqr2vmc3ae1uhuxbya312eb6c,2024-02-24,0,0.0340095274150371,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Pogoń Szczecin vs Lech Poznań,cxajmshvbqj1vxyc6lol0x3x0,2023-10-01,0,0.0262043736875057,0.6446
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Puszcza Niepołomice vs Lech Poznań,e65lj56rnr9v5g6qhlvr4t6hg,2024-04-13,0,0.0756162479519844,0.1988
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Ruch Chorzów vs Lech Poznań,edx36z5newijtcikxym8o6kno,2024-05-03,NaN,0.0441138222813606,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Stal Mielec vs Lech Poznań,e1qpn8jcqlf7b9pozruyaml1w,2024-04-01,0,0.0895717516541481,0.0
A. Ba Loua,aobtkjx0rcummk9vyi40n4vs9,duvz7klp081jpg8fx5nze7ks7,Lech Poznań,Śląsk Wrocław vs Lech Poznań,cmd4kyobbdq2rqssyl9gapvkk,2023-08-20,NaNNaN,0.0,0.0
A. Cetnar,6c2e8llxmv2146qj2veq1cg7o,3ail506t69cxr60r1p6wlfqmb,Stal Mielec,ŁKS Łódź vs Stal Mielec,em8e0p3wgbeo9td6kzlc25afo,2024-05-25,NaN,0.0374276898801326,0.0
