player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
P. Pentz,4ilnnpfgjfz35lni9ppzd93v9,Brøndby,9qsmopgutr7ut5g6workk8w4i,NaN,NaN,Goalkeeper,Centre,NaN,21,NaN,NaN,NaN,15,NaN,NaN,8,28,17,90,27,11,7,17,6,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,11,DNK,DBU_Pokalen
M. Divković,2tthm6h5o033dz440e476rhbe,Brøndby,9qsmopgutr7ut5g6workk8w4i,1,NaN,Defender,Left,NaN,41,NaN,5,1,28,2,NaN,15,47,30,90,13,5,5,20,9,12,NaN,1,NaN,3,2,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,10,DNK,DBU_Pokalen
J. Rasmussen,bnar4f48vnx4oaz2lzch48es5,Brøndby,9qsmopgutr7ut5g6workk8w4i,2,2,Defender,Left/Centre,NaN,57,NaN,6,1,45,5,NaN,13,65,49,90,31,2,5,17,2,3,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,9,DNK,DBU_Pokalen
F. Alves,506kxojakimt5s0v2c4q6b33e,Brøndby,9qsmopgutr7ut5g6workk8w4i,1,1,Defender,Centre/Right,NaN,45,NaN,2,NaN,41,1,NaN,15,51,42,90,17,4,1,20,1,4,NaN,2,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,6,DNK,DBU_Pokalen
S. Sebulonsen,hsobzlp177f9755mpsi7szmy,Brøndby,9qsmopgutr7ut5g6workk8w4i,5,2,Defender,Right,NaN,31,1,3,3,19,3,NaN,13,36,21,90,8,2,3,16,6,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,10,DNK,DBU_Pokalen
N. Nartey,2xp7fbcl6a4nua9jpm7b4k1sk,Brøndby,9qsmopgutr7ut5g6workk8w4i,6,NaN,Midfielder,Left/Centre,NaN,30,4,4,1,16,2,2,14,33,16,85,7,3,3,17,6,7,NaN,NaN,1,1,1,NaN,1,1,1,1,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,433,1,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,7,DNK,DBU_Pokalen
D. Wass,etz3rjq7chhaomst5u28nnff9,Brøndby,9qsmopgutr7ut5g6workk8w4i,4,2,Midfielder,Centre,NaN,38,1,3,2,26,2,NaN,15,42,28,78,12,6,3,18,5,6,NaN,1,1,1,1,1,1,NaN,1,1,NaN,NaN,1,NaN,NaN,2,2,NaN,NaN,433,1,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,6,DNK,DBU_Pokalen
J. Radošević,94didhw8o1blxonn4amoahcr9,Brøndby,9qsmopgutr7ut5g6workk8w4i,2,NaN,Midfielder,Centre/Right,NaN,29,NaN,2,2,19,3,NaN,10,31,20,90,8,4,7,13,3,5,NaN,2,NaN,4,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,2,2,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,7,DNK,DBU_Pokalen
N. Vallys,chteizjcvxpvze9p77gcttcoa,Brøndby,9qsmopgutr7ut5g6workk8w4i,6,1,Striker,Left/Centre,NaN,21,NaN,1,1,10,NaN,NaN,12,27,11,90,6,3,NaN,17,7,11,NaN,1,1,NaN,1,NaN,1,1,3,1,1,NaN,NaN,1,NaN,2,2,NaN,NaN,433,1,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,10,DNK,DBU_Pokalen
M. Kvistgaarden,7z1pv1wezn5rydamnknklv2ay,Brøndby,9qsmopgutr7ut5g6workk8w4i,3,NaN,Striker,Centre,NaN,8,4,6,1,4,1,2,4,14,6,71,4,2,2,8,3,7,NaN,1,NaN,NaN,NaN,NaN,NaN,1,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,1,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,13,DNK,DBU_Pokalen
Y. Suzuki,53nd6a4o02ebb0w2s12prijje,Brøndby,9qsmopgutr7ut5g6workk8w4i,6,2,Striker,Centre/Right,NaN,11,1,3,1,5,NaN,NaN,7,14,5,71,2,NaN,1,10,5,6,NaN,1,NaN,NaN,1,NaN,1,NaN,2,NaN,NaN,1,NaN,NaN,NaN,2,2,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,8,DNK,DBU_Pokalen
F. Bundgaard,9auqrrixu34cgkpe8trlkaoh6,Brøndby,9qsmopgutr7ut5g6workk8w4i,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,NaN,DNK,DBU_Pokalen
S. Klaiber,6anvl82jyio52wo87cbxdp4np,Brøndby,9qsmopgutr7ut5g6workk8w4i,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,NaN,DNK,DBU_Pokalen
T. Mikkelsen,3hi7nroqhsvj8elv8nd9a8ted,Brøndby,9qsmopgutr7ut5g6workk8w4i,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,NaN,DNK,DBU_Pokalen
C. Bischoff,1gr0k94d0nh7msa32f6728aok,Brøndby,9qsmopgutr7ut5g6workk8w4i,4,NaN,Substitute,NaN,Defender,2,1,NaN,1,NaN,NaN,NaN,2,2,NaN,19,1,NaN,1,2,2,2,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,1,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,4,DNK,DBU_Pokalen
O. Omoijuanfo,53tbs0tyag4c741oqro5t7b2t,Brøndby,9qsmopgutr7ut5g6workk8w4i,2,1,Substitute,NaN,Attacker,2,NaN,3,NaN,2,NaN,NaN,2,3,2,19,1,NaN,NaN,3,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,5,DNK,DBU_Pokalen
S. Spierings,aa0888u38mjc1euhofseazb2t,Brøndby,9qsmopgutr7ut5g6workk8w4i,1,NaN,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,2,NaN,NaN,NaN,3,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Brøndby vs AGF,bf6gv9dhzmq6dnb7356ja9e6s,2024-12-15,1,DNK,DBU_Pokalen
