player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll
M. Ilić,2unnytu55d7lvws7h3r86yhud,81lpho34qr3dad0xzalq0abja,NaN,NaN,Goalkeeper,Centre,NaN,16,NaN,NaN,NaN,19,1,NaN,4,17,20,90,12,1,5,5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,2
M. Rodić,cj3fd7djmm3m1lvxoyzq0onh1,81lpho34qr3dad0xzalq0abja,7,4,Defender,Left,NaN,51,NaN,6,3,20,2,NaN,31,58,21,90,29,8,3,38,20,23,NaN,1,NaN,1,3,1,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,9
N. Stojić,eogax9mw7l5c23s3j2mcojjoq,81lpho34qr3dad0xzalq0abja,3,1,Defender,Left/Centre,NaN,51,1,5,NaN,47,6,1,4,55,49,90,11,1,9,6,1,1,NaN,3,NaN,3,1,NaN,1,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,5
N. Djiga,ecowfx5iwg3lw9pn3x7tn1gr8,81lpho34qr3dad0xzalq0abja,1,NaN,Defender,Centre/Right,NaN,49,NaN,1,NaN,40,NaN,NaN,9,52,42,90,20,2,6,10,2,2,NaN,1,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,4
O. Mimović,cu13lfpqojvl94w4w0546pgk4,81lpho34qr3dad0xzalq0abja,4,1,Defender,Right,NaN,54,2,5,5,27,3,2,28,60,27,90,24,8,6,39,12,16,1,NaN,2,3,1,6,1,NaN,3,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,16
Dálcio,9wabmo0s1815sxu5fdc7xpx49,81lpho34qr3dad0xzalq0abja,1,NaN,Defensive Midfielder,Left/Centre,NaN,50,NaN,4,2,19,NaN,NaN,31,55,20,90,17,10,2,35,11,14,3,1,3,2,3,NaN,3,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,7
Hwang In-Beom,43ib46nh45n9oajf5rmaz4f6x,81lpho34qr3dad0xzalq0abja,1,NaN,Defensive Midfielder,Centre/Right,NaN,66,NaN,4,13,19,1,NaN,52,68,20,80,30,15,3,61,34,35,6,NaN,9,2,1,4,1,1,2,1,1,NaN,NaN,1,1,1,1,1,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,10
L. Ilić,65je30iyno0ea0yylc355o3jd,81lpho34qr3dad0xzalq0abja,3,NaN,Attacking Midfielder,Left,NaN,30,1,2,2,12,1,1,20,30,12,45,6,2,4,20,10,10,1,NaN,3,3,NaN,NaN,NaN,4,8,4,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,1
A. Katai,3oub3l3mryzafp6wobgjbgxjp,81lpho34qr3dad0xzalq0abja,4,3,Attacking Midfielder,Centre,NaN,20,4,8,2,2,NaN,3,22,27,2,68,7,4,4,30,15,22,NaN,2,NaN,2,1,1,1,3,12,4,NaN,2,NaN,NaN,NaN,1,1,1,1,4231,1,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,9
J. Rodríguez,eika2197gwlmjq70xdvisoe09,81lpho34qr3dad0xzalq0abja,NaN,NaN,Attacking Midfielder,Right,NaN,22,NaN,2,4,4,NaN,NaN,19,27,4,68,2,3,NaN,26,12,17,1,NaN,1,NaN,1,3,1,5,2,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,7
C. Ndiaye,4i0lhae9ggu7xzxg8on35qy95,81lpho34qr3dad0xzalq0abja,5,NaN,Striker,Centre,NaN,12,1,2,1,3,NaN,1,9,15,3,68,2,1,4,12,5,7,1,NaN,1,3,NaN,NaN,NaN,5,7,5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,2,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,9
Bruno Duarte,8cfopdu7tyfve6iu3sinme1gp,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Attacker,1,NaN,NaN,1,1,NaN,NaN,NaN,3,1,22,NaN,1,1,2,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,4231,1,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,2
I. Guteša,5ke2uwwaoyzdd1f4ryyi2cv3e,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
L. Jovanović,boquhcwmad8a9gcq3jcv1m68k,81lpho34qr3dad0xzalq0abja,1,NaN,Substitute,NaN,Attacker,10,NaN,NaN,NaN,6,NaN,NaN,4,12,7,22,3,1,2,5,3,3,1,NaN,1,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,3
G. Kanga,daepbhdv5jmtsx45ov5vgnr2t,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Midfielder,19,NaN,1,2,9,NaN,NaN,11,22,10,22,8,6,3,13,7,8,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,3
N. Knežević,ebnjqfs4wweqq5mfpepo25g16,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
S. Leković,d29kspi5hcnnl38om4ikn1xck,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
S. Mijailović,2s4xvo3bl8qj47taessa5nb2t,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
E. Prutsev,8zx7blw00uknirnx7rv98vb4k,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,1,NaN,NaN,1,2,1,10,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,2
U. Spajić,b327g29wiilzcv606v54g8pud,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
U. Sremčević,7hzwkvpglkqwz1g6ox2x2fg9g,81lpho34qr3dad0xzalq0abja,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
J. Šljivić,9g5qi226dysmtv1jlq6nrfpjo,81lpho34qr3dad0xzalq0abja,3,NaN,Substitute,NaN,Midfielder,28,2,1,2,8,NaN,1,20,31,9,45,3,1,2,22,13,15,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,6
V. Jovanović,3l9ef1r1xnr5s6x2zdyfaiyok,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Goalkeeper,Centre,NaN,14,NaN,NaN,NaN,20,NaN,NaN,1,15,21,90,14,NaN,9,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,4
S. Golubović,ax95e62p4xocrrdmcxynttt9m,daa2roah2k4uc41yqiwzb6f17,1,NaN,Defender,Left,NaN,11,NaN,3,NaN,9,1,NaN,4,17,11,80,9,2,2,8,2,5,NaN,NaN,NaN,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,8
E. Ceesay,9gwa9cuxiq1gvqvelhxtslgd0,daa2roah2k4uc41yqiwzb6f17,1,NaN,Defender,Left/Centre,NaN,28,NaN,1,NaN,27,1,NaN,3,32,28,90,14,NaN,4,6,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,4
L. Radivojević,bnw2vzr4vlrgqdb37obwaxuga,daa2roah2k4uc41yqiwzb6f17,8,3,Defender,Centre/Right,NaN,41,1,1,1,39,3,NaN,5,50,43,90,28,3,3,10,NaN,3,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,10
N. Doderović,32cwshognf8xi39h5gsb10hlg,daa2roah2k4uc41yqiwzb6f17,5,1,Defender,Right,NaN,20,2,5,4,16,4,1,8,24,16,90,8,NaN,7,13,3,4,2,NaN,2,3,1,3,1,NaN,1,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,11
D. Miladinović,6vlj6wimbk7ukhi39h3dqpx7u,daa2roah2k4uc41yqiwzb6f17,4,NaN,Midfielder,Left/Centre,NaN,33,3,4,2,16,7,2,17,40,18,90,17,4,11,22,9,12,NaN,NaN,NaN,4,NaN,NaN,NaN,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,10
P. Ferreira,46vdy02pnxq13haepg0npa9zo,daa2roah2k4uc41yqiwzb6f17,2,NaN,Midfielder,Centre,NaN,38,NaN,1,4,23,3,NaN,18,44,27,90,23,2,3,24,4,4,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,11
O. Dimitrić,6pc2t5zyfup8y69rsls1j1dnu,daa2roah2k4uc41yqiwzb6f17,5,NaN,Midfielder,Centre/Right,NaN,25,1,2,1,16,2,NaN,10,33,18,80,15,4,3,16,6,11,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,11
T. Pérez,bulf5i8moxjk1nei7zj5jugic,daa2roah2k4uc41yqiwzb6f17,2,1,Striker,Left/Centre,NaN,13,NaN,2,1,9,1,NaN,8,19,12,86,3,1,1,14,5,6,2,NaN,3,NaN,NaN,3,NaN,1,4,2,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,12
J. Stojanović,14d4d3eeq7s4cscn0lz3vtjv9,daa2roah2k4uc41yqiwzb6f17,3,NaN,Striker,Centre,NaN,11,2,5,NaN,6,NaN,1,5,16,8,59,10,1,NaN,8,1,2,NaN,3,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,9
I. Milanović,ef3y9w56rxjmbmtaj40zngp3o,daa2roah2k4uc41yqiwzb6f17,4,1,Striker,Centre/Right,NaN,4,1,7,NaN,5,NaN,NaN,1,8,6,58,3,NaN,NaN,4,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,7
D. Aćimović,d177mqtm4vocb81y7oof0rmdw,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
K. Bošković,93ura2wcsor3gwa0nsbrm45ck,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Substitute,NaN,Defender,1,NaN,NaN,NaN,NaN,NaN,NaN,1,2,NaN,10,2,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,1
M. Dubljanić,5ohuqvnbj46zkwtug5cudmqy,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
I. Jovanović,14h1c02wz8c00uvqbeo6t9edw,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
R. Nagy,1cp3lyt6i2kmfl11rgz1qsn6y,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
S. Petkoski Cimbaljević,dqai5mmhhb5kdxe1bewwksd90,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
I. Radovanović,rnahabpvj34tsl9q53gt2rit,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
S. Rakić,838ugn4dlbiyc4a511pfxc2s4,daa2roah2k4uc41yqiwzb6f17,4,1,Substitute,NaN,Midfielder,5,1,2,1,1,NaN,NaN,4,9,3,31,4,2,NaN,7,2,3,1,NaN,1,NaN,NaN,1,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,7
B. Runjajić,6ge3vu3yjpzzctu274qxp37kk,daa2roah2k4uc41yqiwzb6f17,1,NaN,Substitute,NaN,Attacker,3,NaN,NaN,1,1,NaN,NaN,2,5,1,10,1,NaN,1,4,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,3
A. Saidov,c3gp1mjkmdcorig8badl07190,daa2roah2k4uc41yqiwzb6f17,1,1,Substitute,NaN,Attacker,5,NaN,NaN,NaN,2,NaN,NaN,3,5,2,32,NaN,NaN,2,3,1,1,NaN,NaN,NaN,2,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,1
U. Stevančević,6xcdte1tdetrg5e7vkpszv9qs,daa2roah2k4uc41yqiwzb6f17,NaN,NaN,Substitute,NaN,Attacker,2,NaN,NaN,NaN,1,NaN,NaN,1,2,1,4,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Crvena zvezda vs Jedinstvo Ub,f24t0j39eqve04p3voum1cw0k,2024-07-20,NaN
V. Savić,aho1c5y14qnjf2kg6p94cgd4a,748d7hfcaxop9lx2mai8lnmn9,NaN,NaN,Goalkeeper,Centre,NaN,3,NaN,NaN,NaN,3,NaN,NaN,3,9,4,90,31,7,13,29,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,27
N. Vukajlović,6d63fl2jj91q95avyr5pne961,748d7hfcaxop9lx2mai8lnmn9,7,NaN,Defender,Left,NaN,42,5,4,3,23,7,3,20,51,29,90,22,9,8,27,6,8,NaN,NaN,NaN,1,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,21
J. Marinković,6tdvjlbc9jwxktllu7fa0dhbd,748d7hfcaxop9lx2mai8lnmn9,2,NaN,Defender,Left/Centre,NaN,34,NaN,4,NaN,22,3,NaN,12,38,24,90,13,6,6,15,3,6,NaN,1,NaN,3,2,NaN,2,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,6
S. Bukorac,ebbwvcan8a5dk8uxivpe27is5,748d7hfcaxop9lx2mai8lnmn9,5,2,Defender,Centre/Right,NaN,17,NaN,2,NaN,12,1,NaN,5,20,12,90,5,5,2,9,4,6,1,2,1,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,4
D. Čubra,gshjz8lmpxqf1le94zutpgr8,748d7hfcaxop9lx2mai8lnmn9,2,NaN,Defender,Right,NaN,17,NaN,NaN,3,5,2,NaN,13,24,11,90,14,5,2,15,6,7,1,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,9
M. Tošeski,co7uf1899byfxlsj1myjyj9hx,748d7hfcaxop9lx2mai8lnmn9,6,4,Defensive Midfielder,Left/Centre,NaN,39,1,4,2,18,1,1,22,42,19,67,6,5,2,27,6,7,2,1,2,1,2,3,2,2,2,2,NaN,NaN,NaN,NaN,NaN,1,1,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,6
F. Krstić,nt2ddiawtszo6chmat9ox1bd,748d7hfcaxop9lx2mai8lnmn9,5,3,Defensive Midfielder,Centre/Right,NaN,30,NaN,1,NaN,16,3,NaN,14,33,16,89,8,8,3,17,6,9,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,3
N. Bastajić,dmrxj3r1t0xflqxrdx8966gut,748d7hfcaxop9lx2mai8lnmn9,11,3,Attacking Midfielder,Left,NaN,31,4,6,3,9,4,1,23,33,9,77,9,4,5,28,13,15,2,2,2,1,2,4,2,3,5,2,NaN,NaN,1,1,NaN,1,1,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,14
N. Karaklajić,e67bg2cqwytcigega5jf0w3bp,748d7hfcaxop9lx2mai8lnmn9,6,NaN,Attacking Midfielder,Centre,NaN,25,4,5,4,10,2,2,17,26,10,90,6,3,3,20,13,14,2,NaN,2,1,NaN,1,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,10
D. Stoiljković,2kpxzx7fn5lpaqnocq31pkul1,748d7hfcaxop9lx2mai8lnmn9,5,3,Attacking Midfielder,Right,NaN,14,2,5,1,5,3,NaN,10,19,7,71,4,NaN,3,13,3,4,1,4,1,NaN,1,1,1,1,1,1,NaN,NaN,1,NaN,NaN,2,2,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,8
M. Bubanj,cie0jcq2y8x35nfnkzmlk52xg,748d7hfcaxop9lx2mai8lnmn9,6,4,Striker,Centre,NaN,14,2,4,NaN,12,3,1,3,17,13,90,3,NaN,4,5,1,2,NaN,1,NaN,1,2,NaN,2,1,4,1,NaN,NaN,NaN,NaN,NaN,1,1,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,8
L. Balević,czg5h7akb9mahh27y31lor9qs,748d7hfcaxop9lx2mai8lnmn9,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,NaN,Napredak vs Partizan,f5g0zgjqkvndwi6up8sbpr1n8,2024-07-19,NaN
