player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date
A. Dumiter,aso5obys6za8cledj6znyrxm1,c9vx2qcl04ab9uiab1gb7jk3k,8,1,Striker,Centre/Right,NaN,17,4,6,3,3,NaN,1,15,26,4,90,7,4,4,24,11,18,NaN,2,NaN,4,NaN,1,NaN,NaN,5,1,1,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
D. Andrei,4gen42cmqzmcjzgxtnbt0kqac,c9vx2qcl04ab9uiab1gb7jk3k,6,2,Substitute,NaN,Midfielder,11,2,3,3,1,1,1,13,14,2,45,2,2,2,15,6,8,NaN,1,1,1,NaN,2,NaN,2,1,NaN,NaN,NaN,2,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
R. Boboc,u29zhixkawd2kd0ozuit8ueh,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
B. Cascini,514pkj1ci9j0j0kkxqmv38iy1,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Ciobanu,4yo4mpxj9i0z3d8h65173jyl1,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Cocian,8v9s71o1kkhp16jhiptmbyktl,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Dima,78itlpznfd44muyvmerb9uqdw,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
L. Droppa,5v9raxblrwvhh3c1bog6ezglx,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
D. Florea,dilen7p5qsic8mdfinwl82bx1,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
C. Paz,2wrrvnmprr0y3w2w3tok7rzrp,c9vx2qcl04ab9uiab1gb7jk3k,1,1,Substitute,NaN,Defender,2,NaN,2,NaN,1,NaN,NaN,1,3,1,11,2,1,NaN,2,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
M. Răduț,60jt1qhz54u2576qxpc5ox591,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
R. Voican,3e2lybm5cw972ej4dy751xpuc,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
O. Vâlceanu,hqeubvhmnmmvdwccrm7cm3th,c9vx2qcl04ab9uiab1gb7jk3k,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,343,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Gorcea,bp7v4n7jsoypi9cwyohnkjxwq,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Goalkeeper,Centre,NaN,5,NaN,NaN,NaN,6,1,NaN,5,10,6,90,18,5,9,13,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
Roger Junio,9qnv6dwroctj0mt4jv13x33e1,1umdtlidvrcxd3umripq0f8tm,3,NaN,Defender,Left,NaN,35,4,8,1,12,8,2,23,46,20,63,21,5,11,27,14,17,NaN,1,NaN,2,2,1,2,NaN,1,NaN,NaN,1,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
B. Mitrea,6y5pwrxzxh51cxbpam42ahnth,1umdtlidvrcxd3umripq0f8tm,6,5,Defender,Left/Centre,NaN,43,NaN,2,NaN,32,1,NaN,12,53,34,63,24,9,4,20,5,9,NaN,1,NaN,3,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
L. Masoero,ceat5wp5demb6cwj6ribrnkyx,1umdtlidvrcxd3umripq0f8tm,5,4,Defender,Centre/Right,NaN,35,1,1,1,24,3,NaN,11,44,27,90,24,9,6,18,3,9,NaN,1,NaN,3,1,NaN,1,NaN,3,2,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
Thalisson Kelven,9w074kbnsf0pny09g1hbej015,1umdtlidvrcxd3umripq0f8tm,3,2,Defender,Right,NaN,32,NaN,8,1,19,1,NaN,14,43,22,90,13,9,1,22,3,10,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
G. Simion,8mvqg59yze2ixlojan8w2j7xl,1umdtlidvrcxd3umripq0f8tm,3,1,Defensive Midfielder,Left/Centre,NaN,67,NaN,6,3,28,2,NaN,39,74,30,90,20,9,7,44,13,17,NaN,4,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,1,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
O. Bic,9tfhug8q4ydcd4j6bp7mcx3o5,1umdtlidvrcxd3umripq0f8tm,2,NaN,Defensive Midfielder,Centre/Right,NaN,65,2,3,3,29,3,2,36,74,31,90,18,12,4,46,14,19,NaN,NaN,NaN,1,3,2,3,1,NaN,NaN,NaN,NaN,NaN,NaN,,1,1,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Chipciu,7gpq6hfol261qlbstz1hqxhhx,1umdtlidvrcxd3umripq0f8tm,9,2,Attacking Midfielder,Left,NaN,29,4,7,3,12,4,3,17,43,16,90,17,7,10,28,7,17,1,NaN,1,4,1,NaN,1,3,6,1,NaN,2,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
D. Nistor,6ywt9wenyv68t02vn9pp4dexh,1umdtlidvrcxd3umripq0f8tm,2,2,Attacking Midfielder,Centre,NaN,36,1,2,9,11,NaN,1,29,50,15,75,17,6,3,41,15,21,1,NaN,4,2,NaN,1,NaN,NaN,NaN,NaN,1,1,1,1,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
Ș. Pănoiu,vp6h0xp021cxx19930t67omi,1umdtlidvrcxd3umripq0f8tm,4,NaN,Attacking Midfielder,Right,NaN,25,1,1,NaN,12,3,NaN,13,29,13,62,9,3,7,16,9,10,NaN,1,NaN,4,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
D. Popa,1burdmmtt0xlp4i0yx1nmux1x,1umdtlidvrcxd3umripq0f8tm,9,6,Striker,Centre,NaN,10,1,3,NaN,1,NaN,1,10,17,2,88,3,1,1,16,7,13,2,2,2,1,NaN,NaN,NaN,1,5,2,NaN,NaN,NaN,NaN,,1,1,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
F. Anselmo,29zjv6zzf6mtw1vcitd280q8l,1umdtlidvrcxd3umripq0f8tm,3,2,Substitute,NaN,Attacker,4,1,1,NaN,1,NaN,NaN,3,6,1,15,3,1,NaN,5,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,2,2,NaN,NaN,NaN,NaN,,1,1,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Chinteș,6oq3iylq81ndspvubgbpl17o4,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
K. Doukoure,85pw7q2msf1u35ivrk860le22,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
M. Fossati,4rfwk5gqxld4nhn5fkqdz4445,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
E. Gertmonas,ajopyzvn1l3jyoq7ktufu611x,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
V. Gheorghe,6lnsr00btsn51fooadijl6xnt,1umdtlidvrcxd3umripq0f8tm,1,NaN,Substitute,NaN,Attacker,2,1,NaN,3,NaN,2,NaN,2,6,2,27,4,1,2,7,NaN,2,2,NaN,2,NaN,1,NaN,1,NaN,4,NaN,NaN,NaN,NaN,1,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
F. Ilie,eq4qhpv3pyi64x61sz8nysdpm,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
P. Iliev,dwblfeebw4wvqyhq7167hmlsl,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
D. Oancea,bknrovlwp8lnndznaurqox756,1umdtlidvrcxd3umripq0f8tm,3,NaN,Substitute,NaN,Defender,16,1,3,1,7,2,NaN,10,18,7,27,8,2,2,14,6,7,1,2,1,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Pițian,9yk8by0fmn5yvtt1cller7k5x,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Roguljić,btlxpoq7tkoht13ikmjop2ymt,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
M. Rus,3ca270plx35v9b2fknfip2aga,1umdtlidvrcxd3umripq0f8tm,6,2,Substitute,NaN,Midfielder,5,2,1,NaN,1,1,NaN,4,7,1,28,2,2,2,7,3,5,NaN,1,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,,Voluntari vs Universitatea Cluj,ejqy7ujbn6h5wzg5n83qn7od0,2024-03-08
A. Buzbuchi,8wxt354n0hx4cgr6vaj1ymqc5,3p3r3bt8hqpia1j9kr9olotwq,NaN,NaN,Goalkeeper,Centre,NaN,16,NaN,3,NaN,20,4,NaN,2,19,24,90,11,2,16,3,2,2,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
M. Popescu,egzn9cab3yvh5xp5avt3akycp,3p3r3bt8hqpia1j9kr9olotwq,1,1,Defender,Left/Centre,NaN,28,1,7,NaN,25,1,1,7,35,27,90,19,9,5,13,5,10,NaN,3,NaN,3,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
Diogo Queirós,zj7p9urhzbk3naybai223js9,3p3r3bt8hqpia1j9kr9olotwq,7,3,Defender,Centre,NaN,20,NaN,10,1,18,1,NaN,5,28,21,61,7,4,3,10,2,4,1,4,1,2,3,NaN,3,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
I. Larie,di5ezofcig3df860ll05xq8yd,3p3r3bt8hqpia1j9kr9olotwq,3,2,Defender,Centre/Right,NaN,28,1,8,NaN,26,3,1,6,42,34,90,23,4,4,13,NaN,4,NaN,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
D. Kiki,1dck5cjwwx9zwojd9g6shi3th,3p3r3bt8hqpia1j9kr9olotwq,6,2,Midfielder,Left,NaN,23,1,4,2,13,3,NaN,10,28,15,90,11,2,7,15,6,7,NaN,3,NaN,3,4,2,4,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
C. Grameni,f4mw2u92474zjsk6wvkrmd9be,3p3r3bt8hqpia1j9kr9olotwq,2,NaN,Midfielder,Left/Centre,NaN,30,1,6,2,13,2,NaN,18,39,17,90,17,6,6,24,13,17,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,1,3,NaN,NaN,1,NaN,NaN,NaN,NaN,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
R. Deaconu,8xzvfq0kds07yvvoskwvbwgyd,3p3r3bt8hqpia1j9kr9olotwq,3,NaN,Midfielder,Centre/Right,NaN,11,1,1,3,5,NaN,NaN,7,15,8,45,6,1,3,11,3,3,NaN,NaN,NaN,2,NaN,2,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
D. Dussaut,f3v4o4y40sneia39a5ap9d4gl,3p3r3bt8hqpia1j9kr9olotwq,2,NaN,Midfielder,Right,NaN,13,NaN,3,3,6,3,NaN,7,23,9,61,9,3,3,16,3,6,NaN,1,NaN,NaN,1,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
C. Budescu,8m2qb5je6yk0omwgnoprtdrdh,3p3r3bt8hqpia1j9kr9olotwq,2,1,Attacking Midfielder,Left/Centre,NaN,16,1,2,6,5,NaN,NaN,13,22,5,61,6,2,3,23,9,12,NaN,1,1,3,NaN,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,3421,1,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
Rivaldinho,1ugtf09ku7rcwuu1mbpmrby6t,3p3r3bt8hqpia1j9kr9olotwq,11,6,Attacking Midfielder,Centre/Right,NaN,10,2,5,NaN,4,1,1,7,14,5,80,3,1,5,10,2,3,NaN,2,NaN,3,NaN,NaN,NaN,3,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,3421,NaN,FCV Farul Constanţa vs Oţelul,ed97lp3vzxvl27n6z4f274ff8,2024-02-24
