playerName,team_name,label,date,318.0
A. Abid,Patro Eisden,RWDM vs Patro Eisden,2024-08-17,0.03358514
A. Arslan,Liège,Liège vs AS Eupen,2024-08-18,0.08035984
A. Bongiovanni,RAAL La Louvière,Francs Borains vs RAAL La Louvière,2024-08-18,0.39892669000000003
A. Caicedo,KRC Genk II,RFC Seraing vs KRC Genk II,2024-08-16,0.13524587999999998
A. Cassaert,Lokeren-Temse,Club Brugge II vs Lokeren-Temse,2024-08-17,0.00602184
A. Corryn,SK Beveren,SK Beveren vs Lommel,2024-08-17,0.00222023
A. Curci,Francs Borains,Francs Borains vs RAAL La Louvière,2024-08-18,0.1639568
A. De Corte,Club Brugge II,Club Brugge II vs Lokeren-Temse,2024-08-17,0.000852
A. Et-Taïbi,Club Brugge II,Club Brugge II vs Lokeren-Temse,2024-08-17,0.04668246
A. Keita,AS Eupen,Liège vs AS Eupen,2024-08-18,0.05245871
A. Khatir,SK Beveren,SK Beveren vs Lommel,2024-08-17,0.00845657
A. Labie,Zulte Waregem,Zulte Waregem vs Lierse K,2024-08-18,0.006723440000000001
A. Laâziri,RWDM,RWDM vs Patro Eisden,2024-08-17,0.23044081
A. Limbombe,SK Beveren,SK Beveren vs Lommel,2024-08-17,0.05417881
A. Maamar,RSC Anderlecht II,RSC Anderlecht II vs Deinze,2024-08-16,0.01961847
A. Messad-Kouchiche,RWDM,RWDM vs Patro Eisden,2024-08-17,0.018046709999999997
A. Ndour,Zulte Waregem,Zulte Waregem vs Lierse K,2024-08-18,0.00910556
A. Ola-Adebomi,SK Beveren,SK Beveren vs Lommel,2024-08-17,0.00532352
A. Staelens,Deinze,RSC Anderlecht II vs Deinze,2024-08-16,4.895e-05
A. Tajaouart,RSC Anderlecht II,RSC Anderlecht II vs Deinze,2024-08-16,0.00279822
A. Tanghe,Zulte Waregem,Zulte Waregem vs Lierse K,2024-08-18,0.022968469999999998
A. Traoré,Zulte Waregem,Zulte Waregem vs Lierse K,2024-08-18,0.09629771
Alejandro Granados,Club Brugge II,Club Brugge II vs Lokeren-Temse,2024-08-17,0.26659029
B. Adinany,Lierse K,Zulte Waregem vs Lierse K,2024-08-18,0.04617814
B. Baiye,AS Eupen,Liège vs AS Eupen,2024-08-18,0.08250636
B. Boukteb,RFC Seraing,RFC Seraing vs KRC Genk II,2024-08-16,0.0144356
B. Bruggeman,Liège,Liège vs AS Eupen,2024-08-18,0.06523088
B. Dansoko,Patro Eisden,RWDM vs Patro Eisden,2024-08-17,0.0179858
B. Faraas,Club Brugge II,Club Brugge II vs Lokeren-Temse,2024-08-17,0.00658898
B. Laes,Lierse K,Zulte Waregem vs Lierse K,2024-08-18,0.06904301
B. Lambert,AS Eupen,Liège vs AS Eupen,2024-08-18,0.00979045
B. Lambot,Liège,Liège vs AS Eupen,2024-08-18,0.04854919
B. Lathouwers,RWDM,RWDM vs Patro Eisden,2024-08-17,0.00028916
B. Manguelle,KRC Genk II,RFC Seraing vs KRC Genk II,2024-08-16,0.01186379
B. Mpanzu,Lierse K,Zulte Waregem vs Lierse K,2024-08-18,0.03061652
B. Reus,SK Beveren,SK Beveren vs Lommel,2024-08-17,0.00129454
B. Yameogo,Club Brugge II,Club Brugge II vs Lokeren-Temse,2024-08-17,0.019684860000000002
B. Çalışkan,AS Eupen,Liège vs AS Eupen,2024-08-18,0.06839919
C. Akpan,KRC Genk II,RFC Seraing vs KRC Genk II,2024-08-16,0.01178739
C. Janssens,Deinze,RSC Anderlecht II vs Deinze,2024-08-16,0.02300582
C. Lavie,Francs Borains,Francs Borains vs RAAL La Louvière,2024-08-18,0.10697961
C. Makosso,RWDM,RWDM vs Patro Eisden,2024-08-17,0.010726049999999999
C. Ndiaye,RFC Seraing,RFC Seraing vs KRC Genk II,2024-08-16,0.01478597
C. Nuozzi,KRC Genk II,RFC Seraing vs KRC Genk II,2024-08-16,0.00020473
D. Asare,Lierse K,Zulte Waregem vs Lierse K,2024-08-18,0.02187924
D. Dassy,SK Beveren,SK Beveren vs Lommel,2024-08-17,0.00094188
