player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll
A. Ola-Adebomi,4c5esq1tuwnfria6hzxctjpqs,ecakpwuj70mwiptbpd1i3xgzd,13,6,Striker,Centre,NaN,8,1,8,NaN,3,1,1,5,13,4,90,6,2,3,9,4,7,NaN,5,NaN,1,NaN,NaN,NaN,1,4,1,NaN,1,NaN,,,1,1,1,1,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,15
S. Bateau,3z982g6djrv6piwca4gm91ln9,ecakpwuj70mwiptbpd1i3xgzd,NaN,NaN,Substitute,NaN,Defender,4,NaN,1,NaN,4,1,NaN,NaN,4,4,11,NaN,NaN,2,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
D. Dassy,eaaxvzqox27ea3u2j9d6gcd90,ecakpwuj70mwiptbpd1i3xgzd,1,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,2
M. Deman,eczyz1c2lgqelhp13xiqb0vhm,ecakpwuj70mwiptbpd1i3xgzd,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
H. Ertürk,3nuc260ylaoma5supd2kasidw,ecakpwuj70mwiptbpd1i3xgzd,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
M. Fall,7ihoe5hhl8bvv50do11zpr4t0,ecakpwuj70mwiptbpd1i3xgzd,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
J. Filipović,d2ifi3myitnsd14yh45c2ue39,ecakpwuj70mwiptbpd1i3xgzd,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
Éverton Luiz,28s54spgd7hf87yrp0yr6atat,ecakpwuj70mwiptbpd1i3xgzd,1,NaN,Substitute,NaN,Midfielder,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,2
J. Lusamba,7m1mfbay50nxysch52r51vyms,ecakpwuj70mwiptbpd1i3xgzd,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
Y. Michiwaki,3sb3e6v6xhywoc1v8l946vs44,ecakpwuj70mwiptbpd1i3xgzd,1,1,Substitute,NaN,Attacker,2,NaN,NaN,NaN,1,NaN,NaN,1,4,2,24,NaN,NaN,2,2,NaN,NaN,1,NaN,1,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,,1,NaN,NaN,NaN,4231,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,3
M. Pieklak,27oqrenibu7guji4mwcm4k8wk,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Goalkeeper,Centre,NaN,27,NaN,1,NaN,30,2,NaN,2,33,34,90,21,3,5,6,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,8
S. de Grand,cmvd2rnp22e1c5cgf6lw2cxec,30lkpynopz5r9obxg9f6glpqc,3,1,Defender,Left,NaN,57,NaN,4,13,34,4,NaN,27,72,37,89,27,8,9,46,8,17,2,1,3,5,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,2,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,25
D. Wouters,9svafwvk8lle1ex1m2y279905,30lkpynopz5r9obxg9f6glpqc,3,1,Defender,Left/Centre,NaN,80,1,5,NaN,60,5,NaN,25,87,63,90,31,6,8,29,4,8,NaN,1,NaN,3,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,8
J. Tolinsson,6cbb70pk6oeeweqp20se11pwq,30lkpynopz5r9obxg9f6glpqc,3,2,Defender,Centre/Right,NaN,94,1,3,1,68,2,NaN,27,99,69,90,26,11,3,31,8,12,1,NaN,1,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,7
Y. Titi,etv71frsyado4q82acsax9n2s,30lkpynopz5r9obxg9f6glpqc,4,1,Defender,Right,NaN,51,2,3,NaN,32,4,1,22,53,33,90,22,1,5,23,8,8,2,1,2,NaN,3,NaN,3,1,4,1,NaN,1,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,6
I. Kébé,b4vfyfmx1g8bex4qfn25vl2ei,30lkpynopz5r9obxg9f6glpqc,2,2,Defensive Midfielder,Centre,NaN,41,1,13,2,28,2,1,14,52,33,90,9,5,5,20,7,10,1,10,1,3,1,NaN,1,NaN,1,1,NaN,NaN,NaN,,,5,5,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,11
Álvaro Santos,9waku6qeyp3on6xum86g0igwk,30lkpynopz5r9obxg9f6glpqc,5,2,Midfielder,Left,NaN,40,3,5,3,15,NaN,2,25,53,15,90,9,4,3,38,14,23,1,NaN,1,2,NaN,NaN,NaN,3,5,1,1,1,NaN,,,2,2,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,18
Igor Vetokele,7y2fbdkqsz35hgsib6rail1hx,30lkpynopz5r9obxg9f6glpqc,4,2,Midfielder,Left/Centre,NaN,12,1,2,NaN,5,1,NaN,7,16,5,79,4,2,2,11,3,6,1,2,1,NaN,NaN,NaN,NaN,1,3,1,NaN,1,NaN,,,2,1,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,8
L. Schoofs,sbxnlkg50itbqkpuh8wnwk45,30lkpynopz5r9obxg9f6glpqc,5,NaN,Midfielder,Centre/Right,NaN,29,3,9,2,15,NaN,2,17,43,19,90,15,5,5,28,9,16,2,NaN,2,3,1,1,1,2,2,2,NaN,2,NaN,,,3,2,NaN,NaN,4141,1,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,18
M. Salah,5oe0z2pxkgmdt2y3e69u8kb9w,30lkpynopz5r9obxg9f6glpqc,7,NaN,Midfielder,Right,NaN,25,7,7,3,10,1,3,16,27,11,90,4,2,2,20,11,12,1,NaN,1,NaN,1,2,1,1,3,NaN,NaN,1,NaN,,,1,1,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,15
J. van Duiven,7uwe0kxpzg271d8ocms7l2kno,30lkpynopz5r9obxg9f6glpqc,2,1,Striker,Centre,NaN,10,NaN,7,NaN,3,NaN,NaN,9,15,6,90,4,3,1,11,6,8,NaN,3,NaN,NaN,NaN,NaN,NaN,2,3,2,NaN,1,NaN,,,1,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,6
N. Ivezić,e51mdys5vrlra4novokxw8i96,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
F. Kujović,1e62ufp0mqtz0xfooimhfc1lg,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
J. Lama,ewmjy077ohfn37lut9cc8fj10,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
T. Letsosa,ebbbhg19k853x5cxjlr6ubevo,30lkpynopz5r9obxg9f6glpqc,1,NaN,Substitute,NaN,Attacker,7,1,1,2,2,1,NaN,6,7,2,11,2,1,2,7,4,4,NaN,NaN,NaN,1,NaN,2,NaN,NaN,1,NaN,NaN,NaN,1,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,2
D. Negry-McGrath,enas42jhp8o60ai97refiv7kk,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
H. Weckmann,8pi18f4gln3pc66122yee4qok,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,4141,NaN,SK Beveren vs Lommel,5sc7bvl0ikpvo5ulebog7gob8,2024-08-17,NaN
X. Gies,ahul5krkti8jznba0phg4cdsl,5g75yizfkepv8ez7027z9p5pd,NaN,NaN,Goalkeeper,Centre,NaN,18,NaN,1,1,29,1,NaN,3,22,31,90,22,4,13,9,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,8
L. Malungu,7ctw5n27hwbomtnltmd5qryms,5g75yizfkepv8ez7027z9p5pd,4,2,Defender,Left/Centre,NaN,33,1,8,1,28,NaN,NaN,6,47,37,90,28,1,NaN,11,NaN,1,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,17
D. Dessoleil,54y1k9ysgdtdvv9ss72ruxiad,5g75yizfkepv8ez7027z9p5pd,1,1,Defender,Centre,NaN,27,1,5,NaN,21,NaN,1,7,33,22,90,16,5,1,13,2,5,NaN,3,NaN,1,1,NaN,1,NaN,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,10
T. Gécé,94m52so1qmqjtmgxtbzgqmsyc,5g75yizfkepv8ez7027z9p5pd,1,NaN,Defender,Centre/Right,NaN,30,NaN,2,NaN,26,1,NaN,8,40,27,76,24,8,1,17,1,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,12
F. Mabani,akmxkt3dlb35t2gbtl26hgnx0,5g75yizfkepv8ez7027z9p5pd,6,2,Midfielder,Left,NaN,13,1,4,1,11,2,NaN,2,18,12,58,3,1,3,7,1,3,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,7
M. Healy,efttuu0mocegmq632ywuwrpm2,5g75yizfkepv8ez7027z9p5pd,5,2,Midfielder,Left/Centre,NaN,32,NaN,4,14,16,1,NaN,18,39,18,90,15,11,2,30,10,14,NaN,1,2,1,2,6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,20
M. Itrak,1pj7smyhf736r5pf21m6mmulm,5g75yizfkepv8ez7027z9p5pd,8,2,Midfielder,Centre/Right,NaN,13,1,8,2,3,1,NaN,10,23,7,89,15,9,3,16,4,9,1,NaN,1,2,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,13
M. Francotte,a44s602lza399we0xg5h3dhih,5g75yizfkepv8ez7027z9p5pd,7,1,Midfielder,Right,NaN,21,2,6,6,9,NaN,NaN,16,24,10,90,9,4,2,20,5,7,3,1,3,2,2,5,2,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,11
C. Lavie,30dhygdloxn7mbe429w31bd91,5g75yizfkepv8ez7027z9p5pd,6,4,Striker,Left/Centre,NaN,11,1,2,3,2,1,1,9,15,4,90,4,NaN,1,13,5,7,1,1,1,NaN,NaN,2,NaN,1,3,1,NaN,NaN,NaN,1,NaN,2,1,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,8
M. Prunier,16pwi03qk6lo51i1n5oh6ac5w,5g75yizfkepv8ez7027z9p5pd,5,3,Striker,Centre,NaN,6,1,5,NaN,1,NaN,NaN,5,10,1,76,5,3,3,9,3,6,NaN,2,NaN,3,NaN,NaN,NaN,2,5,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,8
K. Ruiz-Atil,4yltz3q1eazj539x18uc85l62,5g75yizfkepv8ez7027z9p5pd,6,1,Striker,Centre/Right,NaN,11,2,6,3,8,NaN,1,7,16,10,58,3,3,5,11,2,5,NaN,NaN,NaN,5,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,12
M. Adrar,31ll99ge1hou84b6hhbaghdec,5g75yizfkepv8ez7027z9p5pd,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,NaN
A. Curci,692c3tdqbnhmkvsnwipgry3qi,5g75yizfkepv8ez7027z9p5pd,2,2,Substitute,NaN,Attacker,1,NaN,NaN,NaN,NaN,NaN,NaN,1,2,NaN,14,1,1,1,2,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,1
S. Dewaest,9ma4vdnmvoog1e5pvyii3405x,5g75yizfkepv8ez7027z9p5pd,4,1,Substitute,NaN,Defender,6,NaN,NaN,NaN,3,NaN,NaN,3,7,4,14,3,NaN,NaN,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,3
R. Donnez,7i68gzf8jiir82f4mkawhmexg,5g75yizfkepv8ez7027z9p5pd,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,NaN
J. Gillekens,7mr84dn61d8n7tkjd766iaeax,5g75yizfkepv8ez7027z9p5pd,2,1,Substitute,NaN,Defender,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,2
C. Libertiaux,412n7kmvlcqfox1977zl3oaju,5g75yizfkepv8ez7027z9p5pd,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,NaN
Y. Massolin,16yp4b9n9a7dq2bld6qyt3oyc,5g75yizfkepv8ez7027z9p5pd,2,1,Substitute,NaN,Midfielder,7,1,3,NaN,2,2,1,5,11,4,32,5,2,5,7,2,3,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,8
W. Ochieng,8be7bb0opt1vqmu79vb2gaxyi,5g75yizfkepv8ez7027z9p5pd,5,NaN,Substitute,NaN,Attacker,7,1,7,3,5,1,NaN,3,12,8,32,9,1,1,7,1,2,NaN,2,NaN,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,Francs Borains vs RAAL La Louvière,5sv8xea2c3vcfaedo7mqu1kwk,2024-08-18,12
