player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name,season
P. Bjarnason,25uk6f92cspte2gz542tll1p1,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,9,5,Striker,Centre/Right,NaN,14,NaN,8,NaN,5,NaN,NaN,10,19,7,90,2,2,4,13,4,7,1,3,1,2,NaN,NaN,NaN,2,7,2,NaN,2,NaN,NaN,NaN,2,1,NaN,NaN,442,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,9,ISL,Besta_deild,2023
Ó. Finsen,b8d82j8uf9gtvmkfqh1x4cjbp,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,1,NaN,Substitute,NaN,Attacker,2,2,2,NaN,1,2,1,1,4,3,17,4,1,3,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,5,ISL,Besta_deild,2023
Þ. Hafþórsson,du437ll7tc2yeeng8ebxtmne1,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,NaN,ISL,Besta_deild,2023
G. Ingason,c3syeig8njhifqyzfuh53zac4,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,NaN,ISL,Besta_deild,2023
S. Stefánsson,8edccxdv51iafg5z1leoidzbo,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,NaN,ISL,Besta_deild,2023
Ómar Stefánsson,4w9lg2iydcj1kmlpfu5xgkqac,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,26,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,5,ISL,Besta_deild,2023
R. Sveinsson,8thyqx0nihdxoo314mxmjpot1,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,2,NaN,Substitute,NaN,Midfielder,13,NaN,4,3,8,1,NaN,7,17,9,74,7,2,4,10,4,6,2,NaN,2,3,2,1,2,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,6,ISL,Besta_deild,2023
E. Ásmundsson,pzeu4a7cgm5iklqinm7ls79x,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,4,2,Substitute,NaN,Midfielder,9,NaN,3,2,3,1,NaN,6,9,3,45,3,1,3,7,3,3,1,1,1,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,1,ISL,Besta_deild,2023
M. Rosenørn,18v62rks61r7osny0b6qxslhx,Keflavík,96h322mg5vnaneem9fjzgvioq,NaN,NaN,Goalkeeper,Centre,NaN,20,NaN,NaN,1,28,2,NaN,6,29,31,90,28,7,10,12,4,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,9,ISL,Besta_deild,2023
Nacho Heras,avzhip8lc0f1i3aqo9dufpj9x,Keflavík,96h322mg5vnaneem9fjzgvioq,6,1,Defender,Left,NaN,35,2,5,7,9,2,1,26,45,12,90,14,7,4,35,16,23,1,2,1,NaN,3,2,3,1,8,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,16,ISL,Besta_deild,2023
G. Guðmundsson,8l5fo4sm2uw0c3xei3grv8x5h,Keflavík,96h322mg5vnaneem9fjzgvioq,4,2,Defender,Left/Centre,NaN,56,NaN,4,NaN,42,3,NaN,15,62,43,90,21,6,5,20,2,6,NaN,4,NaN,2,1,NaN,1,NaN,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,6,ISL,Besta_deild,2023
M. Magnússon,aqx4m5zk87mqwrqt6icromtw5,Keflavík,96h322mg5vnaneem9fjzgvioq,3,1,Defender,Centre/Right,NaN,51,NaN,3,1,32,5,NaN,19,57,34,90,21,14,7,23,12,15,NaN,1,NaN,2,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,6,ISL,Besta_deild,2023
A. Jóhannesson,d53xw3ekoi1qa5068wcvj5x5g,Keflavík,96h322mg5vnaneem9fjzgvioq,2,NaN,Defender,Right,NaN,23,1,3,8,5,3,NaN,19,26,5,73,9,3,3,28,11,13,1,1,1,NaN,2,7,2,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,14,ISL,Besta_deild,2023
S. Kamel,brqjclsjoxcm5w66dym463hex,Keflavík,96h322mg5vnaneem9fjzgvioq,7,1,Midfielder,Left,NaN,20,2,2,14,2,2,1,23,26,3,90,9,2,4,37,15,20,NaN,1,4,2,1,5,1,3,4,3,NaN,NaN,1,1,NaN,NaN,NaN,1,1,4411,1,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,21,ISL,Besta_deild,2023
F. Elvarsson,7m5o6a6qalbd18ryisbzqbufp,Keflavík,96h322mg5vnaneem9fjzgvioq,3,1,Midfielder,Left/Centre,NaN,25,NaN,3,3,7,3,NaN,20,32,8,73,11,8,6,27,13,17,2,NaN,2,2,NaN,1,NaN,NaN,3,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,11,ISL,Besta_deild,2023
S. Magnússon,elvkl0bd6qkjradopnd6u0vdh,Keflavík,96h322mg5vnaneem9fjzgvioq,1,1,Midfielder,Centre/Right,NaN,60,NaN,7,5,26,2,NaN,35,71,28,90,28,17,8,46,24,28,1,2,1,4,2,2,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,14,ISL,Besta_deild,2023
S. Guðmundsson,8c7nl7ybyfsp38g0dn2ewm31l,Keflavík,96h322mg5vnaneem9fjzgvioq,1,NaN,Midfielder,Right,NaN,19,1,3,5,4,NaN,1,17,24,4,90,8,2,2,26,11,15,NaN,NaN,NaN,2,2,6,2,NaN,5,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,9,ISL,Besta_deild,2023
D. Valsson,bd6v0zvpshxanjumvot2c1h49,Keflavík,96h322mg5vnaneem9fjzgvioq,10,1,Attacking Midfielder,Centre,NaN,23,11,8,6,7,NaN,7,18,27,7,89,8,1,5,30,17,21,NaN,1,1,2,1,8,1,2,7,2,2,3,NaN,1,NaN,NaN,NaN,NaN,NaN,4411,1,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,23,ISL,Besta_deild,2023
S. Ljubicic,e5ctptboh5equ0yexosqpoo2x,Keflavík,96h322mg5vnaneem9fjzgvioq,3,3,Striker,Centre,NaN,5,NaN,3,NaN,1,NaN,NaN,4,7,1,83,3,1,1,6,3,4,1,3,1,1,NaN,NaN,NaN,1,5,2,1,NaN,NaN,NaN,1,1,1,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,2,ISL,Besta_deild,2023
E. Bjarnason,5r73t5v03uuuq67e5zjj15u51,Keflavík,96h322mg5vnaneem9fjzgvioq,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,1,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,1,ISL,Besta_deild,2023
D. Gylfason,87xbu9wj5uqfr9fskjyn3ofrp,Keflavík,96h322mg5vnaneem9fjzgvioq,1,NaN,Substitute,NaN,Midfielder,10,NaN,NaN,1,5,NaN,NaN,5,10,5,17,NaN,2,3,5,5,5,1,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,NaN,ISL,Besta_deild,2023
V. Hafþórsson,a8latkrmxfihv73vprqqo3fqi,Keflavík,96h322mg5vnaneem9fjzgvioq,NaN,NaN,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,1,NaN,NaN,1,4,1,7,1,1,NaN,3,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,2,ISL,Besta_deild,2023
Ásgeir Páll Magnússon,4msx4y1c0chsky7zideqg3zzd,Keflavík,96h322mg5vnaneem9fjzgvioq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,NaN,ISL,Besta_deild,2023
Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,Keflavík,96h322mg5vnaneem9fjzgvioq,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,NaN,ISL,Besta_deild,2023
E. Osmani,2m1zn1nokma0lavziwy0z68a2,Keflavík,96h322mg5vnaneem9fjzgvioq,2,1,Substitute,NaN,Midfielder,4,4,5,NaN,1,NaN,3,4,5,2,17,NaN,1,NaN,4,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,3,ISL,Besta_deild,2023
G. Stefánsson,e8zfzcc6q2jznkkwpmisjlfro,Keflavík,96h322mg5vnaneem9fjzgvioq,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Keflavík,53sx2gtd3h7a6neeo1551zndg,2023-04-10,NaN,ISL,Besta_deild,2023
Ó. Helgason,dttyh3fpis2y1iy4tnvlcnpt6,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,1,1,Goalkeeper,Centre,NaN,12,NaN,NaN,NaN,13,NaN,NaN,4,24,14,90,22,8,2,19,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,16,ISL,Besta_deild,2023
A. Ásþórsson,9bk0d3pen9gjxogvrcvsryvvt,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,4,1,Defender,Left,NaN,15,NaN,3,12,10,4,NaN,7,27,14,90,12,4,6,24,3,8,1,1,1,2,1,4,1,1,3,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4411,1,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,24,ISL,Besta_deild,2023
Á. Eyþórsson,bn6klx7ql8qh49jz37km977x1,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,1,1,Defender,Left/Centre,NaN,38,NaN,3,NaN,28,2,NaN,10,42,29,72,14,7,2,13,4,7,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,5,ISL,Besta_deild,2023
O. Stefánsson,6j6ojqfc7fm88hsmmhb06v5qt,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,4,4,Defender,Centre/Right,NaN,40,NaN,2,NaN,29,5,NaN,11,49,32,90,22,9,7,18,5,9,NaN,1,NaN,2,2,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,11,ISL,Besta_deild,2023
B. Eyþórsson,c3fgn30eh2dlhaa0g46j9wtii,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,3,NaN,Defender,Right,NaN,22,NaN,2,7,10,3,NaN,15,28,11,90,12,4,4,25,8,11,1,NaN,1,1,1,7,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,13,ISL,Besta_deild,2023
B. Garðarsson,c81mnernwn4ki77vjkbg9z2wa,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,3,1,Midfielder,Left,NaN,16,4,3,1,5,3,2,11,17,5,89,4,NaN,6,12,8,9,NaN,NaN,2,3,NaN,NaN,NaN,3,4,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,4411,1,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,3,ISL,Besta_deild,2023
A. Jónsson,1wlddp2l9xr7xmc42vzck0ine,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,5,1,Midfielder,Left/Centre,NaN,38,NaN,3,6,29,3,NaN,11,46,29,90,10,9,9,19,5,13,NaN,2,NaN,6,1,1,1,3,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,11,ISL,Besta_deild,2023
R. Sveinsson,8thyqx0nihdxoo314mxmjpot1,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,7,2,Midfielder,Centre/Right,NaN,42,1,2,5,24,4,NaN,23,52,27,90,14,7,8,31,11,15,2,NaN,3,3,5,2,5,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,17,ISL,Besta_deild,2023
Þ. Hafþórsson,du437ll7tc2yeeng8ebxtmne1,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,4,2,Midfielder,Right,NaN,9,2,1,NaN,NaN,NaN,NaN,9,10,NaN,74,NaN,1,1,10,7,8,NaN,NaN,1,1,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,1,NaN,1,1,1,1,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,6,ISL,Besta_deild,2023
N. Gunnarsson,9udm0jhp7xd1dis8org2pglm2,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,5,1,Attacking Midfielder,Centre,NaN,16,1,5,2,3,NaN,NaN,13,21,3,89,5,2,4,18,8,11,2,2,3,3,NaN,NaN,NaN,2,6,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,4411,1,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,12,ISL,Besta_deild,2023
P. Bjarnason,25uk6f92cspte2gz542tll1p1,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,10,8,Striker,Centre,NaN,13,1,9,2,3,2,1,10,23,5,89,7,4,4,20,6,15,1,7,1,2,NaN,1,NaN,3,10,3,NaN,NaN,NaN,NaN,NaN,1,1,1,1,4411,2,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,19,ISL,Besta_deild,2023
E. Björnsson,bmxuh8ep8s08173tlqhl0fa39,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,NaN,NaN,Substitute,NaN,Defender,6,NaN,NaN,1,5,1,NaN,2,7,6,18,1,1,1,2,1,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,1,ISL,Besta_deild,2023
F. Brynjólfsson,9dl5nxvia4wxmu4sdqthvb23u,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,2,NaN,Substitute,NaN,Midfielder,1,3,1,1,1,NaN,1,1,2,1,1,NaN,NaN,NaN,2,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,3,ISL,Besta_deild,2023
Ó. Finsen,b8d82j8uf9gtvmkfqh1x4cjbp,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,NaN,ISL,Besta_deild,2023
U. Ingvarsson,cvkw667kybc5qqa481s3vtvqh,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,NaN,NaN,Substitute,NaN,Defender,2,NaN,NaN,NaN,1,NaN,NaN,1,3,2,1,NaN,NaN,1,1,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,1,ISL,Besta_deild,2023
J. Rivine,5v8bab8hho1b02lkp15ijgmh,Fylkir,4ajfjd27jfzjurj7szzr0rsh2,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4411,NaN,Fylkir vs Fram,7v8joxsdxsn37fum6d46do8ic,2023-10-07,NaN,ISL,Besta_deild,2023
