playerName,team_name,318.0,label,date
M. Olsson,Halmstad,0.00425533,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.00101581,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00017078,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00007257,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00009998,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00004181,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00636111,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.00000092,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.0001225,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.0000022,Värnamo vs Halmstad,2024-04-28
M. Olsson,Halmstad,0.00000249,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00010354,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00000036,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.0005109,Värnamo vs Halmstad,2024-04-28
T. Rönning,Halmstad,0.00008707,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00019868,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00028029,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00170151,Värnamo vs Halmstad,2024-04-28
M. Olsson,Halmstad,0.00004149,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.00003021,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00017213,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00089392,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00025507,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00097879,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00061112,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00055007,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00079819,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00912515,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00119795,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00016262,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00009043,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00007709,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00002937,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00005173,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.0000332,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00002592,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00185667,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00012347,Värnamo vs Halmstad,2024-04-28
N. Mohammed,Halmstad,0.00171581,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.00114962,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00007777,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00022812,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00002196,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00009427,Värnamo vs Halmstad,2024-04-28
G. Engvall,Värnamo,0.00003597,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.02836462,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00001277,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00002278,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00002247,Värnamo vs Halmstad,2024-04-28
M. Olsson,Halmstad,0.08734209,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00000134,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00000561,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00003396,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.00000117,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00006808,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00013179,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.00003569,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00049088,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.00012257,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00455695,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.00010653,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.00056515,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00000018,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00000081,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00000023,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00000553,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00009458,Värnamo vs Halmstad,2024-04-28
A. Zeljkovic,Värnamo,0.00534309,Värnamo vs Halmstad,2024-04-28
G. Engvall,Värnamo,0.0018492,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00099146,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.0010311,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00088961,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00065695,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00039556,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00170896,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00050348,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00038124,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00019738,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00005988,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00038235,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.00002729,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00004322,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00021704,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.0000933,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00160113,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00053523,Värnamo vs Halmstad,2024-04-28
T. Rönning,Halmstad,0.00011551,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00000357,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00000691,Värnamo vs Halmstad,2024-04-28
T. Rönning,Halmstad,0.00002869,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.00018975,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00000553,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00003982,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.0001034,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00101334,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00137525,Värnamo vs Halmstad,2024-04-28
T. Rönning,Halmstad,0.0000134,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00015223,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.00000268,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.0003507,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00004027,Värnamo vs Halmstad,2024-04-28
G. Engvall,Värnamo,0.00000571,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00000248,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00000217,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00000381,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.00000034,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00000192,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00000201,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00001047,Värnamo vs Halmstad,2024-04-28
G. Engvall,Värnamo,0.00002617,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.00005096,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00021057,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.0005444,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00647028,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00105488,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00000403,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.00000273,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00007509,Värnamo vs Halmstad,2024-04-28
P. Ofosu-Ayeh,Halmstad,0.00000062,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.0003386,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00031483,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00063819,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00074042,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00259113,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00026369,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00003023,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.00005417,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00016938,Värnamo vs Halmstad,2024-04-28
G. Wallentin,Halmstad,0.00001463,Värnamo vs Halmstad,2024-04-28
A. Zeljkovic,Värnamo,0.00018246,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00114181,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.00035239,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00039039,Värnamo vs Halmstad,2024-04-28
N. Mohammed,Halmstad,0.00014449,Värnamo vs Halmstad,2024-04-28
P. Ofosu-Ayeh,Halmstad,0.00033794,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00021932,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00017919,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00022041,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00074309,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00020373,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00234203,Värnamo vs Halmstad,2024-04-28
N. Mohammed,Halmstad,0.00000049,Värnamo vs Halmstad,2024-04-28
A. Zeljkovic,Värnamo,0.0000205,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00008028,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00013272,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00019653,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00016915,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00028928,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00054424,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00272631,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.00019809,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00017415,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00033575,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00035486,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00038575,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00009978,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00014099,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00007425,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00022798,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00015997,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.0004567,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00023572,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.0000076,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00005049,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00004241,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00002349,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00002702,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00011674,Värnamo vs Halmstad,2024-04-28
G. Wallentin,Halmstad,0.00014954,Värnamo vs Halmstad,2024-04-28
A. Zeljkovic,Värnamo,0.00091842,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00071526,Värnamo vs Halmstad,2024-04-28
G. Engvall,Värnamo,0.00075323,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.00000206,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00045294,Värnamo vs Halmstad,2024-04-28
G. Engvall,Värnamo,0.0005682,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00023021,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00008827,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00000811,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00005645,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.00000374,Värnamo vs Halmstad,2024-04-28
P. Ofosu-Ayeh,Halmstad,0.00002231,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00002866,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00012885,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00007294,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00008506,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00013756,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00015566,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00021774,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00017018,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00033667,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00025641,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00026511,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.00008664,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00021208,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00053579,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.08732086,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00117146,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00289704,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00348185,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00018551,Värnamo vs Halmstad,2024-04-28
P. Ofosu-Ayeh,Halmstad,0.00898664,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00015804,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00007156,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00005662,Värnamo vs Halmstad,2024-04-28
M. Olsson,Halmstad,0.25463368,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.0001732,Värnamo vs Halmstad,2024-04-28
A. Zeljkovic,Värnamo,0.00017923,Värnamo vs Halmstad,2024-04-28
N. Mohammed,Halmstad,0.0000024,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00000062,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00007558,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00015784,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.00101098,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00046777,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00000085,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00003925,Värnamo vs Halmstad,2024-04-28
M. Olsson,Halmstad,0.00000104,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00003169,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.0000004,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00002216,Värnamo vs Halmstad,2024-04-28
T. Rönning,Halmstad,0.00027929,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00012288,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.00159326,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00003613,Värnamo vs Halmstad,2024-04-28
N. Mohammed,Halmstad,0.00158105,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00005467,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00018954,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.0087823,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00022443,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00014468,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00007227,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00006593,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00017762,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00012307,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00006955,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00007674,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00007512,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00031581,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.00003938,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.0030243,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00000173,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00000576,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.0000012,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.0000008,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00000057,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.0019116,Värnamo vs Halmstad,2024-04-28
M. Olsson,Halmstad,0.00000986,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00000145,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.0000014,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00001083,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.0000009,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00000096,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00001939,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00002234,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00001744,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00001825,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00012173,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00189016,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.08629121,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00001451,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.00002954,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00003163,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00006764,Värnamo vs Halmstad,2024-04-28
C. Johansson,Värnamo,0.00006119,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.0000282,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.0000211,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.0001028,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00011299,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.0003935,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00025947,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00094441,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.00149528,Värnamo vs Halmstad,2024-04-28
H. Näsström,Värnamo,0.00016044,Värnamo vs Halmstad,2024-04-28
J. Svedberg,Halmstad,0.00169056,Värnamo vs Halmstad,2024-04-28
P. Ofosu-Ayeh,Halmstad,0.00195278,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00014867,Värnamo vs Halmstad,2024-04-28
F. Adjei,Värnamo,0.00001892,Värnamo vs Halmstad,2024-04-28
J. Baffoe,Halmstad,0.00004541,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00000165,Värnamo vs Halmstad,2024-04-28
G. Wallentin,Halmstad,0.00000325,Värnamo vs Halmstad,2024-04-28
V. Andersson,Värnamo,0.00000272,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00001359,Värnamo vs Halmstad,2024-04-28
V. Larsson,Värnamo,0.00002561,Värnamo vs Halmstad,2024-04-28
S. Thern,Värnamo,0.00009571,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00029643,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00171137,Värnamo vs Halmstad,2024-04-28
J. Allansson,Halmstad,0.00002199,Värnamo vs Halmstad,2024-04-28
Viktor Granath,Halmstad,0.00000974,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00064903,Värnamo vs Halmstad,2024-04-28
A. Zeljkovic,Värnamo,0.0005987,Värnamo vs Halmstad,2024-04-28
V. Bergh,Värnamo,0.00064548,Värnamo vs Halmstad,2024-04-28
A. Zeljkovic,Värnamo,0.00044329,Värnamo vs Halmstad,2024-04-28
Villiam Granath,Halmstad,0.00000083,Värnamo vs Halmstad,2024-04-28
S. Kotto,Värnamo,0.00043594,Värnamo vs Halmstad,2024-04-28
Vinícius Nogueira,Halmstad,0.00003843,Värnamo vs Halmstad,2024-04-28
A. Zeljkovic,Värnamo,0.00037902,Värnamo vs Halmstad,2024-04-28
Wenderson,Värnamo,0.00039674,Värnamo vs Halmstad,2024-04-28
