team_name,contestantId,match_id,periodId,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,322.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,19.0,24.0,25.0,26.0,28.0,107.0,44.0,292.0,293.0,sequence_duration,sequence_xG,receiverId,receiverName,match_state,clock_sec,set_piece_index,set_piece_type,set_piece_team,event_time
B 93,ajtb177oqwawkdwbqhldmq6mx,5u3egzqc8xhnmwpmvwdc2gvmc,1,2701843575,94,15,7,12,1,96.2,58.3,F. Isaki,35.0,28.0,NaN,,B 93 vs Kolding,2024-07-19,NaN,NaN,NaN,0.10591316968202591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,,NaN,true,,,NaN,NaN,NaN,NaN,1.0,0.10591316968202591,,,draw,432,2,corner,,432
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,5u3egzqc8xhnmwpmvwdc2gvmc,2,2701861493,444,13,48,48,1,91.6,52.4,A. Leifsson,187.0,132.0,NaN,,B 93 vs Kolding,2024-07-19,NaN,NaN,NaN,0.07169660180807114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,,NaN,true,,,NaN,NaN,NaN,NaN,0.0,0.07169660180807114,,,draw,2928,3,corner,,2928
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,5u3egzqc8xhnmwpmvwdc2gvmc,2,2701862933,456,13,52,14,1,88.5,39.5,I. Tånnander,194.0,136.0,NaN,,B 93 vs Kolding,2024-07-19,NaN,NaN,NaN,0.02846832014620304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,,true,NaN,,,NaN,NaN,NaN,NaN,3.0,0.02846832014620304,,,draw,3134,2,freekick,,3134
B 93,ajtb177oqwawkdwbqhldmq6mx,5u3egzqc8xhnmwpmvwdc2gvmc,2,2701864291,603,15,55,15,1,71.7,70.5,M. Mouritz,198.0,137.0,NaN,,B 93 vs Kolding,2024-07-19,NaN,NaN,NaN,0.012630537152290344,0.0115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,,NaN,true,,,NaN,NaN,NaN,NaN,2.0,0.012630537152290344,,,draw,3315,6,corner,,3315
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,5u3egzqc8xhnmwpmvwdc2gvmc,2,2701864875,487,13,56,51,1,95.3,54.6,J. Vetter,205.0,140.0,NaN,,B 93 vs Kolding,2024-07-19,NaN,NaN,NaN,0.15285715460777283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,,NaN,true,,,NaN,NaN,NaN,NaN,4.0,0.15285715460777283,,,draw,3411,4,corner,,3411
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,5u3egzqc8xhnmwpmvwdc2gvmc,2,2701868177,537,15,64,24,1,93.2,39.4,J. Vetter,224.0,150.0,NaN,,B 93 vs Kolding,2024-07-19,NaN,NaN,NaN,0.05426061525940895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,,NaN,true,,,NaN,NaN,NaN,NaN,2.0,0.05426061525940895,,,draw,3864,2,corner,,3864
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,5u3egzqc8xhnmwpmvwdc2gvmc,2,2701870369,586,15,69,54,1,91.2,41.7,A. Leifsson,242.0,164.0,NaN,,B 93 vs Kolding,2024-07-19,NaN,NaN,NaN,0.06838445365428925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,,NaN,true,,,NaN,NaN,NaN,NaN,6.0,0.06838445365428925,,,draw,4194,2,corner,,4194
B 93,ajtb177oqwawkdwbqhldmq6mx,5u3egzqc8xhnmwpmvwdc2gvmc,2,2701881029,984,13,93,41,1,72.7,39.1,T. Blidegn,308.0,201.0,NaN,,B 93 vs Kolding,2024-07-19,NaN,NaN,NaN,0.021215634420514107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,none,,NaN,true,,,NaN,NaN,NaN,NaN,0.0,0.021215634420514107,,,draw,5621,3,corner,,5621
HB Køge,8cfkisxf1fkxdqtt6tx1tup48,5un12m65p2ujmjb0seb0fxxck,1,2701842381,12,13,2,47,1,73.3,82.2,M. Jensen,4.0,2.0,NaN,,Hvidovre vs HB Køge,2024-07-19,NaN,NaN,NaN,0.035221491008996964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,nan,,,NaN,true,,NaN,NaN,NaN,NaN,0.0,0.035221491008996964,,,draw,167,1,freekick_shot,8cfkisxf1fkxdqtt6tx1tup48,167
Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,5un12m65p2ujmjb0seb0fxxck,1,2701843717,67,13,6,48,1,84.5,69.7,A. Smed,18.0,13.0,NaN,,Hvidovre vs HB Køge,2024-07-19,NaN,NaN,NaN,0.021244274452328682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,nan,,,true,NaN,,NaN,NaN,NaN,NaN,2.0,0.021244274452328682,,,draw,408,2,corner,,408
