playerName,team_name,label,possessionValue.pvValue,possessionValue.pvAdded
A. Adelgaard,Go Ahead Eagles,Go Ahead Eagles vs Ajax,0.3641334,0.02994020000000001
A. Adelgaard,Go Ahead Eagles,PSV vs Go Ahead Eagles,0.0184757,-0.0017628000000000003
A. Adelgaard,Go Ahead Eagles,Sparta Rotterdam vs Go Ahead Eagles,0.1540361,0.005286400000000001
A. Blake,Utrecht,NAC Breda vs Utrecht,0.0647655,-0.0417625
A. Darellas,NEC,Fortuna Sittard vs NEC,0.0020329,-0.0076389
A. Darellas,NEC,NEC vs PEC Zwolle,0.0116233,-0.0172595
A. Darellas,NEC,NEC vs Twente,0.0031168,0.0031168
A. Descotte,Utrecht,Utrecht vs Twente,0.0614882,0.0270257
A. El Azzouzi,PEC Zwolle,NEC vs PEC Zwolle,0.1405689,-0.0646185
A. El Azzouzi,PEC Zwolle,PEC Zwolle vs AZ,0.3257106,-0.00719630000000001
A. El Azzouzi,PEC Zwolle,PEC Zwolle vs Feyenoord,0.1428187,0.0601004
A. El Azzouzi,PEC Zwolle,PEC Zwolle vs Heracles,0.3086895,0.0559623
A. El Azzouzi,PEC Zwolle,Twente vs PEC Zwolle,0.149928,0.0223217
A. El Azzouzi,PEC Zwolle,Utrecht vs PEC Zwolle,0.1565751,0.0653237
A. Engwanda,Utrecht,Heerenveen vs Utrecht,0.1270975,0.0390649
A. Engwanda,Utrecht,NAC Breda vs Utrecht,0.19706869999999999,0.014008
A. Engwanda,Utrecht,Utrecht vs PEC Zwolle,0.12605360000000002,0.0343585
A. Engwanda,Utrecht,Utrecht vs Twente,0.1660222,0.0764042
A. Engwanda,Utrecht,Utrecht vs Willem II,0.1424258,-0.0173783
A. Erceg,Fortuna Sittard,Ajax vs Fortuna Sittard,0.0724522,0.0387401
A. Erceg,Fortuna Sittard,Fortuna Sittard vs Almere City,0.013887700000000001,-0.008250400000000001
A. Erceg,Fortuna Sittard,Fortuna Sittard vs NEC,0.100577,0.0575367
A. Erceg,Fortuna Sittard,Fortuna Sittard vs PSV,0.2820447,0.1719097
A. Erceg,Fortuna Sittard,Go Ahead Eagles vs Fortuna Sittard,0.0249379,-0.0091637
A. Erceg,Fortuna Sittard,NAC Breda vs Fortuna Sittard,0.1338026,0.0325185
A. Fatah,Willem II,Utrecht vs Willem II,0.0968228,-0.0755865
A. Fatah,Willem II,Willem II vs RKC Waalwijk,0.2975685,0.0778857
A. Fatah,Willem II,Willem II vs Sparta Rotterdam,0.2203901,0.0645388
A. Gaaei,Ajax,Ajax vs Heerenveen,0.41496120000000003,0.1726755
A. Gaaei,Ajax,Go Ahead Eagles vs Ajax,0.1512503,-0.029312400000000002
A. Gaaei,Ajax,NAC Breda vs Ajax,0.5963372,0.2438194
A. Hadj Moussa,Feyenoord,Feyenoord vs NAC Breda,0.1200785,0.0384001
A. Hadj Moussa,Feyenoord,Feyenoord vs Willem II,0.3434508,0.19414789999999998
A. Hadj Moussa,Feyenoord,Sparta Rotterdam vs Feyenoord,0.3659397,0.19657239999999998
A. Halilović,Fortuna Sittard,Ajax vs Fortuna Sittard,0.2098792,-0.07105280000000001
A. Halilović,Fortuna Sittard,Fortuna Sittard vs Almere City,0.4924922,0.0562783
A. Halilović,Fortuna Sittard,Fortuna Sittard vs NEC,0.5224329,0.2913042
A. Halilović,Fortuna Sittard,Fortuna Sittard vs PSV,0.4049268,0.08125040000000003
A. Halilović,Fortuna Sittard,Go Ahead Eagles vs Fortuna Sittard,0.4205445,0.1052599
A. Halilović,Fortuna Sittard,NAC Breda vs Fortuna Sittard,0.5109509,0.2421621
A. Jakobsen,RKC Waalwijk,Go Ahead Eagles vs RKC Waalwijk,0.0242797,3.959999999999923e-05
A. Jakobsen,RKC Waalwijk,RKC Waalwijk vs AZ,0.1389857,0.03242790000000001
A. Kaied,NAC Breda,Feyenoord vs NAC Breda,0.0114255,-0.0708183
A. Kaied,NAC Breda,Groningen vs NAC Breda,0.0,0.0
A. Kaied,NAC Breda,NAC Breda vs Fortuna Sittard,0.5170536,0.30948149999999996
A. Kaplan,Ajax,Go Ahead Eagles vs Ajax,0.1950524,-0.021304899999999995
A. Lachkar,Willem II,Feyenoord vs Willem II,0.1610977,0.0296047
A. Lachkar,Willem II,Heracles vs Willem II,0.17874600000000002,0.0736372
A. Lachkar,Willem II,Utrecht vs Willem II,0.1375772,0.043949300000000004
A. Lachkar,Willem II,Willem II vs Go Ahead Eagles,0.1740696,0.030078799999999996
A. Lachkar,Willem II,Willem II vs RKC Waalwijk,0.3021817,0.0974614
A. Lachkar,Willem II,Willem II vs Sparta Rotterdam,0.2770063,0.13510339999999998
A. MacNulty,PEC Zwolle,NEC vs PEC Zwolle,0.1530196,0.06271399999999999
A. MacNulty,PEC Zwolle,PEC Zwolle vs AZ,0.3776249,0.2129203
A. MacNulty,PEC Zwolle,PEC Zwolle vs Feyenoord,0.0806978,0.011533300000000002
A. MacNulty,PEC Zwolle,PEC Zwolle vs Heracles,0.3124777,0.1673915
A. MacNulty,PEC Zwolle,Twente vs PEC Zwolle,0.02999,-0.0065974
A. MacNulty,PEC Zwolle,Utrecht vs PEC Zwolle,0.1127452,0.0538262
A. Meijers,RKC Waalwijk,Go Ahead Eagles vs RKC Waalwijk,0.1672147,0.015044100000000001
A. Meijers,RKC Waalwijk,PSV vs RKC Waalwijk,0.0998189,-0.025160499999999995
A. Meijers,RKC Waalwijk,RKC Waalwijk vs AZ,0.2173054,0.021933699999999997
A. Meijers,RKC Waalwijk,RKC Waalwijk vs Groningen,0.5370265,0.2378215
A. Meijers,RKC Waalwijk,RKC Waalwijk vs Sparta Rotterdam,0.2769653,0.0364816
A. Meijers,RKC Waalwijk,Willem II vs RKC Waalwijk,0.1078523,-0.015218100000000002
A. Milambo,Feyenoord,Feyenoord vs NAC Breda,0.6653053,0.1596504
A. Milambo,Feyenoord,Feyenoord vs Willem II,0.4449809,0.184434
A. Milambo,Feyenoord,Groningen vs Feyenoord,0.0595288,-0.0246201
A. Milambo,Feyenoord,PEC Zwolle vs Feyenoord,0.337363,0.11301530000000001
A. Nagalo,PSV,PSV vs NEC,0.0422727,0.0114298
A. Nalić,Almere City,Almere City vs AZ,0.023142700000000002,-0.0179335
A. Nalić,Almere City,Almere City vs PSV,0.0393807,0.0187306
A. Nalić,Almere City,Fortuna Sittard vs Almere City,0.2159068,0.057661399999999995
A. Oufkir,Sparta Rotterdam,Sparta Rotterdam vs Feyenoord,0.0161969,0.0005478999999999998
A. Oufkir,Sparta Rotterdam,Twente vs Sparta Rotterdam,0.1328461,0.004999600000000007
A. Salah-Eddine,Twente,Almere City vs Twente,0.6417215000000001,0.1934113
A. Salah-Eddine,Twente,NEC vs Twente,0.1710343,0.0317869
A. Salah-Eddine,Twente,Twente vs Heerenveen,0.3282385,0.1558172
A. Salah-Eddine,Twente,Twente vs PEC Zwolle,0.6618875,0.2554323
A. Salah-Eddine,Twente,Twente vs Sparta Rotterdam,0.3551988,0.1659004
A. Salah-Eddine,Twente,Utrecht vs Twente,0.1700225,-0.016254800000000003
A. Tahiri,Almere City,Almere City vs Twente,0.3032143,0.08573320000000001
A. Tahiri,Almere City,Heracles vs Almere City,0.1926266,0.0996648
A. Ueda,Feyenoord,Feyenoord vs NAC Breda,0.3195416,0.0059927999999999995
A. Ueda,Feyenoord,Feyenoord vs Willem II,0.0091607,-0.0553636
A. Ueda,Feyenoord,Groningen vs Feyenoord,0.0539523,-0.0791557
A. Ueda,Feyenoord,PEC Zwolle vs Feyenoord,0.068813,0.011479
A. Ueda,Feyenoord,Sparta Rotterdam vs Feyenoord,0.013464300000000002,0.0056156999999999995
A. Van Hoorenbeeck,Twente,Almere City vs Twente,0.07762150000000001,0.0416461
A. Van Hoorenbeeck,Twente,NEC vs Twente,0.144488,0.0399166
A. Van Hoorenbeeck,Twente,Twente vs Sparta Rotterdam,0.0321213,0.0175528
A. Vellios,PEC Zwolle,Utrecht vs PEC Zwolle,0.0036898,0.0
A. Verschueren,Sparta Rotterdam,RKC Waalwijk vs Sparta Rotterdam,0.6314384,0.21656699999999998
A. Verschueren,Sparta Rotterdam,Sparta Rotterdam vs Feyenoord,0.375348,0.16765359999999999
A. Verschueren,Sparta Rotterdam,Sparta Rotterdam vs Go Ahead Eagles,0.08063490000000001,-0.0734969
A. Verschueren,Sparta Rotterdam,Sparta Rotterdam vs Heracles,0.20940920000000002,-0.019746900000000005
A. Verschueren,Sparta Rotterdam,Twente vs Sparta Rotterdam,0.3082853,-0.005132799999999998
A. Verschueren,Sparta Rotterdam,Willem II vs Sparta Rotterdam,0.39853320000000003,0.1091824
Alexandre Penetra,AZ,AZ vs Heerenveen,0.1016425,0.0230942
Alexandre Penetra,AZ,AZ vs NEC,0.1927705,0.0765784
Alexandre Penetra,AZ,Groningen vs AZ,0.305679,0.197788
Alexandre Penetra,AZ,PEC Zwolle vs AZ,0.124698,0.0485153
Alexandre Penetra,AZ,RKC Waalwijk vs AZ,0.21991360000000001,0.0819595
B. Adekanye,Go Ahead Eagles,Go Ahead Eagles vs Ajax,0.414472,0.18478920000000001
B. Adekanye,Go Ahead Eagles,Go Ahead Eagles vs Fortuna Sittard,0.5005245,0.11088
B. Adekanye,Go Ahead Eagles,Go Ahead Eagles vs RKC Waalwijk,0.4100371,0.1712447
B. Adekanye,Go Ahead Eagles,PSV vs Go Ahead Eagles,0.1866101,0.0357453
B. Adekanye,Go Ahead Eagles,Sparta Rotterdam vs Go Ahead Eagles,0.5932178,0.3634171
B. Adekanye,Go Ahead Eagles,Willem II vs Go Ahead Eagles,0.2995004,0.0773758
B. Brobbey,Ajax,Ajax vs Heerenveen,0.1599467,0.0595506
B. Brobbey,Ajax,Go Ahead Eagles vs Ajax,0.11402830000000001,0.014395899999999996
B. Brobbey,Ajax,NAC Breda vs Ajax,0.4765477,-0.025146300000000007
B. De Keersmaecker,Heracles,Heracles vs Almere City,0.3763398,-0.014608499999999993
B. De Keersmaecker,Heracles,Heracles vs PSV,0.110103,-0.9851534
B. De Keersmaecker,Heracles,Heracles vs Willem II,0.337767,0.1108336
B. De Keersmaecker,Heracles,NEC vs Heracles,0.2568785,0.1478767
B. De Keersmaecker,Heracles,PEC Zwolle vs Heracles,0.1345694,-0.0014318000000000004
B. De Keersmaecker,Heracles,Sparta Rotterdam vs Heracles,0.295126,0.18496010000000002
B. Guillaume,Almere City,Almere City vs AZ,0.1280945,-0.036186199999999995
B. Guillaume,Almere City,Almere City vs Groningen,0.40709629999999997,0.2485939
B. Guillaume,Almere City,Almere City vs Twente,0.23055340000000002,-0.0645398
B. Guillaume,Almere City,Heracles vs Almere City,0.1487101,0.0914596
B. Kemper,NAC Breda,Feyenoord vs NAC Breda,0.1321295,0.014406100000000002
B. Kemper,NAC Breda,Heerenveen vs NAC Breda,0.40226200000000006,0.30583040000000006
B. Kemper,NAC Breda,NAC Breda vs Ajax,0.0558241,0.0084665
B. Kemper,NAC Breda,NAC Breda vs Fortuna Sittard,0.3729782,-0.01297370000000001
B. Kemper,NAC Breda,NAC Breda vs Utrecht,0.4286192,0.0554566
B. Kuipers,Twente,Almere City vs Twente,0.2455796,0.017195799999999997
B. Kuipers,Twente,NEC vs Twente,0.3038847,0.1401301
B. Kuipers,Twente,Twente vs Heerenveen,0.0584894,0.0328195
B. Kuipers,Twente,Twente vs Sparta Rotterdam,0.29518500000000003,0.011342299999999996
B. Kuipers,Twente,Utrecht vs Twente,0.1160181,0.03795
B. Lambert,Willem II,Utrecht vs Willem II,0.0796819,0.0451435
B. Lambert,Willem II,Willem II vs RKC Waalwijk,0.0990463,0.0656096
B. Lambert,Willem II,Willem II vs Sparta Rotterdam,0.0800018,-0.010274199999999999
B. Limbombe,Heracles,Heracles vs PSV,0.5840201,0.2256191
B. Limbombe,Heracles,Heracles vs Willem II,0.1892314,0.025805400000000003
