player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll
E. Vaessen,7wo4627xo1mx5k0vpwhe8hqll,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Goalkeeper,Centre,NaN,14,NaN,NaN,NaN,16,3,NaN,1,17,17,90,11,3,6,4,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,4
F. Stam,7s2zxbtepa7dgr8yl0s48afpw,cos9hxi16eitbcbthof7zrm4m,5,2,Defender,Left,NaN,61,2,7,12,20,1,1,45,69,21,82,13,9,6,53,17,24,1,4,1,5,3,4,3,1,1,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,12
M. Peersman,98qi4clazqen9kimkxt3jb6j9,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Defender,Left/Centre,NaN,38,NaN,1,2,21,1,NaN,18,46,23,45,20,13,2,24,7,13,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,9
M. Rente,4dk7h575fifmw2lhslevhmhux,cos9hxi16eitbcbthof7zrm4m,2,2,Defender,Centre/Right,NaN,85,NaN,1,1,41,5,NaN,45,96,42,90,24,19,9,55,12,20,NaN,1,NaN,4,3,NaN,3,NaN,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,1,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,13
L. Bacuna,9080840ngisugqraum27d0us5,cos9hxi16eitbcbthof7zrm4m,2,NaN,Defender,Right,NaN,56,1,2,7,26,5,1,30,63,26,90,15,9,11,40,14,21,NaN,NaN,NaN,6,2,3,2,2,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,1,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,17
L. Valente,29fr98or3mqippn84z3p9ihhw,cos9hxi16eitbcbthof7zrm4m,2,1,Midfielder,Left,NaN,37,1,3,4,9,2,1,29,44,10,64,11,3,4,37,11,16,1,NaN,2,1,NaN,3,NaN,1,2,NaN,1,1,1,2,1,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,14
T. de Jonge,f4liap69r76gyc8pnxsergbqi,cos9hxi16eitbcbthof7zrm4m,2,NaN,Midfielder,Left/Centre,NaN,47,3,7,2,17,NaN,1,34,57,18,71,15,13,2,45,15,23,NaN,2,NaN,2,2,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,15
J. Hove,alxccjq2y6il5yjw108a0axnt,cos9hxi16eitbcbthof7zrm4m,3,2,Midfielder,Centre/Right,NaN,81,2,3,4,12,NaN,1,71,85,12,90,23,25,3,78,36,40,1,1,1,1,1,1,1,2,4,3,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,10
J. Schreuders,3aly8eihwfvtwde7dg0k18w7o,cos9hxi16eitbcbthof7zrm4m,5,2,Midfielder,Right,NaN,20,3,4,4,2,1,1,19,24,2,90,5,1,3,24,15,19,1,NaN,2,1,NaN,2,NaN,1,4,1,NaN,1,1,NaN,NaN,1,1,1,1,442,1,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,8
T. van Bergen,ei9h1loyggj8fnf1q4jfdm710,cos9hxi16eitbcbthof7zrm4m,5,3,Striker,Left/Centre,NaN,12,2,2,2,3,NaN,1,10,19,3,71,5,1,1,17,6,13,1,NaN,1,NaN,1,NaN,1,NaN,3,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,11
Rui Mendes,ewbakrn2dqmy062scjnz0pecp,cos9hxi16eitbcbthof7zrm4m,5,3,Striker,Centre/Right,NaN,13,3,6,NaN,3,1,1,11,17,3,90,1,NaN,2,16,7,11,1,2,2,NaN,NaN,1,NaN,1,8,1,1,1,NaN,1,1,2,2,1,NaN,442,1,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,8
B. Willumsson,5q8rvam8iv65g4wjb8rarw15,cos9hxi16eitbcbthof7zrm4m,4,2,Substitute,NaN,Attacker,11,1,1,1,1,NaN,NaN,10,12,1,26,1,3,2,12,4,5,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,4
D. Baron,bb1srepzkbfdfslea12os90d0,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
S. Bouland,58pm13l1cae5x7v5wjl9dukus,cos9hxi16eitbcbthof7zrm4m,2,NaN,Substitute,NaN,Defender,38,NaN,NaN,NaN,19,NaN,NaN,19,42,20,45,17,1,1,22,3,4,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,4
N. Eggens,51amjiu7y5foxpshlwy7dz3mc,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
N. Emeran,8ledzu9tb7knxqbj7izpk6b6c,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
H. Jurjus,cf70r39m2wgbijtw0co5t6yfp,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
R. Leicester,8mvfatole8eg9bzetdte8hus4,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
T. Oosting,684nd3xjli51z43pbla0mwa21,cos9hxi16eitbcbthof7zrm4m,3,NaN,Substitute,NaN,Midfielder,NaN,2,1,2,NaN,NaN,NaN,NaN,1,NaN,19,NaN,NaN,NaN,3,NaN,1,NaN,1,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,6
J. Pelupessy,e5kpw4k4tyss5ch8ehfi7nk5x,cos9hxi16eitbcbthof7zrm4m,1,1,Substitute,NaN,Midfielder,17,NaN,NaN,NaN,9,NaN,NaN,8,17,9,8,5,3,NaN,8,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
M. Speelman,aqnac74v23d9r4wagl8enrims,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
F. Turay,6l05uptz4213sn1ywgolczi1g,cos9hxi16eitbcbthof7zrm4m,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
Laros Duarte,ebrua3sixxfvycsty8z956ga1,cos9hxi16eitbcbthof7zrm4m,3,NaN,Substitute,NaN,Midfielder,22,1,1,3,5,1,NaN,19,24,7,19,5,6,2,20,10,10,NaN,NaN,2,NaN,1,1,1,1,NaN,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,6
D. Bielica,ajs5py826pvol60tokraxrpey,59t7flioj4w4mpwnrwbm0m8ck,NaN,NaN,Goalkeeper,Centre,NaN,11,NaN,NaN,NaN,15,NaN,NaN,5,14,18,90,14,3,7,12,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,10
Manel Royo,124bbojic7k5medlvgvxmcm39,59t7flioj4w4mpwnrwbm0m8ck,3,1,Defender,Left,NaN,12,NaN,2,2,10,3,NaN,4,24,17,90,15,5,3,9,2,6,NaN,1,NaN,NaN,2,1,2,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,13
J. Van den Bergh,b1h4yvtkjhvtkcgu3gtgiytx,59t7flioj4w4mpwnrwbm0m8ck,4,1,Defender,Left/Centre,NaN,26,NaN,3,NaN,19,2,NaN,8,42,23,90,24,8,2,20,5,9,1,2,1,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,17
E. Mahmutović,2wkew38juoofry6oo3t1vcwyd,59t7flioj4w4mpwnrwbm0m8ck,1,NaN,Defender,Centre/Right,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,1
L. Greiml,64x38pccgfsuz4ywoveh2ksbu,59t7flioj4w4mpwnrwbm0m8ck,4,1,Defender,Right,NaN,25,NaN,5,NaN,22,1,NaN,3,33,26,90,15,3,2,7,1,3,NaN,3,NaN,1,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,8
D. Janošek,2ajvbnkl3znpich7x6k5a8w2y,59t7flioj4w4mpwnrwbm0m8ck,5,NaN,Midfielder,Left,NaN,24,2,3,2,14,2,NaN,14,32,17,85,16,5,5,21,4,8,NaN,NaN,NaN,3,NaN,2,NaN,1,1,1,NaN,NaN,1,NaN,NaN,2,2,NaN,NaN,442,1,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,14
C. Staring,4nkd85hpwiiqtieuslhcrc2ga,59t7flioj4w4mpwnrwbm0m8ck,3,1,Midfielder,Left/Centre,NaN,25,NaN,3,2,10,3,NaN,15,27,11,75,9,4,4,17,5,6,NaN,NaN,NaN,1,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,4
M. Balard,7qwmlcxsxlxmq01g7dkt7v14a,59t7flioj4w4mpwnrwbm0m8ck,5,2,Midfielder,Centre/Right,NaN,29,1,4,NaN,16,5,NaN,13,32,18,90,10,4,5,14,4,5,NaN,2,NaN,NaN,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,4
R. Kuijpers,abnezz7yico2636ucafabz4t0,59t7flioj4w4mpwnrwbm0m8ck,1,NaN,Midfielder,Right,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,1
K. Kostorz,a88rm8t7xzeztn1pkadk63x7t,59t7flioj4w4mpwnrwbm0m8ck,3,2,Striker,Left/Centre,NaN,4,NaN,4,1,2,NaN,NaN,4,14,5,75,3,1,1,11,1,3,1,4,1,1,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,12
E. Ómarsson,rxblyjf8pcsdgdvy24zgnefp,59t7flioj4w4mpwnrwbm0m8ck,2,NaN,Striker,Centre/Right,NaN,11,NaN,3,NaN,7,3,NaN,6,21,12,85,5,3,4,11,3,6,2,NaN,2,1,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,11
M. Garbett,cjff8fu812lennnunqljgddnu,59t7flioj4w4mpwnrwbm0m8ck,1,1,Substitute,NaN,Midfielder,1,1,2,NaN,NaN,NaN,1,1,1,NaN,5,1,1,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
A. Kaied,7axjsuhjx027j0qw89zv6vw2c,59t7flioj4w4mpwnrwbm0m8ck,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
R. Kortsmit,8jml2tgzk1am30cy4gkgx0wd1,59t7flioj4w4mpwnrwbm0m8ck,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
M. Koscelník,bihamlyogjwptxcl9netbm5lh,59t7flioj4w4mpwnrwbm0m8ck,6,3,Substitute,NaN,Defender,17,2,8,3,11,2,NaN,7,26,13,78,7,2,3,16,4,7,NaN,2,NaN,1,3,2,3,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,18
B. Lucassen,bdb33nwcpd2jufn9ggtl7gvzd,59t7flioj4w4mpwnrwbm0m8ck,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
Saná Fernandes,7qoxfdvgk8jd522v2ehoqpyqc,59t7flioj4w4mpwnrwbm0m8ck,1,NaN,Substitute,NaN,Attacker,1,NaN,3,NaN,NaN,NaN,NaN,1,2,1,15,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,2
L. Mol,6s56vlhefx7jyij1d39vna0wk,59t7flioj4w4mpwnrwbm0m8ck,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
F. Oldrup Jensen,200chcevwu3znwew6xjyaof6d,59t7flioj4w4mpwnrwbm0m8ck,NaN,NaN,Substitute,NaN,Midfielder,4,NaN,2,NaN,2,1,NaN,2,4,2,15,3,NaN,1,2,NaN,NaN,NaN,2,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
T. Troost,961rxtkdbimo36qyjsjuwmj56,59t7flioj4w4mpwnrwbm0m8ck,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
C. Valerius,37c696bwovmn1x8lc8z4wp53o,59t7flioj4w4mpwnrwbm0m8ck,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,NaN,Groningen vs NAC Breda,8fgwwt755g3j3uct7xkzgt79w,2024-08-09,NaN
T. Wellenreuther,11ceernyer8po8soj8dmygatx,20vymiy7bo8wkyxai3ew494fz,1,1,Goalkeeper,Centre,NaN,20,NaN,NaN,1,20,2,NaN,2,22,21,90,6,2,4,4,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,3
D. Hancko,1vyh50nfaq2kq5pmivpkc1psl,20vymiy7bo8wkyxai3ew494fz,7,4,Defender,Left/Centre,NaN,91,2,9,3,42,1,1,51,100,46,90,49,29,3,59,29,32,1,3,1,2,1,3,1,3,9,7,,NaN,NaN,1,,NaN,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,13
N. Kasanwirjo,2fbolmn7pyvn5oto4zoeqguwa,20vymiy7bo8wkyxai3ew494fz,NaN,NaN,Defender,Centre,NaN,88,NaN,5,1,55,4,NaN,36,97,60,90,29,6,4,40,6,8,2,5,2,NaN,NaN,1,NaN,NaN,1,1,,NaN,1,NaN,,NaN,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,9
L. Geertruida,4yyekuopwb7otz18rqfgwjht5,20vymiy7bo8wkyxai3ew494fz,4,1,Defender,Centre/Right,NaN,64,2,4,3,30,2,1,37,69,30,90,17,9,6,42,15,20,1,1,1,4,NaN,NaN,NaN,2,5,1,,NaN,NaN,NaN,,1,1,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,9
M. López,dux0skggr99ydjz3kn58p3wmh,20vymiy7bo8wkyxai3ew494fz,4,2,Midfielder,Left,NaN,32,1,6,5,9,1,NaN,27,41,13,90,8,6,2,35,13,17,1,1,1,1,NaN,5,NaN,NaN,2,NaN,,NaN,2,1,,1,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,18
A. Milambo,cec6shf8ln2n1dibq00ez84yc,20vymiy7bo8wkyxai3ew494fz,1,1,Midfielder,Left/Centre,NaN,28,NaN,5,1,5,1,NaN,23,31,6,61,6,3,3,25,13,14,2,1,2,2,NaN,NaN,NaN,1,2,1,,NaN,NaN,1,,NaN,NaN,,,343,1,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,5
R. Zerrouki,dc119ejc7lls2rd3ywigl2smi,20vymiy7bo8wkyxai3ew494fz,7,3,Midfielder,Centre/Right,NaN,81,NaN,1,7,31,1,NaN,58,84,31,90,18,17,3,65,23,26,1,NaN,1,2,1,2,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,9
B. Nieuwkoop,aajft01g5yggw0is5fbfh3105,20vymiy7bo8wkyxai3ew494fz,3,1,Midfielder,Right,NaN,11,1,3,6,3,NaN,1,8,18,3,79,5,3,NaN,17,5,12,2,2,2,NaN,NaN,2,NaN,NaN,5,1,,NaN,NaN,1,,NaN,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,12
Igor Paixão,e0cy0gwf04lohf0xjef0af8fe,20vymiy7bo8wkyxai3ew494fz,6,2,Striker,Left/Centre,NaN,31,5,5,13,10,1,3,24,39,10,90,14,5,6,39,11,16,2,NaN,3,5,1,4,1,NaN,2,NaN,,NaN,1,NaN,,3,3,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,19
S. Giménez,aboxil79ulfa73pckzsdnwp62,20vymiy7bo8wkyxai3ew494fz,3,1,Striker,Centre,NaN,3,2,6,1,2,NaN,1,3,7,2,73,2,NaN,3,7,2,6,NaN,NaN,1,2,NaN,NaN,NaN,5,8,3,,1,NaN,NaN,,2,1,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,9
L. Ivanušec,bmgl3szbbebwx79jzglf9v209,20vymiy7bo8wkyxai3ew494fz,4,NaN,Striker,Centre/Right,NaN,30,3,1,6,7,2,1,25,34,8,61,8,5,3,32,16,19,2,NaN,2,1,NaN,2,NaN,1,1,NaN,,NaN,1,NaN,,2,2,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,13
T. Beelen,dmrznrol8qp7yk53r6ajhnkt0,20vymiy7bo8wkyxai3ew494fz,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,NaN
J. Bijlow,9pgr69ub37hmr76gwbfw7lhw5,20vymiy7bo8wkyxai3ew494fz,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,NaN
J. Carranza,5f76d9pvqluah67sfgbpfyhnt,20vymiy7bo8wkyxai3ew494fz,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,NaN,Feyenoord vs Willem II,8g13toaopzzcvengsmp5ya0b8,2024-08-10,NaN
