player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name,season
V. Müller,a2l4ep71txn2edtjjcgewai5m,AaB,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Goalkeeper,Centre,NaN,24,NaN,NaN,NaN,26,3,NaN,1,28,28,90,13,3,8,4,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,5,DNK,1_Division,2025_2026
A. Andersson,8ynqwlysks0dvn46ja7zq5vit,AaB,36g6ifzjliec1jqnbtf7yesme,4,1,Defender,Left,NaN,35,1,3,14,19,2,1,22,42,21,90,14,2,3,35,13,15,2,1,5,1,NaN,4,NaN,NaN,2,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,18,DNK,1_Division,2025_2026
B. Hansen,9yb0exf35kl3avhdnlhv23glx,AaB,36g6ifzjliec1jqnbtf7yesme,2,2,Defender,Left/Centre,NaN,48,NaN,5,1,45,3,NaN,9,54,47,90,18,6,4,13,4,6,NaN,2,NaN,1,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
E. Makolli,697f50qoetodmfe8ybcuey2ac,AaB,36g6ifzjliec1jqnbtf7yesme,6,NaN,Defender,Centre/Right,NaN,48,1,2,2,44,2,NaN,8,57,48,90,27,5,3,14,3,7,NaN,NaN,NaN,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,13,DNK,1_Division,2025_2026
M. Kallesøe,a6ymx4wkrn260rtpb360nsiqd,AaB,36g6ifzjliec1jqnbtf7yesme,1,NaN,Defender,Right,NaN,15,NaN,2,1,8,1,NaN,8,20,10,45,8,4,1,12,6,8,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,7,DNK,1_Division,2025_2026
M. Kaasa,e0j0uakuzduvis9wqsocngwrt,AaB,36g6ifzjliec1jqnbtf7yesme,4,NaN,Midfielder,Left/Centre,NaN,17,1,6,3,11,1,NaN,6,19,11,67,4,2,3,9,5,7,1,NaN,1,1,1,1,1,1,4,1,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
A. Håpnes,5y2mfgruizah0ylcz7q1abw9g,AaB,36g6ifzjliec1jqnbtf7yesme,6,NaN,Midfielder,Centre,NaN,26,1,6,3,13,NaN,NaN,13,32,14,84,12,3,1,18,7,10,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,9,DNK,1_Division,2025_2026
M. Bomholt,ejixz16616b7krftxyzv9yiac,AaB,36g6ifzjliec1jqnbtf7yesme,1,NaN,Midfielder,Centre/Right,NaN,47,1,5,4,21,1,1,26,51,22,90,16,8,4,30,20,22,4,NaN,4,3,1,1,1,1,1,NaN,1,NaN,NaN,NaN,1,2,2,NaN,NaN,433,1,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
K. Hansen,48sqqhgtmfmpqb3602iirspd6,AaB,36g6ifzjliec1jqnbtf7yesme,2,NaN,Striker,Left/Centre,NaN,27,1,NaN,5,6,2,NaN,21,34,9,90,9,2,4,29,16,20,3,NaN,3,2,NaN,4,NaN,4,5,2,NaN,NaN,NaN,NaN,NaN,4,3,1,1,433,1,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,12,DNK,1_Division,2025_2026
N. Helenius,rv6r0bwbl75er38wklyfpsr9,AaB,36g6ifzjliec1jqnbtf7yesme,4,2,Striker,Centre,NaN,7,1,5,NaN,2,NaN,1,6,10,4,67,3,NaN,NaN,7,2,3,NaN,3,NaN,NaN,NaN,NaN,NaN,2,7,3,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
K. John,5vrsflxiv2dgfa8199a2qxsve,AaB,36g6ifzjliec1jqnbtf7yesme,2,NaN,Striker,Centre/Right,NaN,14,NaN,1,3,5,NaN,NaN,9,16,6,78,3,NaN,2,13,6,7,1,NaN,1,1,NaN,3,NaN,3,7,3,NaN,1,NaN,NaN,NaN,2,2,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
N. Arnórsson,brinkgys7026490q3ixx6h9uc,AaB,36g6ifzjliec1jqnbtf7yesme,2,NaN,Substitute,NaN,Defender,16,NaN,2,1,3,1,NaN,13,20,6,45,9,3,4,15,10,10,NaN,NaN,NaN,2,NaN,1,NaN,2,4,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,1,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
B. Pedersen,3tka46re2gsi9uw7pbxx5m0pg,AaB,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,NaN,DNK,1_Division,2025_2026
A. Jasson,8bi1tlz62rjwyak4pnnzgp562,AaB,36g6ifzjliec1jqnbtf7yesme,1,NaN,Substitute,NaN,Attacker,17,NaN,1,1,11,1,NaN,7,17,11,23,4,1,1,7,7,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,1,DNK,1_Division,2025_2026
F. Børsting,egwhlgopjtjkop7ozy7ltk1cl,AaB,36g6ifzjliec1jqnbtf7yesme,2,NaN,Substitute,NaN,Midfielder,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,1,DNK,1_Division,2025_2026
A. Maarup,cf6zq49y8v1ekw07e7yi3uac,AaB,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,NaN,DNK,1_Division,2025_2026
V. Møller,5521epytthhw9afm2r3jn3384,AaB,36g6ifzjliec1jqnbtf7yesme,1,1,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,2,NaN,NaN,NaN,3,2,12,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,2,DNK,1_Division,2025_2026
M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,AaB,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,NaN,DNK,1_Division,2025_2026
C. Olsson,5uo9saax5iqsctxq7w3si8w0k,AaB,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,NaN,DNK,1_Division,2025_2026
O. Ross,5lz41celw55rz3zh8pohclw5w,AaB,36g6ifzjliec1jqnbtf7yesme,7,3,Substitute,NaN,Attacker,2,1,1,1,NaN,NaN,NaN,2,2,NaN,23,1,1,1,3,2,2,NaN,NaN,NaN,NaN,NaN,1,NaN,2,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,433,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,3,DNK,1_Division,2025_2026
A. Vaporakis,9y3vs6l0mjj38z0kw062jlh3p,B 93,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Goalkeeper,Centre,NaN,38,NaN,1,NaN,43,2,NaN,NaN,42,46,90,19,NaN,10,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,4,DNK,1_Division,2025_2026
N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,B 93,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Defender,Left,NaN,46,NaN,1,8,17,2,NaN,34,51,19,90,9,5,3,41,14,16,1,1,1,1,NaN,3,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,10,DNK,1_Division,2025_2026
A. Heimer,6dki65mdd3letfjjj51i0w3c9,B 93,ajtb177oqwawkdwbqhldmq6mx,1,NaN,Defender,Left/Centre,NaN,57,NaN,5,2,36,NaN,NaN,24,66,39,90,29,9,4,30,6,11,NaN,3,NaN,4,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,10,DNK,1_Division,2025_2026
O. Søe,9213debwtuph6cjborx73sx78,B 93,ajtb177oqwawkdwbqhldmq6mx,3,1,Defender,Centre/Right,NaN,58,2,5,NaN,42,3,NaN,21,62,43,90,22,4,3,24,5,5,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,B 93,ajtb177oqwawkdwbqhldmq6mx,3,2,Defender,Right,NaN,33,1,1,2,19,NaN,NaN,17,39,19,86,10,6,1,24,10,14,NaN,NaN,NaN,1,1,2,1,2,2,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,9,DNK,1_Division,2025_2026
N. Thomsen,4a0jmv6qmwn01iuqp1mhnyzth,B 93,ajtb177oqwawkdwbqhldmq6mx,4,2,Defensive Midfielder,Left/Centre,NaN,43,1,1,3,13,NaN,NaN,32,47,14,77,12,11,2,38,14,18,1,NaN,1,2,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,10,DNK,1_Division,2025_2026
M. Wohlgemuth,e8vt8711wb40afht2v13omket,B 93,ajtb177oqwawkdwbqhldmq6mx,2,NaN,Defensive Midfielder,Centre/Right,NaN,76,NaN,6,1,39,1,NaN,45,85,40,90,29,13,4,53,18,21,2,3,2,3,1,NaN,1,2,1,1,NaN,NaN,NaN,NaN,NaN,4,4,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,10,DNK,1_Division,2025_2026
K. Grabovskis,3u184ybkonoa5ubxjzoy06ntg,B 93,ajtb177oqwawkdwbqhldmq6mx,3,NaN,Attacking Midfielder,Left,NaN,37,2,2,11,7,NaN,1,33,48,7,90,17,6,NaN,49,19,27,4,NaN,6,NaN,1,2,1,2,4,1,1,NaN,NaN,1,1,2,2,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,22,DNK,1_Division,2025_2026
F. Isaki,86mx27krl6c613x6e3t9g3cic,B 93,ajtb177oqwawkdwbqhldmq6mx,8,NaN,Attacking Midfielder,Centre,NaN,38,3,5,NaN,6,1,1,33,39,6,76,11,5,3,34,18,19,3,NaN,3,1,NaN,1,NaN,4,3,1,NaN,1,1,NaN,NaN,3,3,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,7,DNK,1_Division,2025_2026
R. Arabaci,7h02v4ymnko5fh01iylbh34es,B 93,ajtb177oqwawkdwbqhldmq6mx,8,1,Attacking Midfielder,Right,NaN,13,4,5,1,1,NaN,1,12,19,3,66,6,2,1,16,5,9,NaN,NaN,NaN,1,NaN,NaN,NaN,4,6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,14,DNK,1_Division,2025_2026
C. Björk,x3ad9hfxts6jpfugy3kvq9d5,B 93,ajtb177oqwawkdwbqhldmq6mx,4,1,Striker,Centre,NaN,13,4,4,NaN,4,1,2,11,15,5,86,3,2,2,12,5,6,1,NaN,1,1,1,NaN,1,1,3,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
O. Addo,kqj7nh6pqmqbt0abyyu0fcpg,B 93,ajtb177oqwawkdwbqhldmq6mx,2,1,Substitute,NaN,Attacker,4,NaN,1,1,2,2,NaN,2,7,4,14,2,1,2,3,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,7,DNK,1_Division,2025_2026
A. Ahmad,4csz412vb3lquessbnf999ct0,B 93,ajtb177oqwawkdwbqhldmq6mx,1,NaN,Substitute,NaN,Attacker,7,2,3,1,3,NaN,1,4,9,3,24,3,1,NaN,6,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,6,DNK,1_Division,2025_2026
S. Leschly,ef2hrwtfvwripjcioi42zkowk,B 93,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,NaN,DNK,1_Division,2025_2026
Y. Belhadj,52xeb867n93p1wftf42wxu1w4,B 93,ajtb177oqwawkdwbqhldmq6mx,1,NaN,Substitute,NaN,Attacker,5,NaN,2,1,1,NaN,NaN,5,5,1,13,NaN,NaN,1,5,NaN,NaN,1,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,NaN,DNK,1_Division,2025_2026
Muhammad Huzaifa,1j48dmn5tafd2gp4rjmjlbm6s,B 93,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,2,NaN,NaN,NaN,NaN,1,1,1,4,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,1,DNK,1_Division,2025_2026
F. Ibsen,7k2c7wgoywy7boesjer5578q1,B 93,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,NaN,DNK,1_Division,2025_2026
E. Christensen,8xe0fufxfgf5cuwgysz3r2j85,B 93,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,NaN,DNK,1_Division,2025_2026
O. Thomassen,a8ccmy6j1xj2yvx324vws81lg,B 93,ajtb177oqwawkdwbqhldmq6mx,1,NaN,Substitute,NaN,Midfielder,2,2,1,NaN,NaN,NaN,1,2,3,NaN,4,1,NaN,1,3,2,2,1,NaN,1,NaN,NaN,NaN,NaN,1,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,AaB vs B 93,cc9l2gokl9ksda5v0gpbvdkwk,2025-09-21,2,DNK,1_Division,2025_2026
J. Ægidius,52vwj2s29n7wngablotd7pboq,Lyngby,anga7587r1zv4ey71ge9zxol3,NaN,NaN,Goalkeeper,Centre,NaN,18,NaN,NaN,NaN,16,3,NaN,5,35,20,90,31,5,10,19,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,19,DNK,1_Division,2025_2026
G. Mortensen,bvw5oc4c040ey5dt5wn0choiy,Lyngby,anga7587r1zv4ey71ge9zxol3,4,NaN,Defender,Left,NaN,32,1,5,1,16,1,NaN,17,36,18,90,9,1,2,21,11,12,NaN,NaN,1,1,NaN,2,NaN,NaN,4,NaN,NaN,NaN,NaN,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,10,DNK,1_Division,2025_2026
T. Storm,4bstdc3zla1sn85ev3bcmw1lg,Lyngby,anga7587r1zv4ey71ge9zxol3,1,1,Defender,Left/Centre,NaN,63,3,5,2,39,6,3,33,68,41,90,30,4,9,36,5,6,NaN,1,1,3,1,1,1,NaN,1,NaN,NaN,NaN,1,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,6,DNK,1_Division,2025_2026
L. Račić,a0dyuysg0p6ekvy4qkkfkwnvt,Lyngby,anga7587r1zv4ey71ge9zxol3,3,NaN,Defender,Centre/Right,NaN,44,1,1,NaN,21,5,NaN,25,50,24,90,21,7,7,28,6,8,NaN,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,8,DNK,1_Division,2025_2026
O. Buur,8822s8ns7oyvjqade4oaxzg0l,Lyngby,anga7587r1zv4ey71ge9zxol3,6,2,Defender,Right,NaN,28,1,2,3,7,1,NaN,24,33,10,74,6,2,3,26,12,14,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,1,1,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,8,DNK,1_Division,2025_2026
S. Colyn,8npu0cbqjrhwv5km1w29kh016,Lyngby,anga7587r1zv4ey71ge9zxol3,5,1,Midfielder,Left,NaN,57,3,9,10,17,2,NaN,41,65,19,90,18,8,4,55,21,27,1,1,1,2,NaN,3,NaN,3,3,3,NaN,NaN,NaN,,,NaN,NaN,,,442,1,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,25,DNK,1_Division,2025_2026
C. Winther,d854rlweyk5wq6d2veyviukq2,Lyngby,anga7587r1zv4ey71ge9zxol3,4,NaN,Midfielder,Left/Centre,NaN,76,NaN,5,1,30,2,NaN,47,87,34,90,25,12,6,54,19,24,1,NaN,1,4,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,,,4,3,,,442,1,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,15,DNK,1_Division,2025_2026
P. Langhoff,79b0b6eqck5vn4b3fawxsaok,Lyngby,anga7587r1zv4ey71ge9zxol3,1,NaN,Midfielder,Centre/Right,NaN,41,1,8,NaN,11,NaN,1,30,46,14,62,18,10,3,33,17,19,NaN,2,NaN,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,7,DNK,1_Division,2025_2026
G. Fraulo,6zhj070huc77sl5o5bx6ey5g4,Lyngby,anga7587r1zv4ey71ge9zxol3,2,1,Midfielder,Right,NaN,30,NaN,5,5,4,NaN,NaN,27,36,4,81,7,6,2,36,10,16,1,1,1,2,1,4,1,NaN,3,NaN,NaN,NaN,1,,,1,1,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,16,DNK,1_Division,2025_2026
J. Cornelius,8gdfn7j6xac9p4jh94hk40jdg,Lyngby,anga7587r1zv4ey71ge9zxol3,10,1,Striker,Left/Centre,NaN,7,5,6,NaN,2,NaN,NaN,5,8,2,62,1,NaN,4,6,3,3,1,3,1,1,1,NaN,1,3,7,3,NaN,3,NaN,,,1,1,,,442,1,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,10,DNK,1_Division,2025_2026
F. Gytkjær,deyq3zqd0vwc821ngqldxqor9,Lyngby,anga7587r1zv4ey71ge9zxol3,1,NaN,Striker,Centre/Right,NaN,7,1,3,NaN,3,NaN,1,5,9,3,74,1,2,NaN,7,2,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,,,2,2,,,442,1,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,4,DNK,1_Division,2025_2026
B. Blume,1acmsp1ulfijcrryff1qibdud,Lyngby,anga7587r1zv4ey71ge9zxol3,3,1,Substitute,NaN,Midfielder,7,NaN,NaN,2,2,NaN,NaN,5,10,2,16,5,1,NaN,8,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,4,DNK,1_Division,2025_2026
M. Kaarsbo,4be1c2qp4tcftgdqxz36e32ms,Lyngby,anga7587r1zv4ey71ge9zxol3,8,NaN,Substitute,NaN,Midfielder,3,4,2,NaN,NaN,NaN,1,3,4,NaN,9,NaN,1,NaN,4,3,4,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,6,DNK,1_Division,2025_2026
A. Mayland,55qsxtqivxajkxmpdeyccus5w,Lyngby,anga7587r1zv4ey71ge9zxol3,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,NaN,DNK,1_Division,2025_2026
J. Meyer,839pm7rmjp6q1bt52f7ek9vys,Lyngby,anga7587r1zv4ey71ge9zxol3,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,,442,NaN,Lyngby vs HB Køge,cddmuvnp8cykvjq44mmtz4nbo,2025-09-21,NaN,DNK,1_Division,2025_2026
